accX,accY,accZ,gyroX,gyroY,gyroZ
-0.38964,1.373843,11.489358,-0.179104,0.383942,-0.241771
-0.165406,2.517465,9.444011,0.111433,-0.407428,-0.061714
-0.174088,1.033152,13.380076,-0.130116,-0.359719,0.099565
1.59179,2.003733,11.085947,-0.37136,0.378033,-0.419912
1.198707,0.556543,8.910221,-0.008524,0.125959,0.135751
-0.279619,1.585802,10.977871,0.194805,-0.178015,0.182416
0.572709,3.47203,7.162456,0.307422,-0.385852,0.410794
1.305286,2.358346,10.114018,0.002227,0.951582,-0.060704
0.683928,2.246379,12.513229,0.237899,-0.487048,0.128643
0.400268,1.840273,6.587052,0.350652,-0.309624,-0.006787
-0.384999,2.262246,9.24717,-0.21903,-0.049787,0.101157
0.915347,1.429677,11.76224,-0.19497,0.074682,-0.018601
-1.492397,4.569099,10.090666,0.011281,-0.081697,-0.464806
0.182321,3.504363,11.913875,-0.258908,-0.220539,0.073173
-0.525258,2.938988,6.378685,-0.099902,0.217696,-0.530099
-0.398322,3.180736,8.382868,0.033842,0.23396,-0.199202
1.238075,1.027463,6.841373,0.018596,0.030248,-0.043195
-0.105531,3.436254,7.438182,0.129782,0.062315,-0.378007
-0.314346,2.064357,12.847783,-0.068228,-0.124651,-0.267743
0.098345,2.042203,7.329808,0.150204,-0.016394,0.433667
0.117805,2.946622,11.612402,0.441598,-0.042582,0.131162
-1.142873,3.120411,12.161909,0.170574,0.554956,-0.314356
-0.185315,2.492766,7.279812,-0.241917,0.143163,-0.257871
-0.320783,1.210832,10.1706,0.019584,-0.090951,0.268494
-0.358205,2.693798,9.017847,0.026323,-0.029452,0.137058
0.227227,1.135389,7.683073,0.170486,0.02789,0.020054
0.377216,2.315984,7.837552,0.287988,0.001667,0.341583
-0.477956,3.472329,9.398057,0.256317,0.050589,-0.235091
-0.645158,2.080074,8.818013,-0.537402,-0.239174,-0.149205
-1.279539,2.411635,8.465945,0.035449,0.163253,0.238366
-0.246986,1.373693,7.584428,-0.104477,-0.323954,0.232346
0.09116,1.090183,10.207124,0.015016,-0.008987,0.00029
0.460293,3.682792,11.613749,0.595593,-0.019541,0.38952
0.014969,2.324666,9.429641,-0.228498,-0.392202,0.415933
0.125439,2.103576,10.452763,0.329468,-0.170718,0.005725
0.680335,0.717308,14.336288,-0.000461,0.091325,0.0765
0.124092,2.930905,6.710994,-0.10426,0.104771,0.530823
0.160915,2.668501,8.046667,0.041594,-0.414429,-0.203567
1.193618,3.159779,13.550721,-0.063401,-0.364343,0.012174
0.00958,2.579137,7.159612,-0.534685,0.11893,-0.172228
-0.395627,3.23627,12.080778,0.091343,-0.131958,-0.005449
-0.094304,1.346151,14.600189,-0.421822,0.336444,0.13173
0.041763,2.828219,6.916966,0.161526,0.07639,0.555891
0.055085,2.380949,6.888076,-0.140381,0.503539,-0.476535
1.116678,-1.313818,12.78671,-0.017649,-0.518477,-0.021678
1.303639,1.924099,12.133468,-0.125057,-0.119658,-0.186283
-0.667163,1.229843,10.177486,0.239843,-0.254395,0.236531
0.62031,2.160906,8.695418,0.291548,0.000415,0.114652
1.21682,2.669399,8.178692,0.406709,0.559139,0.185239
0.160017,1.652114,13.46465,-0.025734,0.202314,-0.160379
0.411345,0.840951,10.448871,0.343589,0.012602,-0.092949
0.163759,2.545756,7.00154,0.119052,0.163785,-0.070396
-0.56253,3.578758,9.457782,0.121896,-0.079119,-0.147391
-0.358654,1.853446,7.909851,-0.183293,0.089971,-0.109464
-1.359623,3.139122,8.50187,-0.205773,-0.067039,0.314055
0.99528,0.342637,10.61293,0.294928,-0.190569,-0.380273
1.283431,1.884581,8.214767,-0.018294,-0.094407,0.30214
-0.438738,1.879342,13.386662,-0.599894,0.080142,-0.571619
-0.146096,2.251019,6.214627,-0.184015,0.133048,-0.350764
0.862357,3.280728,11.971355,0.206792,0.056541,-0.057037
-0.863704,1.568139,9.580976,-0.098292,-0.055939,-0.035135
0.145797,2.523303,6.089786,0.131878,0.001902,0.599041
0.772394,1.55811,10.21865,0.218999,-0.00697,0.156515
-1.346001,1.835782,10.823243,0.065618,0.256591,0.179673
0.479303,0.341739,7.842192,0.119898,-0.105524,0.208557
-0.433798,3.328329,10.306068,0.501602,-0.243626,0.580458
-0.229473,2.105971,7.416627,0.282017,-0.069197,0.269897
0.231568,1.814377,7.276069,0.064059,-0.058817,-0.090923
-0.529898,2.788851,8.322094,0.203159,-0.191888,0.057194
-0.744552,3.376229,11.630514,0.027392,-0.471781,-0.317546
-0.728236,1.458866,9.801168,-0.025731,-0.011771,0.046851
-0.322579,1.054258,10.649454,0.429421,0.052114,-0.247532
0.350122,0.145198,12.016561,-0.147801,0.000497,0.167387
-0.177531,1.902843,5.908214,0.248843,0.023419,0.258378
-0.651894,3.003354,8.936866,-0.168371,0.036291,0.183628
-1.424737,3.353925,12.474908,0.062086,0.134251,0.015288
1.143921,2.659969,11.985276,-0.200322,0.400825,0.096771
0.373024,3.301385,7.937993,0.136198,0.027641,0.286924
-0.161514,3.003654,8.76637,0.310644,-0.198181,0.011957
-0.099842,0.083676,11.391312,-0.148833,0.068746,0.037364
0.801733,0.979114,10.211765,-0.140231,-0.104811,-0.136973
0.793201,1.537902,6.368507,0.095634,-0.048635,-0.174655
-0.833167,2.73601,10.982063,-0.48898,-0.230351,-0.127067
-0.792302,3.266807,10.653795,-0.777497,-0.244627,-0.647845
-1.526825,0.646805,9.521999,0.119808,-0.160871,-0.012745
1.562151,2.705175,12.564722,-0.377294,-0.163971,0.003589
0.254321,2.805017,7.384145,0.107763,-0.047707,0.151999
-0.427212,1.950294,6.857839,0.049766,0.095574,-0.076372
-0.547711,3.225642,7.138954,-0.083063,-0.449096,-0.11514
-0.763412,2.621049,9.63202,0.071421,0.200329,0.128571
-0.142953,3.434308,11.800112,-0.293991,-0.149065,-0.023672
1.180146,2.823429,7.696545,0.202714,-0.126406,0.191672
-0.830772,1.959874,10.330168,-0.521335,-0.021244,0.326505
0.612975,0.74515,10.679093,-0.390348,0.077721,-0.007858
0.038171,3.623515,10.945389,0.313246,0.054157,0.198312
-0.464035,1.089584,10.736873,-0.013145,0.117105,0.194183
1.231339,2.165098,9.414073,0.788387,-0.26761,0.366327
-0.767753,1.911226,9.596544,-0.258018,0.068598,0.571457
-0.558489,2.116299,9.947265,0.314303,-0.060753,0.394039
0.08173,1.879192,9.55987,0.071189,-0.579101,-0.133417
0.336051,0.607437,7.982001,0.127636,-0.052077,-0.351123
0.502355,0.958756,10.811567,-0.178528,0.019668,0.195546
-0.62016,3.556155,10.020612,0.005256,0.081585,-0.177124
0.524809,0.872386,8.289612,-0.276026,-0.181646,0.141774
-0.257465,2.979554,8.0305,-0.154483,0.01527,-0.501211
0.979264,1.153801,6.368507,0.123773,-0.048771,0.061529
0.210612,0.453108,14.101276,-0.326961,-0.159773,-0.137357
-0.392634,2.630181,10.764266,0.340451,-0.201364,-0.143617
-0.132624,4.366121,10.45426,0.51018,-0.442498,0.043158
0.887205,1.783092,8.971144,0.070658,-0.134437,0.001078
0.00464,3.10664,6.21777,0.381465,-0.238824,0.167365
-0.963546,3.216661,10.466385,0.103647,0.259839,0.075578
-0.61537,2.773582,8.566236,-0.004228,-0.250705,0.166722
1.480122,0.126188,7.538474,0.261897,-0.175978,0.219452
-0.156275,2.836152,6.015541,0.278415,0.237136,0.357187
-0.646805,1.413361,9.986633,0.609301,-0.201094,0.227977
0.189805,3.628006,11.596834,0.214215,0.126383,-0.290321
0.175285,1.36561,11.822565,-0.166929,0.036062,0.358673
0.084574,2.487827,11.816278,-0.782252,-0.507296,-0.063243
1.119821,2.160757,9.040899,-0.281757,0.381981,-0.264683
-0.000449,3.002905,8.196954,-0.679646,-0.23223,0.160068
-1.291215,1.871558,10.919343,0.192876,-0.11123,0.033215
-0.838107,1.449735,9.815688,-0.107414,0.078465,0.405045
0.650996,1.991459,9.990674,0.194292,0.163622,0.154127
-0.395777,3.622317,8.992849,-0.033097,-0.140999,0.210739
0.994382,2.075584,9.138047,0.162817,0.103699,-0.240071
0.131726,2.45265,7.454798,0.537349,-0.318065,0.409606
0.059875,1.872905,12.511732,0.027854,0.242207,-0.104655
-0.83676,3.244653,8.715177,0.664482,0.310786,0.648215
-0.385448,4.524491,8.030351,-0.002335,0.141309,-0.297255
-1.668131,1.902544,11.315719,-0.215941,-0.134011,0.081806
-0.20208,2.867138,8.29021,-0.728767,-0.100709,-0.264484
-1.125809,2.965783,9.939181,-0.663831,-0.919221,-0.470657
0.565674,1.893562,8.44439,-0.800147,-0.469009,0.139313
0.849034,0.794099,9.872121,-0.538338,0.328731,-0.276379
1.155747,2.054927,13.809683,-0.001169,0.141246,0.05782
0.477657,2.855462,7.932155,0.295777,-0.375953,0.001809
-0.281714,4.253555,12.303066,-0.187792,-0.143976,0.12919
-0.037572,1.164878,8.972641,-0.490888,0.301464,-0.305558
-0.409249,1.251847,11.919413,0.05451,0.030349,-0.163962
-0.30312,2.691703,8.549172,-0.0344,-0.234106,-0.012753
2.001488,1.23598,8.868757,-0.005609,-0.311222,0.050178
-0.4567,4.173322,11.437865,0.394326,0.024448,0.148069
0.343236,1.183439,8.17031,0.078684,-0.124765,0.281539
0.084424,3.628455,11.817475,-0.000725,-0.198317,0.116586
-0.464035,4.407884,10.238259,-0.434053,-0.486091,0.109868
0.715961,1.411565,9.399404,0.035581,-0.233211,-0.022781
-0.359103,3.141218,11.381283,0.313108,0.544373,0.111206
-0.762065,1.16353,9.686656,-0.004269,0.010195,0.001055
-0.958457,2.082619,8.733588,-0.014333,-0.053344,0.134303
0.117057,1.804947,6.974297,-0.572158,-0.569553,0.111339
0.531245,2.130669,13.308225,0.3854,-0.219681,-0.270765
0.119003,0.472268,7.970924,-0.364842,0.341889,-0.060259
-0.056283,1.657803,8.132439,0.047822,0.067756,-0.123398
1.063538,1.445993,7.010072,-0.121469,-0.155329,-0.211911
0.401615,0.291444,12.46937,-0.019924,-0.06629,0.230305
-0.524958,2.606679,8.174651,-0.131055,-0.278095,-0.128991
0.844544,3.621419,10.840158,0.287719,-0.10997,0.00769
1.8274,0.229173,10.135274,0.320117,0.086164,0.254811
-0.342637,4.442911,9.908345,0.3085,0.453073,0.948756
0.407004,2.626139,7.25631,-0.083121,-0.599827,-0.022074
-0.303718,2.289938,7.132668,0.164354,-0.047895,0.00691
-0.762365,1.943409,9.729617,-0.070798,-0.372841,-0.453641
0.406255,0.04326,12.291689,0.291144,-0.276937,0.126483
0.180824,1.920357,7.214547,0.347514,0.174001,0.237926
0.206421,0.555944,11.263178,-0.424987,0.423518,-0.568611
0.387544,3.301983,8.632549,0.185492,0.333366,-0.002803
0.247435,2.768493,11.008707,-0.0777,0.567972,0.200478
0.022453,1.385519,7.61736,-0.321978,0.11864,0.293174
-0.770747,0.707579,10.505603,0.433073,0.104135,0.0158
1.219514,1.517245,8.365504,-0.326535,-0.238995,0.518465
-0.21136,1.13973,10.166559,0.006103,0.015468,0.029843
-0.21181,2.383793,11.890224,0.147987,-0.034385,-0.081116
-0.562081,3.071163,7.27577,0.446735,-0.151652,0.447264
0.171843,2.322421,6.147566,-0.165669,-0.093818,0.263456
-0.495021,3.370391,7.267387,-0.135763,0.197026,0.243469
-0.213456,3.426075,10.741812,0.203361,-0.15069,0.018943
0.154928,1.506018,8.50202,-0.094584,0.043942,-0.228531
-0.74036,1.420247,10.646461,0.114614,-0.330493,0.109507
0.427511,1.971999,7.855814,-0.078112,-0.503431,0.271386
-0.59157,4.179309,10.484797,-0.475691,0.270256,0.180501
0.738265,0.9137,13.40223,0.313399,0.08606,-0.291237
2.191892,0.272583,12.750785,0.232585,-0.177359,-0.389202
-0.14924,2.138154,7.192244,-0.50573,0.334277,0.334606
0.117805,2.4046,7.975714,-0.115458,-0.172091,0.050024
0.127235,2.488126,7.292086,-0.614142,-0.360931,-0.43309
-0.467927,2.117796,6.892417,-0.395204,-0.477849,-0.135787
1.103505,0.364642,14.374159,-0.749103,-0.029626,-0.115853
-0.336201,1.864074,8.149353,0.55702,0.152629,0.360505
-0.554746,2.819387,12.796589,0.240571,0.015705,-0.155985
-0.131726,3.389402,7.744146,0.016449,-0.136334,-0.099872
-0.712518,2.559078,8.51654,-0.025405,-0.069755,0.05349
-0.815953,3.709736,10.186767,0.167306,-0.373338,-0.269347
0.637225,2.756967,8.370893,-0.035481,-0.245971,-0.067115
-0.459095,1.014291,9.752819,0.057478,-0.042675,0.015968
0.185464,1.67831,8.002958,0.168124,0.260342,-0.343301
-0.727936,1.78893,9.868379,-0.049917,0.016046,0.015167
-0.56732,2.40939,8.04038,-0.171927,0.378343,0.319686
0.005538,3.268453,9.569301,0.154657,0.118187,-0.317894
2.180516,2.422263,13.052707,0.282313,-0.552574,0.192682
0.845592,1.308728,7.257358,0.12078,0.312578,0.148822
0.424368,2.924169,7.856263,-0.027482,0.083019,-0.410017
0.231568,2.964136,8.820558,0.050485,-0.060637,-0.007786
0.574505,1.071472,7.780371,0.189915,-0.219257,-0.418239
2.199376,1.393901,9.967323,0.2019,0.08568,-0.056292
2.219135,2.274969,11.322904,-0.172439,0.573636,0.339882
0.476459,3.496729,8.135732,-0.17583,0.415549,-0.287744
0.107177,0.455203,9.742191,0.041758,-0.074938,0.062235
1.128653,1.725312,13.139227,0.345879,0.055297,-0.125397
0.718656,2.083667,9.762698,0.119394,0.186249,-0.060672
-0.109422,1.787882,7.530989,0.221274,-0.071641,0.021654
0.31255,0.324825,8.513696,-0.257741,0.335691,0.047395
0.637524,2.891387,8.224796,0.384137,-0.047822,0.005124
0.281415,0.289797,10.116113,-0.154085,0.110519,-0.399651
-0.527204,2.187701,9.499695,0.117499,0.154586,0.352783
1.282383,0.64935,9.928404,-0.057688,-0.060441,0.043992
0.015418,3.308719,7.299121,0.168819,0.11309,-0.016783
-1.198558,2.069447,9.030721,-0.061887,0.134043,-0.341982
-0.226329,1.172512,10.585088,-0.076407,0.209569,-0.197981
2.411785,0.810864,13.600717,-0.273034,0.098241,-0.146493
-0.127684,1.270109,10.280322,-0.750516,0.092351,-0.046881
0.685874,1.311273,7.529492,-0.496026,-0.784101,-0.00251
0.076192,0.318837,9.964778,-0.002911,-0.165307,0.107889
0.14909,0.195493,11.505674,-0.309865,-0.340767,0.55126
0.270188,2.720892,11.535612,0.421256,0.631146,0.213802
0.73093,0.569566,11.216625,-0.250273,0.122473,0.179279
-0.227227,1.016087,10.7237,0.234272,-0.06427,-0.041003
0.021555,0.752785,11.529325,0.027424,0.008986,0.016547
-0.263003,3.177293,11.064691,-0.094999,-0.493089,-0.097976
-0.904569,2.603536,10.737771,-1.0783,-0.146104,0.00388
1.304088,0.777184,8.671019,0.210865,0.098917,-0.082313
0.327818,2.917733,6.519543,-0.588498,0.332849,0.169872
-0.280217,2.110761,11.1807,-0.128345,0.40237,0.578558
1.463357,1.776805,7.823631,0.217198,-0.129433,0.290192
0.430505,0.957858,5.9868,-0.007,0.015909,0.117665
-0.105231,3.022964,7.990085,-0.260241,-0.223925,0.33228
0.178579,3.462001,8.148006,-0.32774,-0.304143,-0.322174
-0.030986,2.449806,8.501721,-0.122199,0.316182,-0.627694
-0.99543,3.343148,11.831247,-0.458085,-0.260081,-0.050047
0.12978,1.699266,7.446565,-0.56136,-0.007136,-0.462068
0.410596,3.658243,7.893236,0.103379,-0.047263,0.230765
-0.959654,3.845952,11.070978,0.274605,0.054768,0.111237
-1.004561,1.688788,9.269025,-0.354857,-0.173292,0.128311
0.956661,2.518213,11.287428,-0.345724,-0.475447,-0.69676
-0.119751,0.970282,10.827883,0.066983,-0.47458,0.037599
0.849633,2.099833,12.271032,0.054314,0.076198,0.228716
-0.887804,2.824776,11.889027,0.324594,-0.240439,-0.012732
-0.709075,0.810265,10.533595,-0.181571,-0.097033,-0.205231
-0.181872,0.677641,8.281528,0.00375,0.218602,-0.20422
0.527802,3.882476,9.36767,0.221001,-0.029114,0.007596
-0.28381,2.5727,12.423116,-0.022917,-0.256385,-0.071289
0.179926,2.458787,6.927893,0.385108,-0.077789,0.056418
0.351319,1.331032,7.107819,0.080873,-0.268038,0.12388
-1.017584,3.66453,11.713442,0.247859,-0.278931,0.122722
0.87508,2.246678,10.105336,0.255055,0.276706,-0.062237
0.190404,0.729283,12.195739,-0.051741,-0.649581,0.022392
-1.270258,3.261118,10.965896,0.163061,0.680891,0.272332
0.741259,1.758543,8.781189,-0.689133,0.324913,0.495671
-0.420027,2.690804,8.079449,-0.334472,-0.34006,-0.108753
-0.280966,3.086881,6.375093,0.248422,0.071078,0.166659
0.67824,-0.741259,11.355087,0.085477,0.009701,0.026697
-0.376467,2.298021,7.270231,0.249199,0.03057,-0.0407
-0.934656,3.33252,8.022268,-0.076435,-0.111235,0.23824
0.753383,-1.293161,15.417789,0.042203,-0.005171,-0.100432
-0.641865,0.9378,8.246052,0.178637,0.151941,0.102715
-0.140558,2.205813,9.449699,0.356747,0.117875,0.153469
-0.55774,2.215692,11.445349,-0.220037,0.106436,-0.019002
-0.509241,0.957559,12.110716,0.389912,0.179316,-0.043665
1.666035,0.191152,8.465197,0.194168,-0.008459,-0.062438
-0.671803,1.892065,9.544452,-1.127769,0.074427,-0.247264
0.439037,2.746339,12.068204,-0.355568,0.115813,0.327528
0.285456,1.925147,13.836926,-0.258334,-0.356614,-0.117951
0.189506,2.08232,6.255791,-0.082043,-0.069919,0.133017
0.746498,1.671724,7.370074,0.026521,-0.123861,0.14147
0.888103,0.060474,9.322614,0.270465,-0.148014,-0.071517
0.224832,2.795587,6.819219,-0.826993,-0.424447,0.13438
-1.077759,4.060756,11.331286,0.088921,-0.101838,-0.173542
-0.854124,3.55361,11.72407,0.231717,-0.054304,0.070404
-0.54831,1.7551,9.646989,0.479021,-0.358578,0.068104
0.694556,1.904041,12.141552,0.659812,0.211621,-0.615782
