accY,accX,accZ,gyroX,gyroY
2.456991,0.051044,13.649067,-0.092624,0.233783
1.138832,-1.118923,10.206974,-0.019249,-0.017123
1.547332,-0.829874,9.249416,0.00102,0.028823
2.780917,-0.200733,13.205389,0.322973,0.14403
1.334176,1.242865,9.436976,0.664794,-0.116915
2.345173,0.774939,7.852221,0.21015,-0.141896
1.208587,-0.652793,10.052645,-0.498168,-0.170994
1.915567,0.911305,9.066945,0.637943,0.059519
3.402425,0.130678,7.958949,-0.014101,0.081522
3.04422,0.404459,9.357491,-0.81874,0.248883
1.01459,0.179028,8.153994,0.128119,0.092125
2.393972,-0.859213,12.303515,0.025588,0.497351
1.190774,-0.273332,8.169861,-0.017861,0.097548
3.245251,0.190105,12.499308,0.173242,0.03174
1.460962,-1.143472,11.447146,-0.16468,0.046859
-0.447569,1.381028,9.619596,0.259521,-0.083916
1.238974,-0.6013,9.274264,0.066,-0.066892
2.362537,-0.118853,8.433163,0.413905,0.285473
1.697171,-0.309407,11.116932,-0.057243,-0.441351
3.383564,-0.760568,8.981623,0.041882,-0.379297
1.563948,-0.662822,13.007501,-0.445902,0.236429
2.46223,-0.057181,9.201964,0.078225,0.030415
1.982178,-0.59157,9.888437,-0.46171,-0.446301
2.593207,-0.179028,11.1566,0.266743,0.058179
1.896706,1.578018,8.009544,-0.20381,0.592985
2.435885,-0.958906,9.887239,-0.493276,-0.002991
3.598367,-0.856519,9.129515,0.019345,-0.158304
3.670218,-0.95232,11.663895,0.232948,-0.133912
1.204395,-0.309107,7.855814,0.254699,0.061796
2.676883,-1.324146,8.81457,-0.085788,0.248031
0.39428,-1.175356,9.354497,0.009803,0.014489
1.552871,0.75518,13.115277,0.249802,-0.006714
1.454825,0.293091,7.665559,0.022402,0.123853
1.789978,-0.701591,10.054442,-0.145283,-0.114793
4.07318,-0.705184,10.375374,-0.01905,-0.115043
0.844095,1.723516,13.035942,-0.164273,-0.382741
2.139052,0.349523,6.901848,-0.130277,-0.147823
2.249971,-0.051493,6.806945,0.178267,-0.056002
2.401007,-0.49547,9.370065,-0.008198,0.314423
-0.616418,-2.203717,13.375436,0.130022,-0.163597
4.022585,-0.285905,10.455009,0.143311,0.055251
1.361419,0.32722,6.786438,-0.167681,-0.347296
0.290246,1.569337,9.840686,-0.031999,-0.086
2.158362,-0.057031,7.450157,0.140129,0.243625
3.230432,-0.062121,8.873398,0.168869,-0.135916
1.344055,1.143173,9.000184,0.027783,-0.358962
3.182382,-0.407902,9.923165,-0.056703,-0.427336
3.440895,0.6013,6.964567,0.008157,0.309755
4.230503,0.123194,11.268866,-0.124146,-0.368883
4.230652,-0.297282,10.429412,0.079046,0.02923
3.47188,-0.011825,6.287974,0.186651,0.09371
3.152744,-0.401315,5.843399,0.295465,-0.193383
1.456322,0.154628,7.432344,0.400866,0.012845
2.708767,-0.792003,7.094497,0.374336,0.062029
3.328179,-0.927471,9.480385,0.432533,0.2779
1.727108,-0.231718,7.67948,0.236105,0.109601
2.463427,-0.094903,6.126909,-0.586042,-0.283061
1.510808,0.941542,9.028026,0.088437,-0.388965
2.224973,-0.685275,9.16065,-0.096959,0.086684
2.628235,0.360151,7.306007,-0.146141,-0.279151
2.85172,-0.039817,11.580069,0.206233,-0.099983
2.450554,-0.587079,6.733747,-0.064226,-0.004029
3.901187,-0.110171,8.03095,-0.011487,0.135109
3.093467,0.25492,9.20885,-0.151489,0.666671
3.627257,-0.287402,8.700507,0.236744,-0.197956
2.287393,0.365989,8.463101,0.303084,0.499755
1.114582,0.369432,7.567962,0.34086,0.108841
2.344724,0.055085,6.482569,0.11246,-0.121783
-0.39907,0.334854,10.371931,0.271237,-0.075628
2.18785,-0.539029,9.592353,-0.035675,-0.275096
2.591711,-1.212628,12.035123,-0.013238,-0.20306
2.394421,0.38455,7.77094,-0.146056,0.300767
3.703149,0.334554,8.297845,-0.027336,-0.082591
2.431843,0.671653,6.519992,0.076537,-0.033107
2.583478,0.260758,5.940846,0.124526,0.07527
2.384092,-0.484393,7.355704,-0.634845,-0.095723
1.506916,-0.248184,8.302335,0.149703,0.083662
2.699935,0.31719,6.2754,0.041699,0.303655
2.495311,-0.332758,6.611152,-0.024297,-0.030844
0.959804,0.479752,13.376483,-0.075339,0.100371
2.182611,0.190554,6.547085,0.096344,-0.010349
0.526455,0.813409,10.08887,-0.162547,-0.035868
2.884202,-0.368833,10.071955,0.194056,0.241628
1.671424,-2.54845,12.096046,0.151475,0.34987
3.847299,0.070952,10.461894,-0.195581,-0.348662
1.368155,-0.63019,10.81022,0.12725,-0.182782
2.070644,-0.002545,8.093669,0.212055,-0.565946
2.820734,-0.226928,11.01724,0.213529,-0.061825
2.689308,-0.324226,7.055877,-0.154008,-0.370911
2.253564,0.354463,6.875502,-0.019718,-0.194632
1.370251,1.146915,11.617192,0.29086,-0.218729
0.863105,-0.350721,10.423275,0.010207,-0.011893
3.268304,-0.399968,9.589958,-0.315229,0.106023
1.433569,0.159269,7.16979,0.332669,0.070852
0.628543,-0.556692,10.825638,-0.115118,0.205162
2.780917,-0.506846,6.646179,-0.0808,0.299613
1.661096,0.288001,10.639126,0.078114,0.296145
2.56312,-0.584684,11.085049,0.115268,-0.067938
0.973875,0.652643,8.013286,0.121107,0.045057
3.37563,-0.276325,10.110425,-0.064462,0.211226
0.831671,-0.33201,10.275233,-0.365274,-0.002549
3.191513,0.098795,6.442902,0.33629,0.078114
2.271077,-0.436941,6.727011,0.059819,-0.055601
1.106948,0.049846,11.182646,-0.058666,0.168225
1.45213,0.233814,10.970986,0.103194,0.245761
3.766767,-0.709525,10.87294,0.410863,0.269266
3.330724,-0.51942,8.924741,-0.102353,-0.388206
1.220113,0.771496,8.790919,0.240743,0.375125
2.206412,0.510289,7.144044,-0.123269,0.413338
-0.27408,0.237257,7.711214,-0.14517,0.271268
1.024919,0.794997,6.334976,-0.197856,-0.085255
1.908531,-0.065713,6.801406,0.194904,-0.046424
3.458259,-0.126936,7.877668,0.203969,-0.146212
3.894302,-1.350492,12.33944,0.493319,0.071682
1.965563,1.260229,8.597821,1.020104,0.378607
0.533042,0.592468,14.836996,0.304224,-0.046094
1.863774,-0.115859,7.421267,-0.042791,0.104012
1.886228,0.511037,13.725108,0.135536,0.76658
2.182911,1.012195,12.006383,0.117261,0.14996
1.62996,-0.567171,9.809102,-0.249391,-0.058338
2.358346,-0.624651,6.413563,0.129191,-0.217509
1.517844,0.427062,10.446327,-0.508644,-0.002878
3.311414,-0.399669,8.125553,-0.06467,0.070941
1.599873,0.454605,7.490274,0.099912,-0.244311
1.72157,-0.027692,10.684182,0.075356,-0.237438
1.778601,0.765059,9.377849,-0.27611,-0.215858
4.19353,0.375719,8.253237,0.133296,-0.261203
2.147584,-0.91849,9.260044,0.02789,-0.016965
2.686014,-1.511557,10.81501,0.002149,0.195779
2.349963,0.582139,13.222603,-0.144994,-0.651921
2.6691,-0.828976,9.303004,-0.108391,-0.06712
1.845961,-0.017963,7.039112,0.577999,-0.123959
0.937351,1.031954,7.188501,0.010012,0.112687
1.490301,0.528551,11.28638,-0.036438,0.360189
2.849175,-0.08173,7.279812,0.122036,0.203143
2.255959,-0.414039,6.695427,-0.128123,0.021656
3.961961,0.546663,12.747941,-0.390174,-0.248051
2.804119,0.824336,12.07988,-0.562914,-0.483223
1.95703,-0.829874,9.591005,-0.114624,0.087498
2.583927,1.282084,8.172705,-0.689476,0.31254
1.432072,-0.497715,9.551039,-0.647233,-0.368263
2.528242,0.98121,9.628128,-0.293845,-0.019854
2.155667,-0.262404,7.664362,-0.085212,-0.069488
1.300645,0.833317,6.978937,0.024442,0.218762
3.052752,0.028441,6.866671,0.110344,0.173476
2.046993,-0.278271,7.557634,0.587371,-0.07544
2.636617,0.011526,11.006761,0.15103,0.068265
1.96182,0.261506,5.70793,0.161961,-0.021229
3.021766,-0.709674,8.413554,-0.047647,0.01142
1.730102,0.147743,6.474935,0.005936,0.132633
4.250411,-0.22588,11.070678,0.741382,0.211479
2.43828,-0.083227,10.435549,0.037983,0.165518
2.949317,1.840722,12.342733,0.169816,0.014745
2.420018,-1.551224,11.121423,-0.301013,0.056275
1.21188,0.818498,6.913523,0.164137,0.233353
3.892505,-0.996777,11.273357,-0.231844,0.23673
2.917433,0.462538,8.722511,-0.795216,-0.193712
2.108815,-0.021256,7.103778,-0.031904,-0.057652
2.761158,-0.583786,6.584507,0.230926,-0.1279
4.030219,-0.450563,8.513845,-0.021482,-0.196503
3.542533,0.068408,10.470876,0.233968,0.094228
0.980012,-0.675845,10.512938,0.088601,0.104773
2.801574,0.291145,6.928642,0.03888,-0.24492
0.292791,-0.61537,10.649155,0.031321,-0.123438
0.150737,-0.191302,10.3869,0.053007,0.218794
2.422413,-0.194595,9.486822,-0.250866,0.0565
1.183738,0.327669,7.094497,0.213058,-0.254901
3.976331,0.102836,7.777826,0.114348,-0.004549
2.042054,-0.268691,7.940538,0.087537,-0.034152
2.100732,-0.109123,7.392078,0.590301,0.441817
3.081791,0.664618,9.32935,-0.143052,0.276395
1.606908,-0.959804,8.613688,0.191242,-0.418907
1.47608,0.207469,8.599617,0.528797,-1.028851
1.328188,-0.290546,11.859688,0.050373,0.229165
2.953508,-0.142204,6.710396,0.174476,0.243525
1.469794,-0.426014,8.263716,0.4133,0.096966
2.867886,-0.157622,8.149054,-0.320503,0.036389
2.480941,-0.724493,9.966425,0.121525,0.372203
1.74582,0.421523,12.465777,0.326561,0.00102
0.234113,-0.621358,10.036928,-0.048755,-0.263545
1.156794,-0.045954,12.439282,0.015265,-0.115079
2.104025,-0.325872,7.454049,0.947404,-0.301824
1.989513,-0.133522,10.969938,0.138126,-0.469158
5.74161,-0.652643,9.875863,-0.625656,-0.373302
1.763782,-0.801882,9.476793,0.222967,0.262096
2.352358,0.353864,6.710994,-0.256957,-0.268974
3.351381,-1.704955,11.82511,0.544985,0.534775
2.551444,0.268991,11.301798,-0.268086,-0.652591
2.099684,0.470921,8.493188,0.007714,0.153021
1.3945,0.908311,9.807455,0.178674,-0.144828
2.780917,-0.905617,11.572136,0.035527,-0.204193
0.156125,-0.494572,11.859688,0.086229,-0.087702
2.968627,-1.120869,10.070009,0.899816,0.225824
1.549578,1.669927,8.608299,0.131943,0.035625
0.58199,0.785117,7.804021,-0.079479,-0.007302
0.544717,0.162412,11.333232,0.236824,0.06328
3.716322,-1.133593,7.733219,0.029551,-0.029697
1.241668,-1.579964,11.439811,0.289076,-0.079499
1.340762,2.040407,9.428593,0.067513,-0.389619
2.189048,0.56747,6.84766,-0.799354,0.199077
3.46739,-0.005239,11.112591,-0.18685,0.073053
1.97185,-0.93271,10.665022,0.032045,0.43112
2.896926,-0.262853,9.017249,-0.10374,0.14078
1.898652,0.47107,7.003336,-0.134744,0.055062
1.890718,0.106728,13.029056,-0.046032,-0.200243
2.868485,-0.214055,11.133099,0.046475,-0.537737
2.445614,-0.925076,9.708511,-0.318585,0.021861
2.054029,0.167951,12.158317,0.151396,-0.115252
-0.639021,0.790656,13.049863,0.075912,-0.089457
2.017804,0.128283,7.237599,-0.928975,0.105362
3.500171,0.685275,8.071066,0.026821,-0.12561
3.451523,0.83661,11.036849,0.117058,-0.134894
3.599714,-0.180525,8.308472,0.042699,-0.306729
2.279011,-0.37018,11.664943,0.201193,0.338996
0.652643,0.687969,7.034023,-0.025498,0.060257
2.781067,0.404758,6.630312,0.245977,-0.079793
0.546663,0.808169,12.801529,-0.559311,-0.122867
1.84671,0.117655,7.093748,-0.840017,-0.043046
3.339705,0.126637,8.446336,-0.096416,0.025019
4.420757,0.801284,11.070828,0.168322,-0.142646
2.906506,0.31734,9.449699,0.170759,-0.14006
2.537374,0.364791,9.094189,-0.002667,-0.049069
1.966461,-0.327369,13.761483,0.098434,0.011945
1.833238,1.070274,13.427078,0.07918,-0.130423
3.887117,-0.47601,10.702893,0.539582,-0.093709
0.94259,0.414937,12.403956,0.27615,-0.196507
3.193459,-0.473465,11.23833,0.073739,0.01609
0.988245,-0.585433,10.894794,-0.288761,0.402342
2.225871,0.075293,7.152576,0.112534,-0.10904
1.266816,-0.52915,10.736274,-0.006201,-0.009521
0.148192,1.307681,11.427836,0.04059,0.064478
2.771487,-0.570913,7.446265,0.113814,0.423264
2.338886,-0.217049,10.083631,0.013467,-0.001319
2.391128,0.112566,7.070696,-0.006621,0.166226
0.708776,0.892294,7.989486,0.279113,0.313988
1.145867,-0.597707,10.040371,0.191934,-0.166104
1.671275,-1.152004,8.068372,0.890362,-0.059208
1.288521,1.329835,8.199499,0.150003,0.0287
1.837279,-0.261057,8.864566,-0.181397,0.16786
3.415897,-0.191901,7.706724,-0.130654,-0.429666
2.132016,0.181423,12.575649,-0.138113,0.303825
2.492617,0.385748,8.06433,0.093553,0.095524
3.922892,1.008603,8.691676,0.022723,0.021879
1.852847,-0.269589,6.881789,0.734987,0.454175
2.052382,0.212109,10.692864,0.639599,0.44686
1.532813,0.934806,11.601475,-0.461392,-0.240102
1.849404,-1.179846,10.985506,-0.124484,0.008535
1.243464,1.434617,9.453292,0.210079,-0.227983
3.04871,-0.262704,8.524473,0.073687,-0.013066
1.783092,0.18741,8.931926,0.454863,-0.001732
3.354674,-0.513582,11.707155,-0.304671,-0.420012
1.959126,1.00007,6.907685,0.291212,-0.16195
2.167792,0.167202,6.866371,0.007487,-0.172931
2.94303,-0.056283,12.297827,0.125562,-0.298826
2.118245,0.352517,7.307354,0.109241,-0.100977
1.852997,-0.77883,9.376352,-0.033781,-0.066335
1.651815,-0.182321,6.868168,-0.377487,0.262323
-0.082329,1.188079,10.113718,0.174594,-0.167349
3.18343,0.554896,8.075557,-1.273156,-0.15265
0.771496,-0.251776,11.678115,-0.024175,-0.008582
1.480122,-0.006586,8.255483,-0.07266,-0.196085
1.854344,0.422422,13.913567,-0.389034,0.109677
2.094445,-1.435814,8.906479,0.102144,-0.04533
2.095792,0.136516,7.300169,-0.369268,0.301026
-0.069007,-0.753234,13.044773,0.100559,0.030501
3.227738,-0.106429,6.273454,0.146112,-0.059388
0.455203,-1.551374,10.527757,0.269823,-0.419529
1.466351,-1.44285,10.193353,0.026987,0.257715
2.016307,0.086969,6.033803,0.281148,-0.249664
1.184038,-0.360151,9.653725,-0.118682,0.150334
2.059268,0.544867,8.180339,0.464991,-0.025595
2.398762,0.541723,9.825568,-0.246396,-0.090093
2.913541,-0.193997,7.936795,-0.187032,-0.64764
1.124162,-0.838107,11.277698,-0.133204,0.031577
1.475482,-0.167801,6.699019,-0.242631,-0.069007
2.848277,0.212259,8.53555,0.091078,0.184771
1.966311,-0.535736,9.157357,0.288265,-0.095524
1.853895,0.356559,9.193732,-0.124548,-0.193833
0.193398,0.336351,11.162737,-0.019012,-0.068917
2.920427,-0.193248,10.726993,-0.109414,-0.241738
1.680406,-0.678389,9.815239,0.286297,-0.181977
3.448678,0.084574,6.718179,0.372315,0.063719
1.478775,-1.100212,9.171578,0.356297,-0.502341
4.61146,-0.445623,10.837164,-0.63413,-0.896256
2.843188,-0.239502,8.49229,-0.791175,-0.451938
3.28926,-0.208516,12.782519,-0.063124,-0.27961
2.297722,-0.966091,9.209,0.002206,0.0776
3.465294,-0.213905,8.406519,-0.382395,-0.014122
1.042432,0.690215,7.09285,0.040131,0.081884
0.724643,0.540825,7.701335,0.034144,-0.130065
1.372945,-0.22618,6.821165,-0.369991,-0.034345
0.848585,0.178579,9.536668,-0.012898,-0.166214
-0.381856,0.184417,11.407478,0.215472,-0.239009
2.872527,1.849853,10.661729,-0.34279,-0.423962
2.204765,-0.743354,8.517288,-0.316668,0.030614
2.353406,-0.330812,7.215595,-0.472439,0.035821
1.33687,-0.280367,7.773934,0.152635,0.283507
3.613785,-0.291294,9.817784,-0.072827,-0.123395
0.330962,-1.367406,8.92504,-0.15675,0.156362
1.65885,-0.130529,9.753867,-0.197029,-0.462941
2.095043,-0.604892,11.929293,0.121302,0.172508
2.359843,0.066462,8.178243,0.02822,0.121485
2.367028,0.725242,13.321548,-0.254615,0.174433
3.792663,0.059576,12.02674,0.046369,0.484991
0.364193,-0.063917,7.584278,0.228922,-0.102228
1.551673,-0.664768,10.06028,-0.203576,-0.673227
0.361648,0.203876,12.846436,0.373713,-0.051355
3.301834,0.151635,6.970854,0.248083,-0.010263
1.345103,-0.541424,9.681268,-0.058755,-0.018083
2.786905,-0.286953,8.760083,-0.426597,0.277593
2.804867,-0.376767,8.737331,0.459189,0.062654
3.642076,0.337997,8.602461,0.144135,-0.100062
0.431553,0.858615,10.926079,-0.176775,0.09577
3.669469,-0.106129,8.02571,0.236037,0.027222
1.457818,0.428409,9.554032,0.006453,0.071896
1.835184,-0.174687,7.419621,-1.049637,-0.296055
2.28889,0.933609,7.450756,0.0959,0.481992
2.604135,-0.305215,6.360872,-0.094978,-0.196498
1.906136,0.071701,5.982609,0.331205,-0.01962
1.941014,-0.649948,9.675729,-0.500605,-0.062959
3.310366,-0.161065,8.382419,0.022364,0.079334
2.118395,-0.310005,8.389903,0.004086,0.112237
1.327889,-0.58199,9.708212,-0.165641,0.009099
2.727628,-0.757575,6.468948,0.429688,-0.211054
0.286205,0.602048,13.405822,-0.091537,0.626746
2.331552,-0.136516,6.710695,0.351503,0.101346
3.01039,0.356858,9.091644,-0.04588,-0.189109
2.29847,-0.4329,13.799354,0.2114,-0.17294
2.934198,0.030087,6.555917,0.145454,-0.096956
2.616259,-0.389789,6.60247,-0.742084,-0.370231
3.222349,0.023052,6.591693,-0.328002,0.327536
1.945654,0.313598,6.725963,0.214696,0.103408
-0.285756,-0.110171,11.156899,-0.029896,0.008751
0.627645,0.282463,9.619746,0.245711,0.234241
1.277444,-0.396825,9.800869,0.295627,0.014406
1.272953,-0.49053,11.881692,-0.152652,0.112105
2.886897,-0.256716,8.623118,-0.139608,-0.491029
3.728447,-1.134641,10.798095,0.066394,-0.001063
0.945883,0.700244,13.239369,-0.003416,0.125456
1.306633,0.423469,12.590318,0.606343,0.550508
1.957479,1.739682,12.526701,0.164128,0.004789
0.48589,0.206421,13.604609,0.666525,-0.323316
3.03928,0.719554,11.522289,0.113075,-0.188024
3.300636,-0.59172,11.631263,0.137745,-0.145966
3.389701,-0.058977,7.295828,-0.007422,0.175759
3.276087,0.461341,8.120164,0.016011,0.275347
0.903371,0.971929,11.070229,0.05417,-0.169046
1.884132,-0.292492,10.115964,-0.024405,0.090251
2.776726,-0.404758,9.773027,0.034583,0.033714
1.070274,1.176703,14.114299,-0.534207,0.128123
1.355132,-0.728834,9.973759,0.285564,-0.0555
2.295327,-0.308059,7.137009,0.099871,0.090822
1.711691,0.248783,6.539451,-0.006185,0.027646
1.351839,0.319436,8.389304,0.120436,-0.066102
2.140848,0.181572,6.111042,-0.587723,-0.185921
1.293909,0.233514,11.165581,0.126128,-0.128217
1.443299,1.176703,7.768845,-0.078609,-0.070582
2.588866,-0.372276,8.029453,0.457539,0.00616
1.814826,0.953966,12.319082,-0.212155,-0.093757
1.696422,-0.385149,6.605913,-0.02977,0.079765
0.472567,-1.801504,11.805201,-0.581452,-0.732729
1.501827,0.059426,8.009095,0.002353,0.102476
0.858764,-0.124391,9.070388,-0.105426,0.043577
3.119812,-0.234562,10.499616,-0.1011,-0.080996
2.22183,-0.720302,7.781418,0.039262,-0.314866
2.328707,-0.306113,6.576574,0.078759,0.161374
-0.073797,-0.463436,10.17554,0.171031,-0.007482
2.031725,0.087418,9.174571,-0.006462,0.217517
1.401386,-0.657133,8.243807,0.588788,-0.392814
4.160448,-0.401914,12.657978,-0.114729,0.372293
-0.095202,0.226629,10.90183,0.268965,-0.230549
1.891916,0.150287,7.903115,0.199663,-0.150804
1.689088,0.411494,7.887997,0.104218,0.018386
3.014881,-1.261876,11.390863,0.28734,0.652437
1.9717,1.66873,7.495663,-0.125713,-0.17607
1.535357,-0.326621,7.587572,-0.099725,-0.266593
2.041754,-0.803529,10.480755,0.130197,-0.141735
0.853076,0.700992,10.678644,0.181464,0.025001
1.313818,-0.679437,9.85326,-0.03224,-0.019609
3.35198,-0.045505,8.207882,-0.009402,0.070126
1.344654,-1.540147,9.70402,0.334124,0.125391
2.652484,1.459016,12.837454,-0.356545,-0.074611
-0.003742,-0.37512,12.878619,0.104045,0.105114
2.642455,1.544339,11.369607,0.1462,0.001788
0.708177,0.039069,7.276818,0.11961,-0.093191
2.740351,0.23576,10.869497,-0.182327,0.27423
1.913022,-0.884211,8.353978,0.697231,0.319431
2.452051,-0.732128,8.210426,-0.25054,-0.300409
2.528392,-0.608634,6.892417,0.015078,0.527948
3.591931,-0.445923,8.326734,-0.131797,0.127613
3.791915,-1.181792,12.02674,-0.092913,-0.162006
0.521665,-1.092279,10.635982,0.433126,-0.46039
1.055455,-0.800835,9.795031,-0.190144,-0.104591
2.227368,0.160017,6.734645,0.04092,0.376083
1.825005,-0.505199,9.863589,0.072889,0.234365
1.753154,-0.315095,12.292438,0.048436,-0.293559
3.701503,-1.145717,12.283756,0.377038,-0.433415
3.081193,0.29339,7.206314,-0.157759,0.091955
2.847229,-0.396974,11.460618,-0.145018,-0.576621
1.7313,-1.006657,10.079889,-0.048033,0.143907
1.950145,-0.909808,12.422368,0.389801,-0.11145
1.721271,-0.135319,6.988667,0.14199,0.253419
1.897604,0.640219,10.244097,-0.517147,0.404155
1.952091,0.817899,12.662319,0.022428,0.114086
1.941463,-0.481399,8.001311,0.248303,0.155575
3.889661,-0.532892,11.641891,0.28317,0.046574
2.84184,-0.108674,8.459359,0.25804,0.075174
4.03441,-0.583038,8.489446,0.181959,0.363698
