accX,accY
1.642983,1.094524
-0.523162,3.89041
0.751587,2.547852
-1.527573,0.93286
-0.15388,0.802182
1.266367,0.690215
0.685275,2.137405
0.247735,2.753225
0.026046,2.26958
-0.405058,1.801504
0.318388,0.898132
0.063318,2.574197
0.511337,1.748364
0.309556,3.843408
0.25028,2.295327
-0.237855,3.633394
1.030457,0.690813
-0.790806,1.020278
-0.589624,1.959126
-0.509241,3.441344
0.483944,1.461411
0.239951,0.853974
0.205373,0.116009
-0.621657,2.847828
-0.413291,2.967878
1.013243,2.199975
-0.301772,2.107767
-0.499661,1.227897
0.108225,1.015488
-0.775986,2.744393
0.575104,2.256857
0.100741,1.579216
-0.811612,1.685345
1.580114,1.972149
-0.886157,3.37593
-0.726739,0.877625
-0.542173,2.815795
-0.478854,2.212399
0.287702,1.965563
-1.47159,3.662584
0.477357,0.5769
0.868644,1.994003
-0.222138,2.631977
-0.225581,1.646875
0.335752,2.426754
-0.601749,2.271676
-0.47107,2.449806
-0.97642,1.085692
1.364562,1.822011
-0.156425,2.640659
-0.287851,2.849924
1.156345,2.157613
0.672551,2.767445
1.146316,1.942361
-0.771047,2.272424
-0.573907,2.46223
0.113464,3.222948
-0.704435,2.418221
0.467777,2.199526
-0.803978,2.040557
0.146246,0.670007
0.5769,1.672921
-0.449366,2.729274
-1.249751,2.80367
0.55789,3.506758
-0.342488,3.149301
0.083975,2.390679
-0.100441,2.27467
-0.278421,1.937122
-0.113314,2.12573
-0.589324,1.165177
0.607886,2.30341
-0.459544,2.82298
0.477208,1.487307
-0.398471,2.799928
0.35596,2.401157
0.029339,3.032544
-0.709075,3.734434
-0.061223,2.239343
-0.966241,1.979035
0.473615,0.607587
-0.499661,3.046016
0.063019,2.214645
-0.272733,2.258952
-0.403261,0.856669
-0.386496,2.859953
0.310305,3.672313
1.322051,1.136736
1.588048,2.880011
1.331032,3.117268
1.196612,0.866398
-0.906216,2.871778
-0.280816,1.566043
-0.295785,3.750002
-0.55325,2.948119
1.159489,1.937421
-0.531994,2.198478
0.775687,2.262395
0.917742,2.399211
-0.487536,2.980452
-1.568738,1.856589
-0.180525,2.542164
-0.615221,1.870061
0.512684,1.727258
0.485141,1.925895
1.141376,0.512534
1.373244,2.112258
-0.85098,1.372496
1.527424,1.398542
0.383952,1.683549
-0.291145,3.231929
-0.607437,4.19323
0.417482,0.734672
-0.515977,0.577948
-0.234413,3.706891
0.142055,2.239194
0.272883,3.657195
1.344953,1.440754
1.949696,-0.51478
0.301174,1.898801
-0.680934,1.390309
-1.301094,1.54344
-0.001946,3.065326
-2.099235,1.900448
1.049617,1.778152
0.033081,2.212998
0.354164,2.109713
1.002914,1.951192
1.147963,1.061293
0.916095,1.167722
0.228874,0.945883
-0.219593,2.287842
0.943787,1.425635
-0.364043,2.220482
-1.572181,2.003883
-0.294438,2.712809
0.026495,1.532064
1.097817,2.9815
-0.126337,0.85113
0.315694,3.042573
0.997376,1.27445
-0.659379,3.341352
0.537682,2.499652
0.433199,1.643882
-0.279768,3.424728
-1.020278,1.464105
0.401914,-0.014071
-1.00501,1.395249
-0.129032,0.886906
0.031135,2.804568
-0.008383,2.183659
0.135468,2.564467
-0.607137,3.144661
1.191971,2.938689
0.508343,1.538501
-0.900527,3.435805
0.066013,0.830772
-0.329764,0.972677
-0.231119,3.588637
-0.212558,3.769012
0.474064,4.05387
-0.083526,3.64013
-0.304617,1.717678
0.969085,0.570164
0.691113,2.423311
-0.828677,1.903292
-0.857267,2.784809
-0.670456,1.257236
-0.369132,3.897894
0.910706,0.109123
0.16331,1.288371
-0.767604,2.970273
0.581092,0.411644
1.494792,1.151256
-0.612975,3.626209
1.626218,1.45692
1.659449,2.997068
-0.972977,2.321822
0.714913,4.118985
-0.11541,2.693199
0.159868,4.427942
-0.181273,2.489174
0.744402,0.392184
-0.373174,3.06802
-0.082928,2.615212
0.600701,0.495021
-0.104932,2.722688
0.337847,3.110232
-1.075663,0.817899
0.386047,1.409918
0.967438,3.965853
-0.559087,2.349664
-0.488135,1.801354
0.870141,4.23679
-0.178728,1.989064
0.243693,3.446732
-0.017364,2.805316
0.216749,0.547412
1.018632,0.547711
-0.287253,0.373174
0.08173,0.966989
0.413889,3.03419
0.293989,3.588188
0.089813,1.638044
-0.054936,0.803828
-0.783321,2.299219
0.485291,0.763113
-0.941093,0.866997
-0.126786,2.077979
-0.422871,3.10155
0.130978,1.112936
0.140258,3.591032
0.444576,1.320255
-0.047451,2.623445
0.274978,4.4962
-0.920586,2.548151
-1.045127,2.133663
0.120799,3.679349
-0.452359,2.810555
-1.12521,1.708248
-0.121547,1.835633
-0.151934,2.211501
-0.818049,2.915338
-0.334105,2.526297
0.020657,3.734734
-0.161215,4.094585
0.745749,0.484542
-0.194146,4.023483
-0.594564,1.579066
0.478106,3.013533
0.385898,4.319418
0.257914,1.747466
0.174836,2.064806
-0.690364,1.844165
0.311502,5.093757
1.060395,1.793121
0.437241,1.827999
-0.224234,3.402574
-1.560206,1.080154
-0.319436,4.322561
-1.643732,1.383872
0.262105,3.314857
1.814078,-0.018861
-0.265548,3.638783
1.161584,0.689915
0.52421,1.876647
-0.559686,2.970573
-0.324825,2.320774
1.352288,1.896706
0.42781,1.722468
0.4811,1.227298
0.625998,1.471141
0.248184,-0.458347
0.286205,1.689237
0.32213,1.126258
0.526306,3.141218
-1.174907,1.765279
0.819995,0.943039
0.418979,0.17319
0.275876,3.221301
0.27408,0.361947
1.937421,0.49068
0.608036,1.436563
0.266147,0.51912
-0.431852,3.582201
1.583108,1.135838
-0.338446,0.76446
-0.409399,1.645977
0.070054,0.811313
-0.029788,2.387984
-0.219294,3.242557
-0.796194,2.753823
-0.079934,2.182761
-0.584834,2.904261
-0.762664,2.485581
-0.4088,2.767146
1.183289,1.323548
0.474214,1.55332
-0.556842,0.709075
-0.641865,1.716481
1.19257,1.753304
-0.70683,2.287543
-0.511786,4.347709
-0.347278,2.502346
-0.403112,0.668809
0.793799,0.603395
-0.794847,2.19773
1.136586,1.975292
-0.583038,1.597927
0.282014,1.614842
0.8417,0.493823
0.012424,2.425556
0.020058,2.63512
1.100362,1.68325
1.59673,2.361789
-0.150287,3.213967
-1.275198,1.415756
-0.705034,1.647773
-1.187181,2.135459
-0.75024,1.583557
-0.553549,3.206332
-0.379311,1.803001
-0.538281,1.496738
0.023052,2.3564
-0.916843,2.246229
-0.5528,1.656455
-0.996328,0.852477
-1.241668,3.732039
-0.093256,1.139431
-0.172741,3.732039
0.836012,2.783013
-0.691113,3.931874
0.295036,3.232528
0.056433,2.78421
0.242795,2.395469
0.310305,2.87582
0.161215,2.946922
1.192869,0.352966
0.010478,3.672762
-0.352367,5.306166
0.267344,1.650019
-0.71656,1.489552
0.421973,1.848955
-1.146616,0.415835
-0.810714,1.709745
-0.302371,3.696264
1.202599,1.801204
0.762365,1.852248
1.026865,2.873275
-0.499811,3.337909
-1.474733,3.461701
-0.322729,1.530717
-0.185315,0.859213
1.107547,2.932552
-0.13472,2.105971
0.437989,1.555565
-0.594713,1.657204
0.098795,2.76011
-1.123564,-0.290396
-0.462538,1.596281
-0.529599,2.653382
-0.954415,0.854124
0.700693,2.978506
0.102836,3.976331
0.77883,0.702339
0.791404,1.651516
0.161814,2.032623
-0.811912,1.378483
-0.314945,2.251767
1.097967,0.954715
-0.010478,3.337609
-0.318987,2.550845
0.006437,4.310436
-0.63977,1.218616
-0.752635,3.261867
1.059796,2.5248
-1.026266,1.50991
-1.203946,2.304158
-1.194815,3.941304
1.147065,1.355431
1.341361,1.502725
-0.581541,0.797242
0.231568,1.90419
-0.459993,2.712958
-0.608784,2.595153
-0.231568,2.283052
-1.11069,2.361639
0.266596,2.887795
1.019829,1.800905
-0.684377,1.013542
-0.523461,2.234703
0.137115,3.596571
-0.295935,4.122727
-1.164578,4.151467
-0.95232,4.436624
-0.056283,1.657803
0.329016,3.504662
-0.828677,4.258045
-0.13936,2.696343
0.551753,3.05829
-0.270787,3.473227
0.292192,3.03449
0.184417,1.51964
0.355062,3.654051
0.357756,2.143542
-1.155298,1.916165
0.561782,1.225651
-0.734223,3.903882
-0.881068,4.290827
0.969833,1.018332
-0.06721,2.788701
-0.29818,2.363884
-0.030237,3.418441
-1.115331,1.17341
0.087119,1.28882
-0.511636,1.181792
1.159639,0.930016
-0.756078,1.781895
-0.085023,3.022964
0.057181,3.951034
-0.129181,3.541485
-0.749641,1.066532
0.764311,2.176025
-0.388742,2.539619
0.163759,2.674788
1.121767,2.188449
-0.392634,2.265389
-0.614921,3.066074
0.837808,0.648302
-0.084724,1.830094
-1.072071,2.333348
-0.242496,3.990701
-0.692759,1.041384
-0.767903,2.55833
-0.13472,1.043929
-0.13472,1.627116
-0.796943,1.210533
0.251178,1.644181
-0.960103,3.863017
-0.016615,3.018922
1.462758,3.38536
0.518522,2.379751
-0.671653,0.802182
0.475112,3.935915
0.755928,1.42818
-0.662672,3.811674
-2.201173,0.703986
0.940644,0.950523
0.9616,0.501906
0.405357,1.98128
0.200733,3.677403
-0.089214,2.300416
0.223036,0.935105
0.135319,3.481909
0.607137,1.650019
-0.686173,1.848207
-0.722547,1.544339
-0.178728,1.858385
-0.553549,2.857558
-0.587229,1.576971
-1.179846,1.510808
1.503174,2.39487
0.213905,2.600842
0.230371,2.786905
-0.330213,1.688938
0.186812,2.600392
-0.79814,1.928739
-0.051643,1.793421
0.183818,4.128116
1.092428,2.117796
-0.011825,2.695145
1.209934,1.302741
0.870141,0.283211
-0.251627,2.991379
-0.532293,0.436941
-0.688867,1.895359
-0.338746,1.945504
2.331851,0.360001
-0.324375,0.575853
0.49517,-0.686023
0.151784,3.376229
0.046553,0.179776
-0.774639,1.641037
-0.540227,2.627935
-0.013023,2.568808
0.896186,2.230362
1.558409,1.107697
0.859662,2.676434
-1.334924,1.814527
-0.660726,0.44712
-0.66357,1.50976
0.218096,1.677711
0.109273,2.40445
-1.536405,0.947829
0.611927,3.612288
-0.659828,1.883982
0.893941,0.842149
-1.138233,4.899312
0.296384,4.23155
-0.753383,1.506916
-0.461341,3.729494
-0.578397,1.164728
-1.388213,2.948269
0.354912,2.458937
0.057331,1.479972
-0.636776,1.856889
-1.485062,4.098477
-0.512384,3.798501
0.343236,2.381098
0.878523,1.439706
-0.558339,2.780468
-0.768502,0.153581
-0.970881,2.894381
-0.483944,2.552642
0.051044,1.035098
0.630788,1.857936
1.097218,-1.071921
-0.907563,1.184038
0.363594,1.076861
0.457598,-0.554746
0.051194,3.57771
0.495619,2.132466
0.725092,1.479074
-0.202978,2.345473
-0.88975,2.704127
-0.621807,0.95232
-0.265548,3.125351
0.991089,1.703907
-0.179028,1.975442
0.628094,2.326163
-0.533191,3.485352
-0.873434,1.992956
-0.537083,2.59695
-1.834735,2.809208
0.546514,0.946482
-0.578547,2.661615
0.77404,1.474733
1.3704,2.283501
0.157023,2.906955
-0.657283,1.172512
0.402663,2.853516
0.142953,2.847828
0.119601,4.304898
-0.181872,1.719624
-0.553399,2.3805
-0.253722,2.035318
-0.356858,2.16375
0.669408,1.787134
0.264051,3.407963
-0.300126,3.68339
-0.147144,3.056494
-0.648302,1.065185
-1.50033,1.803001
1.510808,1.725312
1.059197,4.170477
0.534987,1.128054
-0.0964,2.91893
-0.603844,1.112337
-0.595162,1.506467
-1.497935,3.063829
0.020208,1.176254
-0.544717,0.449515
0.113614,1.800606
0.452509,3.112029
0.077239,0.875529
-0.776735,4.479435
0.913101,1.079106
0.785566,1.697769
0.360001,1.268911
-1.455573,2.140998
-1.799558,2.493814
0.039368,1.623374
1.070274,1.903442
1.949845,1.836681
0.252525,1.313219
-0.38934,2.019301
-0.24025,3.727399
-0.815504,1.871109
-0.176633,3.77994
0.080832,0.974773
-0.317789,2.863695
-0.117805,2.406246
-0.822989,1.715582
0.353565,2.124682
0.903671,1.319057
-0.094753,2.564617
-0.334704,1.588646
0.335153,1.252595
1.25514,4.076623
1.237477,0.987047
0.109722,3.508554
0.181872,2.215543
-0.840053,1.777104
0.668809,1.076711
-0.170046,1.792822
0.161215,2.864443
0.024549,2.17842
1.553619,2.913691
1.563199,1.568738
0.087418,2.718497
0.655786,0.750689
0.171693,3.834726
0.757724,1.885479
0.058379,0.541873
-0.430954,4.143384
1.444945,1.185385
0.362845,2.748584
-0.654888,2.405797
0.912053,3.323688
1.26457,1.062041
-0.593516,2.357747
-0.757275,2.687362
-0.571062,0.580343
0.391137,2.478097
-0.419278,1.260678
1.291814,2.263892
-0.217947,3.810326
-0.753982,2.936294
-0.013472,1.324446
-0.824935,1.651815
-0.3606,2.753225
-1.811832,3.282973
-0.663121,1.388812
-0.689616,2.867886
-0.169897,2.634072
-0.414638,2.525548
0.159269,1.286275
0.232766,3.258424
-0.217348,3.485502
-0.995729,3.346291
-1.025966,2.216441
-0.515528,1.332379
-0.106129,3.428171
-0.532892,4.580026
-0.587079,2.700983
0.016166,3.028053
-0.426313,0.907263
-0.397424,2.000739
-0.295635,0.763712
0.218845,0.99558
0.097148,2.347568
-0.262255,2.458937
-0.455952,1.301992
-0.956661,2.176324
0.60115,2.256258
2.302213,1.667981
1.145867,0.80293
0.194745,2.431394
0.234712,2.864743
2.190395,1.227897
0.815953,2.593507
0.157323,2.589016
0.940644,1.900747
0.023501,0.815504
-0.529449,3.844455
0.739462,3.425477
-0.505948,3.431764
-0.970282,1.868415
0.382604,3.729944
0.117655,1.142724
0.62974,0.779579
0.242795,2.986739
-0.68273,1.850452
1.474284,-0.105531
0.141905,1.806144
-0.28845,2.597099
-0.659079,1.731599
-0.118703,2.400259
0.819995,1.781595
-0.755329,2.048939
-0.131876,2.821333
0.284109,2.761607
-0.252525,4.632267
0.926124,1.314117
-0.461939,3.337011
-0.309107,1.392704
0.561632,1.768722
0.024998,4.024082
0.219294,1.609603
1.301543,1.504671
-0.629591,3.039729
-1.507365,2.075733
1.079705,2.29368
0.020956,2.422712
-0.853226,2.833458
0.17798,2.246079
-0.060774,0.875529
-0.1202,3.268154
-0.359852,2.864593
0.753234,2.07244
-0.387394,0.276325
0.498613,1.987567
-0.005239,1.058898
0.262255,0.766406
0.605491,0.950224
0.574954,2.012715
-0.691861,0.899929
0.46164,2.827021
0.13487,1.63969
-0.452509,1.782793
0.575553,1.463956
0.304916,2.597548
-0.441133,2.732717
-0.806673,2.106869
0.002694,0.93301
-0.877176,1.943109
0.263003,3.579806
-1.108595,2.421215
-0.194146,4.178561
1.422492,0.933609
-1.19751,2.806065
1.196612,2.00059
-0.418979,0.902473
-1.143173,1.93308
-1.016686,3.213817
0.6971,1.190774
0.257016,1.434766
0.294288,1.801504
0.338596,2.451003
-0.448916,1.798809
-0.386496,0.913251
-0.240999,1.826202
-0.095202,3.792813
-0.746647,1.423689
-1.894161,0.263153
2.245181,0.589624
-0.479603,3.052602
-0.92343,4.219725
-0.118703,2.532733
0.152084,2.773582
0.491428,0.636327
-0.531994,3.627556
-0.661325,1.422342
1.134042,2.572101
-0.328716,3.353476
0.02904,3.065326
0.784369,2.725383
0.002994,1.839225
0.651146,3.119513
-0.011227,3.756438
-0.355361,3.385959
-0.663121,1.674418
-0.010778,2.37556
1.262175,2.201472
-0.372725,2.064657
-0.564027,4.633914
1.619931,0.439785
-0.00015,2.843188
-0.532293,2.6447
0.862955,2.693798
0.179626,4.071384
0.986149,2.119742
-0.931363,1.784739
-0.195643,2.586322
-0.161514,2.767894
0.779729,1.598975
0.078886,2.174977
-0.818199,1.827999
-0.137863,3.204087
1.232687,1.013692
-1.03854,1.282383
-0.675096,2.756069
0.083975,2.430945
-0.693957,0.930615
1.063688,1.533711
-0.433798,4.04414
-0.397723,1.395398
-0.016466,3.120411
-0.40386,3.716322
1.770818,0.924178
0.590073,1.303489
0.6974,4.091442
-0.769699,2.9336
-0.516576,0.993783
0.083077,2.891537
-0.030237,3.493136
-0.181722,3.508554
-0.222587,1.570534
0.257315,3.146607
-0.00494,3.227439
0.242795,3.763324
0.348026,4.101471
-0.112416,4.356091
0.163161,3.757786
1.697021,1.056653
-0.991538,1.415157
-0.442779,3.435206
0.693957,1.866319
1.909729,2.568658
-0.525707,3.498225
0.428259,0.905317
-0.410297,0.752785
0.323028,1.716481
-0.085472,2.978506
-0.90906,2.211501
1.184038,1.825155
-0.601898,0.85113
-0.232467,2.537523
0.184866,2.026636
0.052092,0.233664
0.693957,4.019591
1.509012,1.541195
0.025297,1.301843
-0.272284,3.841162
-0.103136,2.716102
1.508114,0.343236
0.229473,4.275409
-0.929268,2.53887
0.323328,1.569636
-1.255439,3.028802
0.436343,2.629881
0.414338,1.433419
-0.456102,1.968107
0.799338,1.460513
-0.46149,2.517764
-0.471819,3.084785
0.570913,0.884361
-0.496667,2.984643
0.502804,1.616189
-0.958457,3.448229
1.146915,1.386417
