accY,accX,accZ,gyroX,gyroY
5.440736,0.797841,11.256442,0.339028,-0.043963
3.134781,-0.712369,9.490714,0.026601,0.249281
0.790656,-0.36569,7.792795,0.22542,-0.003311
3.025808,-0.5531,11.126063,-0.489333,-0.345609
3.06338,-0.079485,6.264623,0.167855,0.126315
1.011596,-1.470841,9.406439,0.201512,-0.265584
2.219584,-1.612447,9.310938,0.039664,-0.050469
2.455194,0.938997,9.249715,0.129988,-0.202586
2.407294,-0.226778,6.911877,-0.124238,0.028789
4.036356,-1.326841,8.581355,-0.275878,0.197155
1.754501,0.740959,7.688911,0.326285,0.247043
2.609973,-1.03869,11.683354,0.376741,0.156276
1.916465,0.624052,12.658876,0.288303,0.148612
2.428101,-0.26914,7.130422,0.002487,0.006032
0.691712,1.20709,11.078462,0.227543,-0.031938
2.334246,1.030457,10.260862,-0.040649,-0.001711
1.372346,-0.181123,12.745995,0.141945,-0.045139
0.40865,0.297132,10.514884,0.10799,-0.196544
1.891766,-0.040715,8.241412,-0.263366,0.302645
0.908611,-0.236209,13.226196,-0.002817,-0.496629
2.021696,1.016087,7.389384,-0.069136,0.039646
1.598975,1.798211,9.547895,0.000313,-0.325419
3.902684,0.08158,8.847951,0.04407,-0.094927
1.239722,1.094075,10.794054,0.06075,0.096195
-0.797841,-2.20267,13.898747,-0.014744,-0.333045
4.401896,-0.455952,11.711346,0.192955,-0.049179
4.243975,-0.76955,11.145223,0.210758,-0.052857
2.940186,-0.439935,6.822812,0.076255,-0.159508
2.42855,0.305515,9.302106,0.306419,-0.264824
0.611329,0.728236,5.68413,-0.147556,-0.102857
0.15403,0.202379,10.129436,-0.278999,-0.233265
2.390828,0.311652,6.936725,0.374103,-0.126854
0.86086,0.24983,9.415121,-0.030674,-0.164933
0.392035,1.090183,10.868898,0.016264,-0.00572
1.410217,1.655258,10.048903,-0.284263,0.058843
3.402724,-0.284858,7.769743,-1.136755,-0.010087
1.76498,0.831221,9.952803,0.193974,0.005103
0.247885,1.382375,7.494914,0.257856,-0.348447
3.239414,0.720003,12.488081,-0.226411,-0.450988
1.178948,-0.63498,9.964928,0.153381,0.023414
1.103056,-0.44742,7.284302,-0.948041,-0.358609
1.287473,0.436193,7.360045,-0.439793,-0.390808
4.168681,0.18277,11.23324,0.104688,-0.098571
1.502276,-0.604144,9.695338,-0.095572,-0.098881
2.649341,-0.751437,8.587492,0.131058,0.048872
3.13044,-0.005389,5.903723,0.071475,-0.04089
1.722767,0.783171,8.109237,0.37253,0.00735
2.661615,-0.152383,8.061785,-0.075361,0.015986
-0.050744,0.383353,8.404573,-0.303255,-0.154446
2.005829,-0.585283,12.162957,0.052835,-0.271198
3.838019,0.413291,7.987839,0.3887,-0.022938
1.588796,0.938399,6.057903,0.082474,0.170953
3.521876,0.72614,10.75738,-0.561589,0.307768
2.059417,-0.318538,11.322605,-0.773152,0.020904
1.47653,0.348326,10.722952,0.268321,-0.086543
1.343157,0.700394,6.915918,0.131256,0.008064
2.51507,-1.045127,10.624756,-0.132676,-0.225171
3.194657,-0.305066,8.276888,-0.194273,0.194
2.732268,-0.421973,6.653364,0.082943,-0.058299
0.778381,0.553699,15.558197,0.346451,-0.217146
2.452799,-0.233963,9.868229,0.224762,-0.238221
1.184187,-0.011376,11.055111,-0.019054,-0.091433
1.281635,0.098495,6.639593,-0.027472,-0.075648
1.222059,0.401615,6.351741,0.188768,-0.043021
1.64957,0.189057,7.349566,0.059722,-0.164111
3.894152,1.26457,12.112662,-0.005615,-0.17062
3.522475,1.005309,12.701238,-0.426672,-0.116722
0.856219,-1.335672,11.540701,0.020281,0.251631
3.742966,-0.379012,7.526648,-0.01068,0.070019
2.366279,0.005089,7.770791,0.097517,-0.141309
0.936602,0.101938,7.783813,-0.298952,0.921731
3.373385,-0.837508,9.986034,-0.159476,-0.276443
2.238295,-0.82703,10.103989,-0.448493,-0.112452
-0.35596,-1.742676,13.040432,-0.042903,0.119029
2.514621,-0.157772,11.241324,0.243785,-0.166285
1.373843,-0.38964,11.489358,-0.179104,0.383942
2.517465,-0.165406,9.444011,0.111433,-0.407428
1.033152,-0.174088,13.380076,-0.130116,-0.359719
2.003733,1.59179,11.085947,-0.37136,0.378033
0.556543,1.198707,8.910221,-0.008524,0.125959
1.585802,-0.279619,10.977871,0.194805,-0.178015
3.47203,0.572709,7.162456,0.307422,-0.385852
2.358346,1.305286,10.114018,0.002227,0.951582
2.246379,0.683928,12.513229,0.237899,-0.487048
1.840273,0.400268,6.587052,0.350652,-0.309624
2.262246,-0.384999,9.24717,-0.21903,-0.049787
1.429677,0.915347,11.76224,-0.19497,0.074682
4.569099,-1.492397,10.090666,0.011281,-0.081697
3.504363,0.182321,11.913875,-0.258908,-0.220539
2.938988,-0.525258,6.378685,-0.099902,0.217696
3.180736,-0.398322,8.382868,0.033842,0.23396
1.027463,1.238075,6.841373,0.018596,0.030248
3.436254,-0.105531,7.438182,0.129782,0.062315
2.064357,-0.314346,12.847783,-0.068228,-0.124651
2.042203,0.098345,7.329808,0.150204,-0.016394
2.946622,0.117805,11.612402,0.441598,-0.042582
3.120411,-1.142873,12.161909,0.170574,0.554956
2.492766,-0.185315,7.279812,-0.241917,0.143163
1.210832,-0.320783,10.1706,0.019584,-0.090951
2.693798,-0.358205,9.017847,0.026323,-0.029452
1.135389,0.227227,7.683073,0.170486,0.02789
2.315984,0.377216,7.837552,0.287988,0.001667
3.472329,-0.477956,9.398057,0.256317,0.050589
2.080074,-0.645158,8.818013,-0.537402,-0.239174
2.411635,-1.279539,8.465945,0.035449,0.163253
1.373693,-0.246986,7.584428,-0.104477,-0.323954
1.090183,0.09116,10.207124,0.015016,-0.008987
3.682792,0.460293,11.613749,0.595593,-0.019541
2.324666,0.014969,9.429641,-0.228498,-0.392202
2.103576,0.125439,10.452763,0.329468,-0.170718
0.717308,0.680335,14.336288,-0.000461,0.091325
2.930905,0.124092,6.710994,-0.10426,0.104771
2.668501,0.160915,8.046667,0.041594,-0.414429
3.159779,1.193618,13.550721,-0.063401,-0.364343
2.579137,0.00958,7.159612,-0.534685,0.11893
3.23627,-0.395627,12.080778,0.091343,-0.131958
1.346151,-0.094304,14.600189,-0.421822,0.336444
2.828219,0.041763,6.916966,0.161526,0.07639
2.380949,0.055085,6.888076,-0.140381,0.503539
-1.313818,1.116678,12.78671,-0.017649,-0.518477
1.924099,1.303639,12.133468,-0.125057,-0.119658
1.229843,-0.667163,10.177486,0.239843,-0.254395
2.160906,0.62031,8.695418,0.291548,0.000415
2.669399,1.21682,8.178692,0.406709,0.559139
1.652114,0.160017,13.46465,-0.025734,0.202314
0.840951,0.411345,10.448871,0.343589,0.012602
2.545756,0.163759,7.00154,0.119052,0.163785
3.578758,-0.56253,9.457782,0.121896,-0.079119
1.853446,-0.358654,7.909851,-0.183293,0.089971
3.139122,-1.359623,8.50187,-0.205773,-0.067039
0.342637,0.99528,10.61293,0.294928,-0.190569
1.884581,1.283431,8.214767,-0.018294,-0.094407
1.879342,-0.438738,13.386662,-0.599894,0.080142
2.251019,-0.146096,6.214627,-0.184015,0.133048
3.280728,0.862357,11.971355,0.206792,0.056541
1.568139,-0.863704,9.580976,-0.098292,-0.055939
2.523303,0.145797,6.089786,0.131878,0.001902
1.55811,0.772394,10.21865,0.218999,-0.00697
1.835782,-1.346001,10.823243,0.065618,0.256591
0.341739,0.479303,7.842192,0.119898,-0.105524
3.328329,-0.433798,10.306068,0.501602,-0.243626
2.105971,-0.229473,7.416627,0.282017,-0.069197
1.814377,0.231568,7.276069,0.064059,-0.058817
2.788851,-0.529898,8.322094,0.203159,-0.191888
3.376229,-0.744552,11.630514,0.027392,-0.471781
1.458866,-0.728236,9.801168,-0.025731,-0.011771
1.054258,-0.322579,10.649454,0.429421,0.052114
0.145198,0.350122,12.016561,-0.147801,0.000497
1.902843,-0.177531,5.908214,0.248843,0.023419
3.003354,-0.651894,8.936866,-0.168371,0.036291
3.353925,-1.424737,12.474908,0.062086,0.134251
2.659969,1.143921,11.985276,-0.200322,0.400825
3.301385,0.373024,7.937993,0.136198,0.027641
3.003654,-0.161514,8.76637,0.310644,-0.198181
0.083676,-0.099842,11.391312,-0.148833,0.068746
0.979114,0.801733,10.211765,-0.140231,-0.104811
1.537902,0.793201,6.368507,0.095634,-0.048635
2.73601,-0.833167,10.982063,-0.48898,-0.230351
3.266807,-0.792302,10.653795,-0.777497,-0.244627
0.646805,-1.526825,9.521999,0.119808,-0.160871
2.705175,1.562151,12.564722,-0.377294,-0.163971
2.805017,0.254321,7.384145,0.107763,-0.047707
1.950294,-0.427212,6.857839,0.049766,0.095574
3.225642,-0.547711,7.138954,-0.083063,-0.449096
2.621049,-0.763412,9.63202,0.071421,0.200329
3.434308,-0.142953,11.800112,-0.293991,-0.149065
2.823429,1.180146,7.696545,0.202714,-0.126406
1.959874,-0.830772,10.330168,-0.521335,-0.021244
0.74515,0.612975,10.679093,-0.390348,0.077721
3.623515,0.038171,10.945389,0.313246,0.054157
1.089584,-0.464035,10.736873,-0.013145,0.117105
2.165098,1.231339,9.414073,0.788387,-0.26761
1.911226,-0.767753,9.596544,-0.258018,0.068598
2.116299,-0.558489,9.947265,0.314303,-0.060753
1.879192,0.08173,9.55987,0.071189,-0.579101
0.607437,0.336051,7.982001,0.127636,-0.052077
0.958756,0.502355,10.811567,-0.178528,0.019668
3.556155,-0.62016,10.020612,0.005256,0.081585
0.872386,0.524809,8.289612,-0.276026,-0.181646
2.979554,-0.257465,8.0305,-0.154483,0.01527
1.153801,0.979264,6.368507,0.123773,-0.048771
0.453108,0.210612,14.101276,-0.326961,-0.159773
2.630181,-0.392634,10.764266,0.340451,-0.201364
4.366121,-0.132624,10.45426,0.51018,-0.442498
1.783092,0.887205,8.971144,0.070658,-0.134437
3.10664,0.00464,6.21777,0.381465,-0.238824
3.216661,-0.963546,10.466385,0.103647,0.259839
2.773582,-0.61537,8.566236,-0.004228,-0.250705
0.126188,1.480122,7.538474,0.261897,-0.175978
2.836152,-0.156275,6.015541,0.278415,0.237136
1.413361,-0.646805,9.986633,0.609301,-0.201094
3.628006,0.189805,11.596834,0.214215,0.126383
1.36561,0.175285,11.822565,-0.166929,0.036062
2.487827,0.084574,11.816278,-0.782252,-0.507296
2.160757,1.119821,9.040899,-0.281757,0.381981
3.002905,-0.000449,8.196954,-0.679646,-0.23223
1.871558,-1.291215,10.919343,0.192876,-0.11123
1.449735,-0.838107,9.815688,-0.107414,0.078465
1.991459,0.650996,9.990674,0.194292,0.163622
3.622317,-0.395777,8.992849,-0.033097,-0.140999
2.075584,0.994382,9.138047,0.162817,0.103699
2.45265,0.131726,7.454798,0.537349,-0.318065
1.872905,0.059875,12.511732,0.027854,0.242207
3.244653,-0.83676,8.715177,0.664482,0.310786
4.524491,-0.385448,8.030351,-0.002335,0.141309
1.902544,-1.668131,11.315719,-0.215941,-0.134011
2.867138,-0.20208,8.29021,-0.728767,-0.100709
2.965783,-1.125809,9.939181,-0.663831,-0.919221
1.893562,0.565674,8.44439,-0.800147,-0.469009
0.794099,0.849034,9.872121,-0.538338,0.328731
2.054927,1.155747,13.809683,-0.001169,0.141246
2.855462,0.477657,7.932155,0.295777,-0.375953
4.253555,-0.281714,12.303066,-0.187792,-0.143976
1.164878,-0.037572,8.972641,-0.490888,0.301464
1.251847,-0.409249,11.919413,0.05451,0.030349
2.691703,-0.30312,8.549172,-0.0344,-0.234106
1.23598,2.001488,8.868757,-0.005609,-0.311222
4.173322,-0.4567,11.437865,0.394326,0.024448
1.183439,0.343236,8.17031,0.078684,-0.124765
3.628455,0.084424,11.817475,-0.000725,-0.198317
4.407884,-0.464035,10.238259,-0.434053,-0.486091
1.411565,0.715961,9.399404,0.035581,-0.233211
3.141218,-0.359103,11.381283,0.313108,0.544373
1.16353,-0.762065,9.686656,-0.004269,0.010195
2.082619,-0.958457,8.733588,-0.014333,-0.053344
1.804947,0.117057,6.974297,-0.572158,-0.569553
2.130669,0.531245,13.308225,0.3854,-0.219681
0.472268,0.119003,7.970924,-0.364842,0.341889
1.657803,-0.056283,8.132439,0.047822,0.067756
1.445993,1.063538,7.010072,-0.121469,-0.155329
0.291444,0.401615,12.46937,-0.019924,-0.06629
2.606679,-0.524958,8.174651,-0.131055,-0.278095
3.621419,0.844544,10.840158,0.287719,-0.10997
0.229173,1.8274,10.135274,0.320117,0.086164
4.442911,-0.342637,9.908345,0.3085,0.453073
2.626139,0.407004,7.25631,-0.083121,-0.599827
2.289938,-0.303718,7.132668,0.164354,-0.047895
1.943409,-0.762365,9.729617,-0.070798,-0.372841
0.04326,0.406255,12.291689,0.291144,-0.276937
1.920357,0.180824,7.214547,0.347514,0.174001
0.555944,0.206421,11.263178,-0.424987,0.423518
3.301983,0.387544,8.632549,0.185492,0.333366
2.768493,0.247435,11.008707,-0.0777,0.567972
1.385519,0.022453,7.61736,-0.321978,0.11864
0.707579,-0.770747,10.505603,0.433073,0.104135
1.517245,1.219514,8.365504,-0.326535,-0.238995
1.13973,-0.21136,10.166559,0.006103,0.015468
2.383793,-0.21181,11.890224,0.147987,-0.034385
3.071163,-0.562081,7.27577,0.446735,-0.151652
2.322421,0.171843,6.147566,-0.165669,-0.093818
3.370391,-0.495021,7.267387,-0.135763,0.197026
3.426075,-0.213456,10.741812,0.203361,-0.15069
1.506018,0.154928,8.50202,-0.094584,0.043942
1.420247,-0.74036,10.646461,0.114614,-0.330493
1.971999,0.427511,7.855814,-0.078112,-0.503431
4.179309,-0.59157,10.484797,-0.475691,0.270256
0.9137,0.738265,13.40223,0.313399,0.08606
0.272583,2.191892,12.750785,0.232585,-0.177359
2.138154,-0.14924,7.192244,-0.50573,0.334277
2.4046,0.117805,7.975714,-0.115458,-0.172091
2.488126,0.127235,7.292086,-0.614142,-0.360931
2.117796,-0.467927,6.892417,-0.395204,-0.477849
0.364642,1.103505,14.374159,-0.749103,-0.029626
1.864074,-0.336201,8.149353,0.55702,0.152629
2.819387,-0.554746,12.796589,0.240571,0.015705
3.389402,-0.131726,7.744146,0.016449,-0.136334
2.559078,-0.712518,8.51654,-0.025405,-0.069755
3.709736,-0.815953,10.186767,0.167306,-0.373338
2.756967,0.637225,8.370893,-0.035481,-0.245971
1.014291,-0.459095,9.752819,0.057478,-0.042675
1.67831,0.185464,8.002958,0.168124,0.260342
1.78893,-0.727936,9.868379,-0.049917,0.016046
2.40939,-0.56732,8.04038,-0.171927,0.378343
3.268453,0.005538,9.569301,0.154657,0.118187
2.422263,2.180516,13.052707,0.282313,-0.552574
1.308728,0.845592,7.257358,0.12078,0.312578
2.924169,0.424368,7.856263,-0.027482,0.083019
2.964136,0.231568,8.820558,0.050485,-0.060637
1.071472,0.574505,7.780371,0.189915,-0.219257
1.393901,2.199376,9.967323,0.2019,0.08568
2.274969,2.219135,11.322904,-0.172439,0.573636
3.496729,0.476459,8.135732,-0.17583,0.415549
0.455203,0.107177,9.742191,0.041758,-0.074938
1.725312,1.128653,13.139227,0.345879,0.055297
2.083667,0.718656,9.762698,0.119394,0.186249
1.787882,-0.109422,7.530989,0.221274,-0.071641
0.324825,0.31255,8.513696,-0.257741,0.335691
2.891387,0.637524,8.224796,0.384137,-0.047822
0.289797,0.281415,10.116113,-0.154085,0.110519
2.187701,-0.527204,9.499695,0.117499,0.154586
0.64935,1.282383,9.928404,-0.057688,-0.060441
3.308719,0.015418,7.299121,0.168819,0.11309
2.069447,-1.198558,9.030721,-0.061887,0.134043
1.172512,-0.226329,10.585088,-0.076407,0.209569
0.810864,2.411785,13.600717,-0.273034,0.098241
1.270109,-0.127684,10.280322,-0.750516,0.092351
1.311273,0.685874,7.529492,-0.496026,-0.784101
0.318837,0.076192,9.964778,-0.002911,-0.165307
0.195493,0.14909,11.505674,-0.309865,-0.340767
2.720892,0.270188,11.535612,0.421256,0.631146
0.569566,0.73093,11.216625,-0.250273,0.122473
1.016087,-0.227227,10.7237,0.234272,-0.06427
0.752785,0.021555,11.529325,0.027424,0.008986
3.177293,-0.263003,11.064691,-0.094999,-0.493089
2.603536,-0.904569,10.737771,-1.0783,-0.146104
0.777184,1.304088,8.671019,0.210865,0.098917
2.917733,0.327818,6.519543,-0.588498,0.332849
2.110761,-0.280217,11.1807,-0.128345,0.40237
1.776805,1.463357,7.823631,0.217198,-0.129433
0.957858,0.430505,5.9868,-0.007,0.015909
3.022964,-0.105231,7.990085,-0.260241,-0.223925
3.462001,0.178579,8.148006,-0.32774,-0.304143
2.449806,-0.030986,8.501721,-0.122199,0.316182
3.343148,-0.99543,11.831247,-0.458085,-0.260081
1.699266,0.12978,7.446565,-0.56136,-0.007136
3.658243,0.410596,7.893236,0.103379,-0.047263
3.845952,-0.959654,11.070978,0.274605,0.054768
1.688788,-1.004561,9.269025,-0.354857,-0.173292
2.518213,0.956661,11.287428,-0.345724,-0.475447
0.970282,-0.119751,10.827883,0.066983,-0.47458
2.099833,0.849633,12.271032,0.054314,0.076198
2.824776,-0.887804,11.889027,0.324594,-0.240439
0.810265,-0.709075,10.533595,-0.181571,-0.097033
0.677641,-0.181872,8.281528,0.00375,0.218602
3.882476,0.527802,9.36767,0.221001,-0.029114
2.5727,-0.28381,12.423116,-0.022917,-0.256385
2.458787,0.179926,6.927893,0.385108,-0.077789
1.331032,0.351319,7.107819,0.080873,-0.268038
3.66453,-1.017584,11.713442,0.247859,-0.278931
2.246678,0.87508,10.105336,0.255055,0.276706
0.729283,0.190404,12.195739,-0.051741,-0.649581
3.261118,-1.270258,10.965896,0.163061,0.680891
1.758543,0.741259,8.781189,-0.689133,0.324913
2.690804,-0.420027,8.079449,-0.334472,-0.34006
3.086881,-0.280966,6.375093,0.248422,0.071078
-0.741259,0.67824,11.355087,0.085477,0.009701
2.298021,-0.376467,7.270231,0.249199,0.03057
3.33252,-0.934656,8.022268,-0.076435,-0.111235
-1.293161,0.753383,15.417789,0.042203,-0.005171
0.9378,-0.641865,8.246052,0.178637,0.151941
2.205813,-0.140558,9.449699,0.356747,0.117875
2.215692,-0.55774,11.445349,-0.220037,0.106436
0.957559,-0.509241,12.110716,0.389912,0.179316
0.191152,1.666035,8.465197,0.194168,-0.008459
1.892065,-0.671803,9.544452,-1.127769,0.074427
2.746339,0.439037,12.068204,-0.355568,0.115813
1.925147,0.285456,13.836926,-0.258334,-0.356614
2.08232,0.189506,6.255791,-0.082043,-0.069919
1.671724,0.746498,7.370074,0.026521,-0.123861
0.060474,0.888103,9.322614,0.270465,-0.148014
2.795587,0.224832,6.819219,-0.826993,-0.424447
4.060756,-1.077759,11.331286,0.088921,-0.101838
3.55361,-0.854124,11.72407,0.231717,-0.054304
1.7551,-0.54831,9.646989,0.479021,-0.358578
1.904041,0.694556,12.141552,0.659812,0.211621
0.271386,-2.295477,13.468392,0.338435,-0.199048
1.582359,-1.103206,9.81494,0.053469,-0.102444
2.48124,-0.111518,8.789422,0.071064,-0.066645
2.546355,0.001198,6.426286,-0.201559,0.227155
2.18321,1.004711,11.734099,-0.061791,-0.052258
1.147514,-0.693658,12.034225,0.286506,0.693142
3.484155,0.178878,6.970405,-0.421971,0.367094
2.120041,-0.237406,7.192393,-0.327287,-0.032614
2.30326,0.693208,13.012291,-0.106664,-0.0737
1.021176,0.43769,7.482939,0.103354,-0.17741
1.814377,0.590522,7.038663,0.119256,0.148985
0.718057,-0.078587,9.453741,0.265242,-0.701642
2.86115,-1.713487,9.12218,-0.00166,-0.253603
1.863026,-1.022973,9.235195,0.061471,-0.781739
1.657054,-0.985551,9.195228,-0.379268,-0.098476
1.326541,0.298479,6.9728,0.220506,-0.065857
2.179168,-0.357457,11.124117,-0.752483,0.291643
1.056353,0.436343,6.340665,0.133964,-0.063318
1.001867,-0.275128,13.589191,-0.347837,0.21345
3.334466,-0.383203,11.302995,-0.033074,0.080047
1.180146,-0.237406,9.786199,-0.018835,0.223372
1.886228,1.958827,8.944051,0.126667,-0.084185
2.915487,-0.483495,6.255492,0.217672,-0.047664
1.636247,-0.449815,9.117839,0.072179,0.050864
3.606001,0.22603,7.473359,0.161856,-0.096024
2.026187,-0.373922,9.536519,0.081577,0.091327
0.677341,1.096171,10.333911,0.185272,-0.094818
4.214636,-0.027543,11.390114,0.128413,-0.413721
1.359174,1.402284,9.957294,0.467992,0.433492
1.069975,0.226479,8.035141,0.233508,0.076373
1.291065,1.032852,5.998326,-0.298627,-0.179901
1.080603,0.336051,7.092401,-0.085612,-0.405555
1.819167,1.165626,10.753338,0.288055,-0.169042
2.636467,1.022673,6.802903,0.116665,-0.104544
2.53917,0.740809,8.859177,0.205523,0.106641
2.575993,-0.376467,13.621225,0.388428,0.007274
2.5486,-0.992436,9.514065,-0.158698,0.096858
1.924847,0.958457,8.853938,-0.00237,0.034617
3.054548,-0.231419,7.77124,0.366094,0.013312
2.493664,0.646655,10.993289,0.127503,0.078923
1.249751,-0.481249,12.346924,0.060369,-0.145304
0.725092,0.700693,7.0451,-0.074098,-0.193543
2.976261,-0.488584,7.513027,0.206319,-0.08059
0.116009,0.600551,10.124795,-0.577696,-0.214096
0.806523,0.502056,7.447014,0.138853,0.079277
2.222129,0.012274,7.533085,-0.074521,-0.028097
2.65937,-0.506397,7.267836,-0.043369,0.209489
2.034719,0.011676,12.487183,0.264449,0.326872
1.309926,1.16353,12.537628,0.643257,0.443252
1.265618,-0.94738,11.584859,0.084802,-0.000631
3.406167,0.296084,8.650361,-0.10806,-0.111213
3.759283,-0.69231,9.609567,0.054751,-0.467908
3.614683,-1.243165,9.487421,0.120371,-0.32788
2.13516,0.217647,7.444769,-0.047547,-0.422802
0.503553,0.678539,13.119917,-0.078534,0.024741
3.592829,-0.165406,10.87758,0.151154,-0.224919
0.863405,0.522863,9.333541,-0.067035,0.203092
1.831741,-0.675396,9.788145,0.175152,-0.134002
1.311872,-0.083676,11.862083,-0.461178,-0.249487
0.957559,0.09116,9.840237,-0.040156,-0.058689
1.791774,-0.503553,7.245233,-0.755599,0.046217
1.891616,-0.523012,10.018067,0.102895,-0.009102
1.166524,-0.655337,11.22875,0.058437,0.21454
2.851121,0.472418,8.875942,-0.217601,-0.45805
3.155438,-0.424218,6.917415,0.172359,0.093311
2.806364,-0.445623,6.358477,0.309085,0.213938
2.531236,-0.100291,8.192464,0.336898,-0.030127
3.324137,0.03368,7.739506,0.253442,0.524949
0.137564,-0.146096,9.855805,0.114462,-0.071637
3.929628,0.305215,8.334069,0.092826,-0.100954
4.082011,-0.782423,10.492132,-0.0667,0.012324
0.943488,0.384251,7.831115,-0.040701,0.022867
2.151476,1.350791,9.110205,0.065695,0.067686
0.982856,0.473465,13.744269,-0.513634,0.18516
1.922003,-0.925825,9.350755,-0.024913,0.046723
1.873803,-0.936902,9.698332,-0.01769,0.011106
0.758024,-0.821043,8.627309,0.001735,-0.45799
1.931134,-0.640518,9.599538,0.025919,0.0226
1.657653,0.016316,7.855365,0.020104,-0.21238
0.896635,-0.659678,10.008038,0.05135,0.514101
2.3082,-0.486189,11.328442,-0.035917,-0.190087
2.542014,0.270338,8.267907,-0.096087,-0.064911
2.089804,-0.238304,9.644295,-0.045978,0.113541
2.999612,0.801433,9.008267,0.181088,0.05854
0.296982,1.125809,6.95813,0.265812,-0.015468
3.194357,0.058977,7.565717,-0.353651,0.200743
3.059188,-0.201032,7.719298,0.182038,0.043256
-0.13936,1.417103,11.345657,-0.12764,-0.528953
1.829196,-1.563199,9.085656,0.112201,0.123967
2.32272,0.131726,7.4295,0.005707,-0.150306
