score0,score1,score2,score3,score4,score5,class
0.996873,0.000144,0.002664,0.000091,0.000094,0.000133,0
0.000015,0.999943,0.000017,0.000004,0.000008,0.000014,1
0.000003,0.000023,0.999966,0.000002,0.000003,0.000004,2
0.000051,0.000020,0.000069,0.999719,0.000062,0.000079,3
0.999324,0.000447,0.000036,0.000048,0.000055,0.000090,0
0.000014,0.999402,0.000555,0.000004,0.000008,0.000016,1
0.000028,0.999491,0.000330,0.000033,0.000067,0.000051,1
0.999666,0.000202,0.000025,0.000038,0.000021,0.000049,0
0.000042,0.999708,0.000167,0.000013,0.000032,0.000039,1
0.000002,0.000001,0.000001,0.000056,0.000014,0.999927,5
0.000003,0.000001,0.000002,0.000011,0.999975,0.000008,4
0.000001,0.000001,0.000001,0.000647,0.000002,0.999348,5
0.000027,0.000022,0.999938,0.000002,0.000005,0.000006,2
0.001246,0.098929,0.898772,0.000071,0.000529,0.000453,2
0.000035,0.000083,0.000028,0.999470,0.000258,0.000126,3
0.000918,0.000737,0.001939,0.959952,0.033536,0.002918,3
0.000038,0.000026,0.999908,0.000008,0.000010,0.000010,2
0.000001,0.000001,0.000001,0.000111,0.000011,0.999875,5
0.005864,0.000206,0.993452,0.000090,0.000196,0.000192,2
0.003469,0.995532,0.000174,0.000259,0.000292,0.000273,1
0.992994,0.006868,0.000070,0.000013,0.000017,0.000039,0
0.000006,0.000015,0.000003,0.000168,0.999795,0.000012,4
0.000131,0.000022,0.000117,0.045387,0.954199,0.000145,4
0.000080,0.999879,0.000017,0.000004,0.000006,0.000015,1
0.000015,0.000005,0.000005,0.000022,0.999934,0.000020,4
0.000231,0.000142,0.999557,0.000009,0.000033,0.000030,2
0.000134,0.000022,0.000031,0.999188,0.000510,0.000113,3
0.000002,0.000001,0.000001,0.000255,0.000007,0.999734,5
0.000166,0.000138,0.999652,0.000003,0.000025,0.000016,2
0.999373,0.000393,0.000177,0.000008,0.000029,0.000019,0
0.000020,0.000069,0.999885,0.000003,0.000010,0.000012,2
0.000001,0.000003,0.000001,0.000222,0.000004,0.999769,5
0.000005,0.000004,0.000005,0.999967,0.000004,0.000015,3
0.999100,0.000596,0.000262,0.000007,0.000012,0.000021,0
0.000003,0.000001,0.000002,0.000782,0.000001,0.999211,5
0.000046,0.000147,0.999767,0.000001,0.000029,0.000009,2
0.000049,0.000023,0.000041,0.007816,0.991962,0.000109,4
0.000003,0.000001,0.000001,0.000336,0.000002,0.999658,5
0.000001,0.000001,0.000001,0.000243,0.000002,0.999753,5
0.000002,0.000007,0.000006,0.000485,0.000007,0.999493,5
0.000001,0.000001,0.000001,0.000151,0.000004,0.999842,5
0.000350,0.000079,0.000188,0.004545,0.994467,0.000370,4
0.000155,0.999215,0.000206,0.000154,0.000132,0.000137,1
0.000209,0.999174,0.000598,0.000002,0.000007,0.000011,1
0.000002,0.000001,0.000001,0.999982,0.000010,0.000005,3
0.000642,0.998921,0.000284,0.000039,0.000057,0.000058,1
0.001266,0.998362,0.000272,0.000030,0.000027,0.000043,1
0.999635,0.000018,0.000310,0.000005,0.000021,0.000012,0
0.999663,0.000280,0.000032,0.000006,0.000006,0.000012,0
0.000045,0.000006,0.000010,0.000321,0.999589,0.000029,4
0.000142,0.000010,0.000012,0.005575,0.994208,0.000053,4
0.000060,0.999751,0.000050,0.000036,0.000051,0.000051,1
0.000036,0.999662,0.000081,0.000088,0.000067,0.000065,1
0.000038,0.000503,0.999434,0.000006,0.000009,0.000010,2
0.000023,0.000009,0.000011,0.001783,0.998129,0.000045,4
0.000001,0.000001,0.000001,0.000376,0.000008,0.999614,5
0.000009,0.000010,0.000014,0.999515,0.000420,0.000033,3
0.000014,0.000016,0.000009,0.000431,0.999483,0.000047,4
0.999891,0.000010,0.000086,0.000004,0.000003,0.000005,0
0.000363,0.000073,0.999514,0.000011,0.000016,0.000024,2
0.000106,0.999550,0.000230,0.000011,0.000057,0.000046,1
0.999913,0.000036,0.000021,0.000008,0.000010,0.000012,0
0.000031,0.999810,0.000063,0.000014,0.000048,0.000034,1
0.000317,0.999301,0.000087,0.000137,0.000058,0.000101,1
0.000021,0.000037,0.000027,0.999776,0.000051,0.000087,3
0.996993,0.002565,0.000319,0.000050,0.000026,0.000047,0
0.000007,0.000914,0.999029,0.000002,0.000038,0.000010,2
0.000010,0.000004,0.000010,0.000504,0.999442,0.000030,4
0.000015,0.000007,0.000029,0.999878,0.000039,0.000033,3
0.003335,0.974375,0.021426,0.000283,0.000227,0.000354,1
0.000037,0.000014,0.000009,0.000207,0.999686,0.000048,4
0.000294,0.996555,0.002412,0.000144,0.000302,0.000293,1
0.998226,0.000073,0.001626,0.000006,0.000041,0.000027,0
0.998902,0.000506,0.000409,0.000064,0.000050,0.000068,0
0.000001,0.000001,0.000001,0.000097,0.000001,0.999899,5
0.000001,0.000001,0.000001,0.000110,0.000005,0.999882,5
0.000010,0.000002,0.000005,0.000020,0.999945,0.000017,4
0.000001,0.000001,0.000001,0.000697,0.000002,0.999298,5
0.006933,0.003167,0.989348,0.000050,0.000329,0.000173,2
0.000211,0.000144,0.000073,0.026270,0.972955,0.000348,4
0.999928,0.000019,0.000019,0.000006,0.000017,0.000010,0
0.000036,0.000019,0.000033,0.991322,0.008472,0.000116,3
0.001936,0.993652,0.003532,0.000346,0.000248,0.000286,1
0.000054,0.000028,0.000033,0.035001,0.964732,0.000152,4
0.023744,0.007638,0.966642,0.001018,0.000391,0.000568,2
0.000018,0.999704,0.000088,0.000089,0.000034,0.000066,1
0.000001,0.000001,0.000001,0.000120,0.000004,0.999873,5
0.000013,0.000009,0.000009,0.998841,0.001097,0.000031,3
0.000002,0.000001,0.000002,0.000004,0.999984,0.000007,4
0.000563,0.000566,0.998751,0.000021,0.000061,0.000037,2
0.000082,0.000023,0.000064,0.999416,0.000248,0.000166,3
0.643200,0.138801,0.206751,0.000553,0.007757,0.002940,0
0.000003,0.000001,0.000001,0.999970,0.000017,0.000007,3
0.000023,0.000018,0.000028,0.996047,0.003799,0.000085,3
0.000001,0.000002,0.000003,0.000047,0.000012,0.999935,5
0.000001,0.000001,0.000001,0.000402,0.000001,0.999594,5
0.000376,0.000221,0.999172,0.000021,0.000132,0.000078,2
0.999255,0.000522,0.000133,0.000020,0.000036,0.000035,0
0.000197,0.000068,0.000464,0.996107,0.002758,0.000405,3
0.000033,0.000072,0.000070,0.999542,0.000133,0.000151,3
0.000015,0.000007,0.000008,0.000081,0.999857,0.000032,4
0.000150,0.999512,0.000080,0.000114,0.000072,0.000073,1
0.000018,0.999855,0.000106,0.000006,0.000006,0.000010,1
0.000981,0.000069,0.000298,0.060564,0.937420,0.000668,4
0.000026,0.999708,0.000202,0.000017,0.000024,0.000022,1
0.000196,0.000099,0.000169,0.975767,0.023178,0.000591,3
0.000001,0.000001,0.000001,0.000071,0.000015,0.999912,5
0.999945,0.000013,0.000030,0.000002,0.000004,0.000006,0
0.000053,0.999908,0.000014,0.000006,0.000010,0.000008,1
0.007242,0.020138,0.009072,0.085270,0.868397,0.009881,4
0.000014,0.000025,0.000013,0.000437,0.999456,0.000055,4
0.999173,0.000231,0.000450,0.000019,0.000071,0.000056,0
0.000061,0.000032,0.999862,0.000023,0.000011,0.000010,2
0.000013,0.000023,0.000008,0.000045,0.999875,0.000036,4
0.000012,0.000034,0.999938,0.000001,0.000008,0.000006,2
0.000001,0.000001,0.000001,0.000060,0.000024,0.999914,5
0.000255,0.000322,0.999324,0.000003,0.000080,0.000017,2
0.000063,0.000014,0.000028,0.996418,0.003389,0.000088,3
0.000030,0.000017,0.000023,0.995671,0.004178,0.000082,3
0.000012,0.000015,0.999964,0.000004,0.000002,0.000003,2
0.000134,0.000379,0.999440,0.000012,0.000010,0.000025,2
0.000022,0.000013,0.000016,0.999775,0.000117,0.000056,3
0.000179,0.000124,0.000171,0.076376,0.922568,0.000581,4
0.000063,0.000044,0.000059,0.999224,0.000407,0.000202,3
0.000001,0.000001,0.000001,0.000127,0.000008,0.999862,5
0.000074,0.000016,0.000091,0.011306,0.988411,0.000102,4
0.000001,0.000004,0.000003,0.000428,0.000040,0.999524,5
0.000001,0.000001,0.000001,0.000037,0.000007,0.999952,5
0.998709,0.001085,0.000144,0.000007,0.000033,0.000022,0
0.000083,0.999681,0.000199,0.000007,0.000013,0.000017,1
0.000164,0.000041,0.999711,0.000005,0.000061,0.000017,2
0.000001,0.000000,0.000001,0.000133,0.000002,0.999863,5
0.000001,0.000001,0.000001,0.000042,0.000005,0.999950,5
0.000001,0.000001,0.000002,0.000022,0.000023,0.999951,5
0.000001,0.000001,0.000001,0.001404,0.000002,0.998591,5
0.000005,0.000005,0.000006,0.999398,0.000564,0.000022,3
0.002130,0.001363,0.002086,0.009844,0.980899,0.003678,4
0.000007,0.000005,0.000026,0.999921,0.000008,0.000031,3
0.996102,0.001285,0.002427,0.000039,0.000062,0.000085,0
0.000002,0.000001,0.000001,0.001005,0.000001,0.998989,5
0.000001,0.000001,0.000001,0.000273,0.000003,0.999721,5
0.000078,0.999824,0.000036,0.000019,0.000014,0.000029,1
0.000001,0.000002,0.000001,0.000009,0.006627,0.993361,5
0.000052,0.000010,0.000019,0.996062,0.003791,0.000066,3
0.000216,0.000062,0.999653,0.000012,0.000037,0.000020,2
0.000392,0.000385,0.000242,0.285209,0.712900,0.000873,4
0.960821,0.034134,0.004228,0.000186,0.000204,0.000426,0
0.000822,0.998426,0.000624,0.000033,0.000031,0.000063,1
0.000001,0.000001,0.000001,0.000080,0.000011,0.999906,5
0.080270,0.011522,0.907145,0.000213,0.000386,0.000465,2
0.000948,0.998950,0.000053,0.000011,0.000015,0.000023,1
0.000005,0.000005,0.000006,0.999948,0.000012,0.000024,3
0.000011,0.999959,0.000004,0.000002,0.000020,0.000006,1
0.000597,0.998466,0.000841,0.000009,0.000038,0.000050,1
0.000046,0.000068,0.000101,0.998811,0.000780,0.000194,3
0.000126,0.999784,0.000030,0.000010,0.000018,0.000031,1
0.000001,0.000001,0.000001,0.000494,0.000002,0.999501,5
0.000082,0.000058,0.000039,0.000296,0.999403,0.000123,4
0.000032,0.000031,0.000017,0.001732,0.998118,0.000070,4
0.000057,0.000023,0.000036,0.987040,0.012744,0.000101,3
0.999468,0.000089,0.000351,0.000011,0.000035,0.000046,0
0.998745,0.000446,0.000609,0.000009,0.000122,0.000069,0
0.000008,0.000009,0.000007,0.000209,0.999739,0.000028,4
0.000020,0.000026,0.000017,0.999705,0.000161,0.000071,3
0.000373,0.000029,0.999557,0.000011,0.000016,0.000013,2
0.999899,0.000071,0.000005,0.000007,0.000007,0.000010,0
0.000009,0.000005,0.000010,0.000075,0.999869,0.000032,4
0.000051,0.996582,0.003059,0.000044,0.000162,0.000103,1
0.000023,0.000028,0.999925,0.000001,0.000018,0.000006,2
0.000062,0.000018,0.000058,0.998091,0.001607,0.000164,3
0.000090,0.000016,0.000023,0.003587,0.996205,0.000079,4
0.000001,0.000001,0.000001,0.000030,0.000004,0.999963,5
0.999814,0.000038,0.000073,0.000017,0.000019,0.000039,0
0.000019,0.000015,0.000021,0.000180,0.999721,0.000044,4
0.000001,0.000001,0.000001,0.000031,0.000048,0.999918,5
0.000242,0.000414,0.999046,0.000023,0.000159,0.000116,2
0.000139,0.995046,0.004583,0.000059,0.000080,0.000093,1
0.000034,0.000025,0.000047,0.999724,0.000071,0.000099,3
0.000010,0.000015,0.000007,0.000339,0.999599,0.000031,4
0.998058,0.001806,0.000052,0.000005,0.000037,0.000042,0
0.000020,0.000014,0.000028,0.997913,0.001959,0.000066,3
0.000001,0.000001,0.000001,0.000135,0.000017,0.999845,5
0.000008,0.000009,0.000004,0.000254,0.999702,0.000024,4
0.000002,0.000002,0.000002,0.000123,0.000010,0.999862,5
0.999713,0.000076,0.000126,0.000019,0.000035,0.000030,0
0.999713,0.000212,0.000043,0.000001,0.000020,0.000010,0
0.987244,0.008976,0.002453,0.000812,0.000188,0.000326,0
0.000320,0.000227,0.999413,0.000004,0.000018,0.000016,2
0.000013,0.000259,0.000068,0.999186,0.000416,0.000058,3
0.999936,0.000017,0.000022,0.000005,0.000008,0.000012,0
0.998228,0.000247,0.001355,0.000022,0.000072,0.000077,0
0.999918,0.000004,0.000066,0.000004,0.000004,0.000005,0
0.000001,0.000001,0.000001,0.000451,0.000012,0.999535,5
0.000001,0.000001,0.000001,0.000030,0.000013,0.999953,5
0.000031,0.000010,0.000014,0.999831,0.000050,0.000064,3
0.998534,0.000909,0.000253,0.000112,0.000040,0.000151,0
0.000107,0.009235,0.990200,0.000104,0.000196,0.000158,2
0.000001,0.000000,0.000001,0.000045,0.000004,0.999949,5
0.000846,0.000101,0.998953,0.000031,0.000030,0.000039,2
0.998950,0.000739,0.000168,0.000021,0.000068,0.000052,0
0.000794,0.000746,0.000410,0.912218,0.084310,0.001522,3
0.000016,0.000007,0.000018,0.000324,0.999585,0.000050,4
0.999923,0.000043,0.000013,0.000004,0.000006,0.000011,0
0.999908,0.000024,0.000038,0.000013,0.000005,0.000011,0
0.000306,0.000047,0.999551,0.000070,0.000010,0.000016,2
0.005654,0.001364,0.992456,0.000116,0.000240,0.000170,2
0.000001,0.000001,0.000001,0.000064,0.000013,0.999920,5
0.000301,0.984541,0.013950,0.000396,0.000367,0.000445,1
0.000123,0.995406,0.003937,0.000138,0.000117,0.000278,1
0.000169,0.000082,0.000113,0.130667,0.868478,0.000491,4
0.000006,0.000013,0.000006,0.000081,0.999868,0.000026,4
0.000209,0.002954,0.996635,0.000023,0.000099,0.000081,2
0.000003,0.000002,0.000002,0.999965,0.000020,0.000009,3
0.982933,0.000275,0.016590,0.000071,0.000037,0.000094,0
0.000019,0.000007,0.000013,0.996478,0.003435,0.000049,3
0.003589,0.001155,0.995171,0.000013,0.000031,0.000041,2
0.000005,0.000001,0.000002,0.000010,0.999976,0.000006,4
0.999947,0.000011,0.000017,0.000011,0.000007,0.000007,0
0.000042,0.000027,0.000029,0.999508,0.000284,0.000110,3
0.000036,0.000042,0.000034,0.000768,0.999036,0.000083,4
0.000002,0.000004,0.000010,0.999967,0.000008,0.000009,3
0.000001,0.000001,0.000001,0.000149,0.000006,0.999843,5
0.000005,0.000006,0.000004,0.999851,0.000119,0.000014,3
0.000036,0.000035,0.000042,0.000081,0.999681,0.000125,4
0.000001,0.000001,0.000001,0.000077,0.000005,0.999915,5
0.000014,0.000004,0.000013,0.999630,0.000311,0.000028,3
0.993495,0.000175,0.006183,0.000011,0.000079,0.000057,0
0.999056,0.000217,0.000614,0.000016,0.000044,0.000052,0
0.999565,0.000297,0.000073,0.000022,0.000012,0.000030,0
0.000325,0.000645,0.998919,0.000016,0.000061,0.000035,2
0.000004,0.000001,0.000001,0.000082,0.000099,0.999813,5
0.000697,0.648121,0.346131,0.003369,0.000543,0.001140,1
0.000233,0.999696,0.000031,0.000012,0.000013,0.000016,1
0.000522,0.999418,0.000018,0.000002,0.000023,0.000016,1
0.000008,0.000038,0.999930,0.000006,0.000007,0.000011,2
0.999916,0.000035,0.000021,0.000011,0.000007,0.000010,0
0.000008,0.000012,0.000038,0.996943,0.002972,0.000028,3
0.000637,0.999118,0.000149,0.000010,0.000054,0.000031,1
0.044965,0.000888,0.953639,0.000023,0.000335,0.000151,2
0.000498,0.000153,0.000250,0.545266,0.452967,0.000866,3
0.000002,0.000001,0.000001,0.000062,0.000193,0.999740,5
0.000001,0.000001,0.000001,0.000068,0.000006,0.999924,5
0.000095,0.000161,0.000063,0.995378,0.003993,0.000310,3
0.000002,0.000001,0.000001,0.000152,0.000008,0.999837,5
0.000016,0.000075,0.000016,0.000187,0.999650,0.000057,4
0.000001,0.000001,0.000002,0.000003,0.999988,0.000005,4
0.001110,0.997660,0.000969,0.000046,0.000119,0.000096,1
0.000028,0.000014,0.000015,0.001039,0.998838,0.000065,4
0.000117,0.995126,0.004513,0.000084,0.000054,0.000107,1
0.000872,0.000195,0.998779,0.000096,0.000019,0.000038,2
0.000006,0.999945,0.000017,0.000004,0.000016,0.000012,1
0.000009,0.000006,0.000006,0.000056,0.999895,0.000027,4
0.000014,0.000008,0.000016,0.999639,0.000286,0.000037,3
0.000244,0.000042,0.000230,0.000369,0.998924,0.000190,4
0.000001,0.000000,0.000001,0.000154,0.000002,0.999841,5
0.000168,0.000097,0.000086,0.000467,0.998946,0.000236,4
0.000070,0.000046,0.999860,0.000003,0.000012,0.000008,2
0.000003,0.000002,0.000001,0.000053,0.000012,0.999928,5
0.000020,0.000008,0.000008,0.000207,0.999718,0.000039,4
0.000001,0.000001,0.000001,0.000094,0.000013,0.999890,5
0.000009,0.000005,0.000003,0.000243,0.999726,0.000015,4
0.000006,0.000019,0.000012,0.999767,0.000173,0.000022,3
0.000132,0.000191,0.000301,0.000339,0.998648,0.000388,4
0.000300,0.996757,0.002700,0.000058,0.000089,0.000097,1
0.000111,0.999338,0.000456,0.000009,0.000045,0.000040,1
0.000020,0.000013,0.000019,0.002994,0.996896,0.000058,4
0.989160,0.009429,0.001040,0.000039,0.000167,0.000164,0
0.000151,0.997761,0.001329,0.000255,0.000191,0.000313,1
0.000444,0.000033,0.999439,0.000008,0.000045,0.000030,2
0.000002,0.000001,0.000002,0.000285,0.000010,0.999701,5
0.000074,0.999786,0.000073,0.000005,0.000037,0.000025,1
0.000041,0.000018,0.000020,0.000175,0.999681,0.000064,4
0.000045,0.000070,0.000158,0.001793,0.997775,0.000160,4
0.999837,0.000029,0.000073,0.000015,0.000020,0.000026,0
0.000285,0.000362,0.000189,0.113376,0.885057,0.000731,4
0.000053,0.999619,0.000092,0.000075,0.000091,0.000070,1
0.000002,0.000001,0.000004,0.000574,0.000004,0.999415,5
0.000013,0.000014,0.000016,0.999820,0.000086,0.000050,3
0.000001,0.000002,0.000001,0.000228,0.000007,0.999761,5
0.000002,0.000002,0.000001,0.000022,0.000011,0.999963,5
0.009198,0.966594,0.022608,0.000165,0.000807,0.000628,1
0.000224,0.000083,0.000138,0.925528,0.073406,0.000622,3
0.999974,0.000006,0.000010,0.000001,0.000004,0.000005,0
0.000363,0.000130,0.999477,0.000002,0.000014,0.000014,2
0.000341,0.996939,0.002445,0.000076,0.000070,0.000129,1
0.000012,0.000006,0.000007,0.000174,0.999767,0.000035,4
0.000244,0.000230,0.000195,0.989633,0.008979,0.000720,3
0.000121,0.000051,0.000080,0.003318,0.996212,0.000218,4
0.000001,0.000001,0.000002,0.000452,0.000003,0.999543,5
0.996084,0.002572,0.000463,0.000478,0.000203,0.000199,0
0.001868,0.991062,0.006755,0.000072,0.000093,0.000149,1
0.000346,0.000322,0.001695,0.033257,0.963353,0.001028,4
0.000054,0.000025,0.000034,0.998959,0.000795,0.000133,3
0.000013,0.000590,0.999366,0.000001,0.000023,0.000008,2
0.000009,0.002514,0.997429,0.000007,0.000024,0.000018,2
0.000087,0.999748,0.000105,0.000012,0.000024,0.000024,1
0.000022,0.001644,0.998268,0.000005,0.000037,0.000024,2
0.000335,0.000223,0.000350,0.117204,0.880921,0.000967,4
0.000004,0.000003,0.000002,0.000026,0.999952,0.000013,4
0.000261,0.000790,0.000816,0.377279,0.620267,0.000587,4
0.000001,0.000001,0.000001,0.000924,0.000003,0.999071,5
0.000001,0.000002,0.000003,0.001266,0.000005,0.998724,5
0.000534,0.999264,0.000119,0.000009,0.000040,0.000034,1
0.000008,0.000002,0.000008,0.998749,0.001215,0.000018,3
0.000007,0.000007,0.000004,0.999474,0.000488,0.000019,3
0.000133,0.000056,0.999747,0.000022,0.000018,0.000024,2
0.000258,0.000032,0.000102,0.849942,0.149363,0.000302,3
0.000003,0.000004,0.000025,0.999909,0.000045,0.000014,3
0.000023,0.999705,0.000194,0.000020,0.000021,0.000037,1
0.000082,0.999803,0.000080,0.000007,0.000014,0.000014,1
0.000001,0.000001,0.000001,0.000138,0.000074,0.999785,5
0.000021,0.000009,0.000033,0.000503,0.999386,0.000048,4
0.000001,0.000001,0.000001,0.000365,0.000001,0.999631,5
0.000013,0.000020,0.000022,0.984645,0.015251,0.000050,3
0.000032,0.000435,0.999491,0.000008,0.000017,0.000017,2
0.000142,0.000010,0.000178,0.009499,0.990107,0.000064,4
0.001913,0.997905,0.000130,0.000005,0.000025,0.000021,1
0.000021,0.999269,0.000661,0.000014,0.000009,0.000026,1
0.000021,0.001395,0.998534,0.000008,0.000023,0.000019,2
0.997194,0.000535,0.001897,0.000198,0.000060,0.000117,0
0.000002,0.000002,0.000004,0.000170,0.000010,0.999812,5
0.996463,0.003040,0.000370,0.000024,0.000037,0.000066,0
0.997719,0.001925,0.000251,0.000034,0.000027,0.000043,0
0.999121,0.000214,0.000488,0.000014,0.000113,0.000051,0
0.000600,0.000096,0.999205,0.000031,0.000039,0.000030,2
0.000004,0.000002,0.000002,0.999039,0.000944,0.000009,3
0.000080,0.000028,0.000044,0.020191,0.979465,0.000192,4
0.002697,0.005047,0.001815,0.500727,0.487506,0.002209,3
0.000046,0.000105,0.000029,0.000126,0.999543,0.000152,4
0.000001,0.000000,0.000001,0.000128,0.000003,0.999867,5
0.000512,0.992566,0.004381,0.002254,0.000047,0.000240,1
0.000050,0.000021,0.000026,0.981578,0.018208,0.000117,3
0.000025,0.000026,0.000019,0.996726,0.003129,0.000076,3
0.000004,0.000007,0.000003,0.999618,0.000352,0.000015,3
0.000047,0.000063,0.000033,0.993663,0.006027,0.000168,3
0.000002,0.000001,0.000001,0.000005,0.999985,0.000006,4
0.000015,0.000012,0.000010,0.000129,0.999795,0.000040,4
0.999867,0.000040,0.000046,0.000006,0.000023,0.000018,0
0.000054,0.000024,0.000039,0.999669,0.000102,0.000111,3
0.005092,0.001101,0.001445,0.001719,0.988370,0.002272,4
0.999955,0.000012,0.000017,0.000005,0.000003,0.000007,0
0.999789,0.000150,0.000047,0.000002,0.000005,0.000007,0
0.000335,0.998130,0.000531,0.000210,0.000369,0.000425,1
0.000008,0.000013,0.000008,0.000147,0.999784,0.000039,4
0.999942,0.000024,0.000012,0.000002,0.000012,0.000008,0
0.000010,0.000007,0.000009,0.999914,0.000022,0.000038,3
0.999540,0.000145,0.000258,0.000012,0.000022,0.000023,0
0.000063,0.000159,0.999747,0.000002,0.000019,0.000009,2
0.000023,0.000008,0.000015,0.999842,0.000065,0.000047,3
0.998666,0.001062,0.000165,0.000019,0.000044,0.000045,0
0.000252,0.999684,0.000044,0.000007,0.000003,0.000011,1
0.999683,0.000227,0.000027,0.000024,0.000010,0.000028,0
0.000038,0.998564,0.001267,0.000021,0.000050,0.000060,1
