score0,score1,score2,score3,score4,score5,class
0.999983,0.000004,0.000006,0.000000,0.000004,0.000003,0
0.000000,0.000021,0.999975,0.000000,0.000003,0.000002,2
0.000005,0.000050,0.999935,0.000000,0.000008,0.000003,2
0.000532,0.000848,0.000121,0.000161,0.997667,0.000672,4
0.000003,0.000000,0.000001,0.000015,0.000024,0.999956,5
0.000012,0.000008,0.000006,0.000013,0.999922,0.000040,4
0.000004,0.000000,0.000001,0.000278,0.000000,0.999717,5
0.999525,0.000024,0.000377,0.000007,0.000015,0.000052,0
0.000002,0.999989,0.000005,0.000000,0.000001,0.000003,1
0.000001,0.000006,0.999990,0.000001,0.000000,0.000001,2
0.000072,0.000008,0.000042,0.999789,0.000012,0.000077,3
0.999642,0.000176,0.000013,0.000050,0.000027,0.000092,0
0.000002,0.999877,0.000115,0.000001,0.000001,0.000004,1
0.000004,0.999860,0.000105,0.000002,0.000008,0.000021,1
0.999897,0.000030,0.000006,0.000030,0.000005,0.000032,0
0.000008,0.999557,0.000395,0.000004,0.000012,0.000024,1
0.000002,0.000000,0.000001,0.000025,0.000002,0.999970,5
0.000001,0.000000,0.000000,0.000002,0.999994,0.000003,4
0.000001,0.000000,0.000001,0.000078,0.000000,0.999920,5
0.000020,0.000005,0.999971,0.000000,0.000001,0.000003,2
0.000128,0.024873,0.974893,0.000009,0.000033,0.000064,2
0.000056,0.000044,0.000028,0.999514,0.000133,0.000224,3
0.000309,0.000212,0.000266,0.978682,0.019458,0.001073,3
0.000014,0.000007,0.999971,0.000002,0.000001,0.000004,2
0.000001,0.000001,0.000001,0.000507,0.000004,0.999486,5
0.002008,0.000043,0.997861,0.000017,0.000014,0.000057,2
0.001580,0.997995,0.000129,0.000126,0.000057,0.000114,1
0.998856,0.001117,0.000012,0.000002,0.000002,0.000011,0
0.000003,0.000004,0.000002,0.000005,0.999976,0.000010,4
0.000115,0.000019,0.000080,0.036801,0.962774,0.000211,4
0.000025,0.999966,0.000003,0.000001,0.000001,0.000005,1
0.000002,0.000001,0.000001,0.000001,0.999992,0.000004,4
0.000076,0.000047,0.999855,0.000002,0.000007,0.000013,2
0.000019,0.000002,0.000003,0.999770,0.000184,0.000021,3
0.000002,0.000000,0.000001,0.000128,0.000003,0.999866,5
0.000032,0.000027,0.999929,0.000001,0.000005,0.000007,2
0.999888,0.000069,0.000032,0.000001,0.000004,0.000005,0
0.000006,0.000007,0.999984,0.000000,0.000001,0.000002,2
0.000001,0.000001,0.000001,0.000077,0.000004,0.999915,5
0.000007,0.000004,0.000005,0.999949,0.000001,0.000033,3
0.999772,0.000121,0.000097,0.000002,0.000002,0.000007,0
0.000003,0.000000,0.000002,0.000619,0.000000,0.999376,5
0.000006,0.000011,0.999978,0.000000,0.000002,0.000002,2
0.000010,0.000006,0.000008,0.018527,0.981400,0.000049,4
0.000005,0.000000,0.000001,0.000154,0.000000,0.999840,5
0.000001,0.000000,0.000001,0.000131,0.000001,0.999866,5
0.000002,0.000003,0.000006,0.000267,0.000007,0.999715,5
0.000001,0.000000,0.000001,0.000059,0.000001,0.999938,5
0.000081,0.000010,0.000029,0.001031,0.998736,0.000113,4
0.000007,0.999896,0.000022,0.000020,0.000036,0.000019,1
0.000011,0.999945,0.000041,0.000000,0.000001,0.000002,1
0.000001,0.000000,0.000000,0.999996,0.000001,0.000002,3
0.000181,0.999768,0.000016,0.000010,0.000009,0.000015,1
0.000299,0.999652,0.000028,0.000004,0.000004,0.000013,1
0.999912,0.000006,0.000071,0.000001,0.000006,0.000005,0
0.999955,0.000037,0.000003,0.000001,0.000001,0.000003,0
0.000006,0.000001,0.000001,0.000044,0.999941,0.000006,4
0.000230,0.000010,0.000017,0.008618,0.991001,0.000124,4
0.000005,0.999975,0.000004,0.000006,0.000003,0.000007,1
0.000004,0.999959,0.000007,0.000011,0.000009,0.000010,1
0.000003,0.000099,0.999887,0.000004,0.000003,0.000003,2
0.000006,0.000002,0.000003,0.000797,0.999168,0.000023,4
0.000001,0.000000,0.000001,0.000282,0.000002,0.999714,5
0.000047,0.000010,0.000031,0.999295,0.000440,0.000178,3
0.000009,0.000004,0.000004,0.000036,0.999910,0.000036,4
0.999975,0.000009,0.000012,0.000001,0.000001,0.000002,0
0.000077,0.000005,0.999913,0.000000,0.000001,0.000003,2
0.000014,0.999937,0.000023,0.000002,0.000010,0.000014,1
0.999986,0.000004,0.000002,0.000002,0.000002,0.000003,0
0.000012,0.999936,0.000011,0.000005,0.000011,0.000025,1
0.000033,0.999916,0.000007,0.000018,0.000010,0.000016,1
0.000012,0.000012,0.000011,0.999856,0.000020,0.000089,3
0.999467,0.000431,0.000075,0.000007,0.000004,0.000016,0
0.000001,0.000219,0.999770,0.000000,0.000006,0.000004,2
0.000006,0.000002,0.000005,0.000190,0.999773,0.000024,4
0.000002,0.000001,0.000004,0.999983,0.000002,0.000008,3
0.000809,0.995675,0.003439,0.000016,0.000015,0.000046,1
0.000003,0.000001,0.000001,0.000011,0.999975,0.000008,4
0.000018,0.999361,0.000519,0.000012,0.000039,0.000050,1
0.999585,0.000008,0.000399,0.000000,0.000002,0.000006,0
0.999366,0.000374,0.000151,0.000040,0.000023,0.000046,0
0.000001,0.000000,0.000001,0.000021,0.000000,0.999977,5
0.000001,0.000000,0.000000,0.000054,0.000001,0.999943,5
0.000003,0.000000,0.000001,0.000001,0.999993,0.000003,4
0.000002,0.000000,0.000001,0.000258,0.000000,0.999740,5
0.000641,0.000900,0.998356,0.000007,0.000023,0.000073,2
0.000111,0.000022,0.000018,0.010026,0.989693,0.000130,4
0.999985,0.000002,0.000002,0.000002,0.000004,0.000005,0
0.000024,0.000006,0.000013,0.997309,0.002575,0.000073,3
0.000511,0.998628,0.000541,0.000073,0.000098,0.000150,1
0.000007,0.000003,0.000003,0.031525,0.968434,0.000028,4
0.003793,0.001073,0.995007,0.000033,0.000020,0.000074,2
0.000003,0.999920,0.000045,0.000007,0.000009,0.000017,1
0.000001,0.000000,0.000001,0.000090,0.000002,0.999906,5
0.000002,0.000002,0.000001,0.999830,0.000157,0.000008,3
0.000000,0.000000,0.000000,0.000000,0.999998,0.000001,4
0.000209,0.000076,0.999689,0.000003,0.000008,0.000014,2
0.000073,0.000006,0.000026,0.999701,0.000049,0.000145,3
0.435482,0.166907,0.384584,0.000242,0.008686,0.004099,0
0.000000,0.000000,0.000000,0.999996,0.000002,0.000001,3
0.000002,0.000002,0.000002,0.999686,0.000291,0.000016,3
0.000001,0.000001,0.000004,0.000009,0.000004,0.999981,5
0.000001,0.000000,0.000001,0.000198,0.000000,0.999799,5
0.000130,0.000031,0.999761,0.000007,0.000030,0.000041,2
0.999916,0.000033,0.000025,0.000008,0.000005,0.000013,0
0.000405,0.000074,0.000527,0.996641,0.001273,0.001080,3
0.000009,0.000017,0.000034,0.999842,0.000015,0.000081,3
0.000006,0.000002,0.000004,0.000003,0.999966,0.000020,4
0.000023,0.999938,0.000005,0.000019,0.000003,0.000012,1
0.000004,0.999986,0.000005,0.000001,0.000002,0.000003,1
0.000303,0.000022,0.000101,0.013073,0.986056,0.000445,4
0.000001,0.999966,0.000030,0.000000,0.000001,0.000001,1
0.000130,0.000029,0.000060,0.989173,0.010133,0.000476,3
0.000001,0.000000,0.000000,0.000021,0.000010,0.999967,5
0.999966,0.000003,0.000026,0.000001,0.000002,0.000003,0
0.000009,0.999974,0.000006,0.000003,0.000004,0.000005,1
0.003801,0.013789,0.002209,0.034668,0.937815,0.007717,4
0.000003,0.000009,0.000003,0.000021,0.999945,0.000019,4
0.999908,0.000017,0.000058,0.000002,0.000004,0.000011,0
0.000009,0.000007,0.999973,0.000006,0.000002,0.000003,2
0.000004,0.000002,0.000002,0.000007,0.999971,0.000014,4
0.000003,0.000012,0.999980,0.000001,0.000001,0.000003,2
0.000001,0.000001,0.000001,0.000028,0.000005,0.999965,5
0.000041,0.000090,0.999845,0.000000,0.000017,0.000008,2
0.000020,0.000003,0.000008,0.997372,0.002552,0.000045,3
0.000031,0.000008,0.000016,0.998776,0.001055,0.000113,3
0.000002,0.000003,0.999992,0.000002,0.000000,0.000001,2
0.000252,0.000166,0.999532,0.000006,0.000016,0.000028,2
0.000009,0.000003,0.000004,0.999940,0.000017,0.000029,3
0.000134,0.000045,0.000073,0.140097,0.859154,0.000497,4
0.000059,0.000015,0.000038,0.999645,0.000039,0.000203,3
0.000002,0.000000,0.000001,0.000036,0.000001,0.999960,5
0.000034,0.000014,0.000061,0.011323,0.988420,0.000149,4
0.000001,0.000001,0.000002,0.000207,0.000010,0.999779,5
0.000002,0.000001,0.000001,0.000023,0.000003,0.999971,5
0.999805,0.000152,0.000034,0.000000,0.000003,0.000006,0
0.000037,0.999854,0.000075,0.000003,0.000017,0.000014,1
0.000063,0.000023,0.999891,0.000001,0.000013,0.000009,2
0.000001,0.000000,0.000001,0.000055,0.000000,0.999942,5
0.000001,0.000000,0.000001,0.000021,0.000001,0.999976,5
0.000001,0.000000,0.000003,0.000006,0.000003,0.999986,5
0.000001,0.000000,0.000001,0.000176,0.000000,0.999821,5
0.000004,0.000002,0.000002,0.999805,0.000169,0.000018,3
0.001686,0.000562,0.001290,0.002367,0.991469,0.002626,4
0.000005,0.000002,0.000017,0.999938,0.000002,0.000034,3
0.999379,0.000100,0.000463,0.000009,0.000019,0.000030,0
0.000003,0.000000,0.000001,0.000522,0.000000,0.999473,5
0.000002,0.000000,0.000001,0.000065,0.000001,0.999931,5
0.000010,0.999963,0.000010,0.000003,0.000005,0.000008,1
0.000001,0.000001,0.000001,0.000002,0.002515,0.997479,5
0.000024,0.000002,0.000005,0.997022,0.002919,0.000028,3
0.000022,0.000007,0.999960,0.000001,0.000004,0.000005,2
0.000118,0.000108,0.000053,0.040826,0.958494,0.000400,4
0.981096,0.014613,0.003857,0.000046,0.000111,0.000277,0
0.000240,0.999510,0.000186,0.000018,0.000010,0.000036,1
0.000002,0.000000,0.000000,0.000064,0.000009,0.999925,5
0.034741,0.005046,0.959636,0.000073,0.000115,0.000389,2
0.000261,0.999728,0.000005,0.000002,0.000000,0.000004,1
0.000004,0.000003,0.000004,0.999960,0.000003,0.000027,3
0.000005,0.999982,0.000003,0.000001,0.000005,0.000004,1
0.000040,0.999678,0.000267,0.000001,0.000003,0.000012,1
0.000018,0.000022,0.000035,0.999677,0.000106,0.000143,3
0.000022,0.999953,0.000008,0.000003,0.000006,0.000009,1
0.000001,0.000000,0.000001,0.000083,0.000001,0.999914,5
0.000021,0.000005,0.000008,0.000063,0.999866,0.000036,4
0.000008,0.000007,0.000005,0.000034,0.999918,0.000028,4
0.000082,0.000039,0.000026,0.947132,0.052554,0.000167,3
0.999932,0.000013,0.000037,0.000002,0.000003,0.000012,0
0.999887,0.000025,0.000052,0.000001,0.000026,0.000010,0
0.000005,0.000003,0.000005,0.000008,0.999961,0.000018,4
0.000011,0.000005,0.000007,0.999915,0.000013,0.000049,3
0.000102,0.000005,0.999888,0.000002,0.000001,0.000003,2
0.999933,0.000059,0.000001,0.000001,0.000002,0.000003,0
0.000001,0.000000,0.000001,0.000003,0.999989,0.000005,4
0.000010,0.999564,0.000351,0.000006,0.000038,0.000031,1
0.000005,0.000008,0.999981,0.000000,0.000004,0.000002,2
0.000022,0.000002,0.000007,0.999638,0.000287,0.000044,3
0.000022,0.000002,0.000005,0.000553,0.999393,0.000025,4
0.000001,0.000000,0.000001,0.000010,0.000001,0.999987,5
0.999951,0.000006,0.000023,0.000002,0.000004,0.000014,0
0.000003,0.000002,0.000006,0.000112,0.999858,0.000017,4
0.000002,0.000000,0.000001,0.000037,0.000022,0.999937,5
0.000060,0.000029,0.999827,0.000008,0.000026,0.000050,2
0.000057,0.999099,0.000764,0.000011,0.000025,0.000044,1
0.000026,0.000010,0.000062,0.999756,0.000016,0.000130,3
0.000006,0.000003,0.000004,0.000023,0.999939,0.000025,4
0.998974,0.000992,0.000011,0.000003,0.000007,0.000014,0
0.000001,0.000001,0.000001,0.999971,0.000019,0.000007,3
0.000001,0.000001,0.000001,0.000025,0.000011,0.999962,5
0.000001,0.000000,0.000000,0.000008,0.999989,0.000002,4
0.000002,0.000001,0.000001,0.000078,0.000008,0.999910,5
0.999874,0.000009,0.000081,0.000006,0.000011,0.000018,0
0.999939,0.000023,0.000023,0.000000,0.000010,0.000004,0
0.995440,0.003440,0.000586,0.000205,0.000121,0.000208,0
0.000068,0.000062,0.999857,0.000001,0.000004,0.000008,2
0.000002,0.000082,0.000006,0.999813,0.000086,0.000011,3
0.999974,0.000006,0.000009,0.000002,0.000003,0.000006,0
0.999822,0.000020,0.000140,0.000001,0.000005,0.000012,0
0.999989,0.000000,0.000007,0.000001,0.000001,0.000002,0
0.000001,0.000000,0.000001,0.000255,0.000002,0.999741,5
0.000001,0.000001,0.000001,0.000014,0.000004,0.999980,5
0.000025,0.000005,0.000009,0.999875,0.000012,0.000073,3
0.999532,0.000295,0.000038,0.000060,0.000008,0.000067,0
0.000181,0.003275,0.996145,0.000059,0.000165,0.000175,2
0.000001,0.000000,0.000001,0.000013,0.000002,0.999983,5
0.000166,0.000022,0.999776,0.000013,0.000005,0.000018,2
0.999735,0.000081,0.000138,0.000005,0.000021,0.000021,0
0.000194,0.000241,0.000105,0.979020,0.019800,0.000640,3
0.000002,0.000001,0.000002,0.000129,0.999849,0.000016,4
0.999989,0.000004,0.000001,0.000001,0.000001,0.000004,0
0.999974,0.000011,0.000007,0.000003,0.000001,0.000004,0
0.000077,0.000013,0.999892,0.000014,0.000002,0.000003,2
0.002715,0.000252,0.996749,0.000017,0.000179,0.000088,2
0.000003,0.000000,0.000001,0.000012,0.000003,0.999981,5
0.000075,0.998467,0.001265,0.000046,0.000028,0.000119,1
0.000085,0.991567,0.007889,0.000065,0.000094,0.000300,1
0.000076,0.000022,0.000045,0.076611,0.922903,0.000343,4
0.000010,0.000007,0.000008,0.000007,0.999922,0.000046,4
0.000051,0.001024,0.998885,0.000004,0.000009,0.000026,2
0.000000,0.000000,0.000000,0.999998,0.000000,0.000001,3
0.996899,0.000085,0.002904,0.000048,0.000010,0.000055,0
0.000002,0.000000,0.000001,0.999951,0.000039,0.000007,3
0.004461,0.001242,0.994252,0.000004,0.000007,0.000034,2
0.000002,0.000000,0.000001,0.000001,0.999993,0.000003,4
0.999984,0.000002,0.000002,0.000006,0.000003,0.000002,0
0.000148,0.000030,0.000051,0.999219,0.000159,0.000393,3
0.000004,0.000003,0.000002,0.000092,0.999888,0.000012,4
0.000001,0.000003,0.000005,0.999978,0.000001,0.000011,3
0.000001,0.000000,0.000001,0.000030,0.000001,0.999967,5
0.000002,0.000002,0.000002,0.999972,0.000015,0.000007,3
0.000006,0.000003,0.000005,0.000004,0.999962,0.000020,4
0.000001,0.000000,0.000001,0.000068,0.000001,0.999929,5
0.000004,0.000000,0.000002,0.999959,0.000026,0.000009,3
0.997321,0.000022,0.002632,0.000002,0.000009,0.000014,0
0.999765,0.000067,0.000135,0.000003,0.000006,0.000023,0
0.999756,0.000209,0.000012,0.000008,0.000002,0.000013,0
0.000143,0.000287,0.999546,0.000002,0.000009,0.000013,2
0.000006,0.000000,0.000001,0.000044,0.000037,0.999911,5
0.000055,0.324139,0.675228,0.000189,0.000111,0.000278,2
0.000019,0.999936,0.000020,0.000007,0.000005,0.000012,1
0.000057,0.999927,0.000005,0.000001,0.000004,0.000006,1
0.000001,0.000003,0.999991,0.000001,0.000001,0.000002,2
0.999983,0.000003,0.000003,0.000003,0.000001,0.000007,0
0.000002,0.000003,0.000010,0.998803,0.001164,0.000017,3
0.000121,0.999810,0.000038,0.000003,0.000013,0.000015,1
0.024698,0.000658,0.974412,0.000016,0.000061,0.000155,2
0.000342,0.000050,0.000119,0.580597,0.417976,0.000915,3
0.000002,0.000001,0.000001,0.000004,0.000040,0.999953,5
0.000001,0.000000,0.000001,0.000024,0.000001,0.999973,5
0.000037,0.000028,0.000019,0.999471,0.000296,0.000149,3
0.000001,0.000000,0.000001,0.000062,0.000002,0.999933,5
0.000003,0.000008,0.000004,0.000023,0.999947,0.000015,4
0.000001,0.000000,0.000000,0.000000,0.999996,0.000002,4
0.000102,0.999743,0.000120,0.000007,0.000008,0.000021,1
0.000010,0.000002,0.000004,0.000042,0.999920,0.000021,4
0.000013,0.999077,0.000855,0.000008,0.000012,0.000035,1
0.000369,0.000040,0.999531,0.000044,0.000003,0.000014,2
0.000002,0.999990,0.000003,0.000000,0.000001,0.000004,1
0.000006,0.000002,0.000004,0.000002,0.999965,0.000021,4
0.000004,0.000003,0.000003,0.999950,0.000023,0.000018,3
0.000042,0.000016,0.000053,0.000059,0.999729,0.000102,4
0.000002,0.000000,0.000001,0.000059,0.000000,0.999938,5
0.000033,0.000038,0.000013,0.000041,0.999816,0.000060,4
0.000007,0.000007,0.999985,0.000000,0.000001,0.000001,2
0.000002,0.000002,0.000001,0.000015,0.000005,0.999975,5
0.000009,0.000002,0.000002,0.000049,0.999925,0.000013,4
0.000001,0.000000,0.000001,0.000040,0.000003,0.999954,5
0.000001,0.000000,0.000000,0.000022,0.999975,0.000002,4
0.000002,0.000007,0.000004,0.999886,0.000089,0.000013,3
0.000024,0.000092,0.000037,0.000030,0.999722,0.000095,4
0.000033,0.999414,0.000513,0.000003,0.000009,0.000028,1
0.000028,0.999837,0.000095,0.000003,0.000011,0.000026,1
0.000003,0.000002,0.000003,0.000436,0.999540,0.000016,4
0.997272,0.002338,0.000230,0.000011,0.000042,0.000107,0
0.000052,0.998874,0.000646,0.000130,0.000108,0.000191,1
0.000124,0.000005,0.999851,0.000002,0.000008,0.000010,2
0.000001,0.000001,0.000001,0.000232,0.000005,0.999759,5
0.000011,0.999953,0.000019,0.000001,0.000005,0.000011,1
0.000010,0.000004,0.000005,0.000029,0.999929,0.000024,4
0.000057,0.000218,0.000191,0.000241,0.999068,0.000227,4
0.999967,0.000008,0.000010,0.000004,0.000002,0.000009,0
0.000042,0.000018,0.000024,0.029335,0.970429,0.000151,4
0.000018,0.999885,0.000047,0.000012,0.000016,0.000021,1
0.000002,0.000000,0.000004,0.000242,0.000002,0.999750,5
0.000006,0.000004,0.000008,0.999930,0.000008,0.000044,3
0.000001,0.000001,0.000001,0.000046,0.000005,0.999946,5
0.000002,0.000001,0.000001,0.000011,0.000003,0.999984,5
0.014078,0.984068,0.001667,0.000021,0.000032,0.000134,1
0.000043,0.000010,0.000021,0.986739,0.013037,0.000151,3
0.999995,0.000001,0.000001,0.000000,0.000001,0.000002,0
0.000046,0.000019,0.999930,0.000000,0.000001,0.000004,2
0.000020,0.999775,0.000162,0.000010,0.000007,0.000026,1
0.000005,0.000001,0.000002,0.000064,0.999914,0.000014,4
0.000055,0.000023,0.000026,0.996341,0.003350,0.000205,3
0.000004,0.000002,0.000003,0.000250,0.999722,0.000020,4
0.000001,0.000000,0.000002,0.000318,0.000000,0.999679,5
0.997705,0.001208,0.000374,0.000424,0.000102,0.000186,0
0.001230,0.998385,0.000330,0.000007,0.000009,0.000037,1
0.000086,0.000067,0.000158,0.013102,0.986270,0.000317,4
0.000037,0.000009,0.000023,0.999746,0.000033,0.000153,3
0.000001,0.000026,0.999968,0.000000,0.000002,0.000002,2
0.000001,0.000279,0.999712,0.000000,0.000004,0.000003,2
0.000071,0.999889,0.000016,0.000003,0.000012,0.000010,1
0.000003,0.000067,0.999916,0.000001,0.000007,0.000005,2
0.000165,0.000166,0.000211,0.037034,0.961312,0.001112,4
0.000001,0.000000,0.000000,0.000000,0.999996,0.000002,4
0.000133,0.000701,0.000332,0.339670,0.658738,0.000426,4
0.000001,0.000000,0.000001,0.000093,0.000001,0.999905,5
0.000001,0.000001,0.000002,0.000629,0.000001,0.999366,5
0.000400,0.999470,0.000072,0.000002,0.000029,0.000026,1
0.000001,0.000000,0.000001,0.999971,0.000023,0.000004,3
0.000003,0.000001,0.000001,0.999953,0.000032,0.000010,3
0.000044,0.000009,0.999932,0.000003,0.000002,0.000009,2
0.000370,0.000032,0.000110,0.788344,0.210287,0.000858,3
0.000001,0.000002,0.000005,0.999978,0.000005,0.000008,3
0.000004,0.999944,0.000021,0.000004,0.000007,0.000020,1
0.000012,0.999953,0.000019,0.000005,0.000003,0.000007,1
0.000001,0.000001,0.000001,0.000183,0.000020,0.999794,5
0.000012,0.000002,0.000011,0.000080,0.999869,0.000027,4
0.000001,0.000000,0.000001,0.000075,0.000000,0.999922,5
0.000015,0.000018,0.000025,0.989808,0.010012,0.000122,3
0.000002,0.000059,0.999933,0.000001,0.000002,0.000003,2
0.000041,0.000003,0.000026,0.000860,0.999037,0.000033,4
0.000470,0.999503,0.000017,0.000001,0.000003,0.000006,1
0.000004,0.999893,0.000090,0.000003,0.000002,0.000008,1
0.000005,0.000179,0.999804,0.000001,0.000003,0.000007,2
0.998949,0.000267,0.000670,0.000063,0.000009,0.000042,0
0.000002,0.000003,0.000005,0.000115,0.000004,0.999871,5
0.999476,0.000459,0.000038,0.000003,0.000006,0.000019,0
0.999373,0.000494,0.000071,0.000030,0.000011,0.000021,0
0.999774,0.000094,0.000091,0.000002,0.000013,0.000026,0
0.000164,0.000039,0.999759,0.000016,0.000009,0.000013,2
0.000002,0.000001,0.000001,0.999842,0.000148,0.000007,3
0.000030,0.000010,0.000014,0.037070,0.962770,0.000107,4
0.001183,0.002036,0.000435,0.648486,0.346813,0.001047,3
0.000013,0.000017,0.000005,0.000045,0.999872,0.000049,4
0.000002,0.000000,0.000001,0.000070,0.000001,0.999927,5
0.000022,0.999430,0.000219,0.000302,0.000004,0.000024,1
0.000007,0.000002,0.000003,0.999273,0.000691,0.000025,3
0.000010,0.000004,0.000006,0.999105,0.000837,0.000039,3
0.000002,0.000002,0.000001,0.999907,0.000077,0.000010,3
0.000022,0.000022,0.000015,0.997786,0.002044,0.000110,3
0.000001,0.000000,0.000001,0.000001,0.999994,0.000004,4
0.000002,0.000004,0.000002,0.000023,0.999961,0.000009,4
0.999976,0.000004,0.000008,0.000004,0.000002,0.000006,0
0.000039,0.000007,0.000021,0.999823,0.000015,0.000095,3
0.001378,0.000186,0.000527,0.000205,0.996845,0.000858,4
0.999991,0.000001,0.000002,0.000004,0.000000,0.000002,0
0.999956,0.000028,0.000011,0.000001,0.000001,0.000004,0
0.000021,0.999813,0.000055,0.000018,0.000032,0.000061,1
0.000005,0.000004,0.000003,0.000082,0.999885,0.000021,4
0.999993,0.000002,0.000001,0.000000,0.000002,0.000002,0
0.000006,0.000002,0.000004,0.999953,0.000003,0.000031,3
0.999927,0.000029,0.000017,0.000007,0.000008,0.000010,0
0.000011,0.000029,0.999954,0.000000,0.000002,0.000003,2
0.000034,0.000003,0.000011,0.999881,0.000008,0.000062,3
0.999607,0.000200,0.000079,0.000016,0.000039,0.000058,0
0.000021,0.999970,0.000004,0.000002,0.000000,0.000002,1
0.999934,0.000048,0.000003,0.000004,0.000001,0.000009,0
0.000008,0.999621,0.000314,0.000006,0.000016,0.000035,1
