score0,score1,score2,score3,score4,score5,class
0.000000,0.999967,0.000016,0.000000,0.000012,0.000005,1
0.999766,0.000066,0.000010,0.000005,0.000101,0.000051,0
0.000001,0.999975,0.000010,0.000001,0.000009,0.000005,1
0.000001,0.000000,0.000000,0.000019,0.000002,0.999978,5
0.000001,0.000000,0.000000,0.000002,0.999994,0.000003,4
0.000000,0.000000,0.000000,0.000031,0.000000,0.999968,5
0.000001,0.000001,0.999998,0.000000,0.000000,0.000000,2
0.000105,0.030142,0.969440,0.000052,0.000137,0.000124,2
0.000008,0.000002,0.000001,0.999913,0.000039,0.000037,3
0.000090,0.000039,0.000083,0.990636,0.008471,0.000682,3
0.000002,0.000002,0.999994,0.000000,0.000001,0.000001,2
0.000000,0.000000,0.000000,0.000510,0.000002,0.999487,5
0.002215,0.000096,0.997011,0.000157,0.000310,0.000211,2
0.002189,0.997523,0.000003,0.000190,0.000044,0.000051,1
0.997633,0.002327,0.000002,0.000016,0.000008,0.000013,0
0.000001,0.000001,0.000001,0.000020,0.999968,0.000008,4
0.000079,0.000004,0.000069,0.017570,0.982112,0.000166,4
0.000007,0.999988,0.000001,0.000000,0.000001,0.000003,1
0.000000,0.000000,0.000000,0.000000,0.999997,0.000002,4
0.000005,0.000005,0.999986,0.000001,0.000002,0.000002,2
0.000037,0.000004,0.000002,0.999480,0.000398,0.000079,3
0.000000,0.000000,0.000000,0.000073,0.000001,0.999926,5
0.000026,0.000018,0.999928,0.000005,0.000012,0.000011,2
0.999958,0.000019,0.000018,0.000002,0.000001,0.000002,0
0.000003,0.000003,0.999990,0.000000,0.000002,0.000002,2
0.000001,0.000000,0.000000,0.000044,0.000002,0.999954,5
0.000001,0.000000,0.000001,0.999985,0.000000,0.000011,3
0.999884,0.000093,0.000014,0.000001,0.000005,0.000004,0
0.000000,0.000000,0.000001,0.000507,0.000000,0.999492,5
0.000002,0.000005,0.999990,0.000000,0.000001,0.000001,2
0.000019,0.000008,0.000029,0.035068,0.964724,0.000152,4
0.000001,0.000000,0.000000,0.000309,0.000000,0.999690,5
0.000000,0.000000,0.000000,0.000216,0.000000,0.999783,5
0.000000,0.000000,0.000001,0.000186,0.000002,0.999810,5
0.000000,0.000000,0.000000,0.000029,0.000000,0.999970,5
0.000089,0.000021,0.000050,0.005334,0.994102,0.000404,4
0.000035,0.999862,0.000017,0.000020,0.000030,0.000036,1
0.000001,0.999982,0.000015,0.000000,0.000001,0.000001,1
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,3
0.000043,0.999934,0.000009,0.000002,0.000006,0.000007,1
0.000123,0.999850,0.000011,0.000001,0.000005,0.000011,1
0.999928,0.000001,0.000066,0.000000,0.000002,0.000002,0
0.999836,0.000161,0.000001,0.000000,0.000001,0.000001,0
0.000002,0.000000,0.000001,0.000003,0.999986,0.000008,4
0.000027,0.000002,0.000006,0.000564,0.999337,0.000065,4
0.000004,0.999978,0.000001,0.000005,0.000005,0.000006,1
0.000004,0.999797,0.000006,0.000016,0.000147,0.000032,1
0.000001,0.000037,0.999960,0.000002,0.000001,0.000001,2
0.000012,0.000001,0.000004,0.003102,0.996846,0.000035,4
0.000000,0.000000,0.000000,0.000288,0.000000,0.999711,5
0.000010,0.000001,0.000011,0.999699,0.000239,0.000040,3
0.000001,0.000001,0.000000,0.000003,0.999984,0.000010,4
0.999997,0.000000,0.000001,0.000000,0.000001,0.000000,0
0.000035,0.000003,0.999950,0.000000,0.000007,0.000004,2
0.000002,0.999980,0.000005,0.000003,0.000002,0.000007,1
0.999990,0.000001,0.000001,0.000004,0.000002,0.000002,0
0.000011,0.999911,0.000016,0.000003,0.000031,0.000027,1
0.000022,0.999951,0.000005,0.000002,0.000011,0.000009,1
0.000001,0.000000,0.000001,0.999981,0.000001,0.000015,3
0.998103,0.001821,0.000041,0.000003,0.000017,0.000016,0
0.000000,0.000100,0.999898,0.000000,0.000001,0.000001,2
0.000008,0.000001,0.000005,0.000514,0.999438,0.000034,4
0.000001,0.000000,0.000010,0.999974,0.000002,0.000013,3
0.000543,0.993760,0.005442,0.000061,0.000121,0.000072,1
0.000001,0.000000,0.000000,0.000018,0.999975,0.000006,4
0.000006,0.999715,0.000241,0.000002,0.000016,0.000020,1
0.999770,0.000005,0.000208,0.000001,0.000008,0.000008,0
0.999065,0.000653,0.000117,0.000073,0.000033,0.000060,0
0.000000,0.000000,0.000000,0.000058,0.000000,0.999942,5
0.000000,0.000000,0.000000,0.000040,0.000000,0.999959,5
0.000000,0.000000,0.000000,0.000000,0.999999,0.000000,4
0.000000,0.000000,0.000000,0.000065,0.000000,0.999934,5
0.014292,0.001242,0.983828,0.000022,0.000388,0.000229,2
0.000020,0.000002,0.000003,0.003981,0.995950,0.000044,4
0.999996,0.000000,0.000000,0.000000,0.000002,0.000001,0
0.000004,0.000001,0.000004,0.999400,0.000568,0.000023,3
0.000250,0.999042,0.000546,0.000012,0.000088,0.000062,1
0.000027,0.000002,0.000004,0.020938,0.978941,0.000087,4
0.005990,0.001005,0.992803,0.000060,0.000030,0.000113,2
0.000005,0.999720,0.000028,0.000022,0.000146,0.000078,1
0.000000,0.000000,0.000000,0.000216,0.000000,0.999783,5
0.000005,0.000001,0.000004,0.999583,0.000386,0.000021,3
0.000001,0.000000,0.000000,0.000001,0.999996,0.000003,4
0.000309,0.000170,0.999464,0.000014,0.000023,0.000021,2
0.000006,0.000001,0.000007,0.999948,0.000011,0.000027,3
0.662758,0.138198,0.188763,0.000278,0.005838,0.004164,0
0.000001,0.000000,0.000000,0.999989,0.000007,0.000003,3
0.000005,0.000001,0.000011,0.998620,0.001330,0.000032,3
0.000000,0.000000,0.000000,0.000004,0.000005,0.999990,5
0.000000,0.000000,0.000001,0.000047,0.000000,0.999952,5
0.000144,0.000048,0.999596,0.000058,0.000071,0.000083,2
0.999954,0.000016,0.000008,0.000009,0.000007,0.000006,0
0.000012,0.000008,0.000134,0.998545,0.001076,0.000225,3
0.000005,0.000003,0.000018,0.999911,0.000002,0.000062,3
0.000011,0.000007,0.000013,0.000046,0.999816,0.000108,4
0.000002,0.999977,0.000001,0.000013,0.000002,0.000004,1
0.000004,0.999987,0.000004,0.000000,0.000003,0.000003,1
0.000215,0.000019,0.000154,0.012979,0.985914,0.000719,4
0.000005,0.999903,0.000078,0.000001,0.000007,0.000006,1
0.000153,0.000019,0.000034,0.990355,0.008953,0.000487,3
0.000000,0.000000,0.000000,0.000046,0.000000,0.999953,5
0.999989,0.000002,0.000007,0.000000,0.000001,0.000001,0
0.000002,0.999994,0.000001,0.000001,0.000001,0.000001,1
0.002625,0.018670,0.002775,0.042870,0.918561,0.014498,4
0.000005,0.000001,0.000002,0.000097,0.999869,0.000026,4
0.999865,0.000008,0.000100,0.000001,0.000016,0.000009,0
0.000008,0.000002,0.999967,0.000022,0.000000,0.000001,2
0.000003,0.000002,0.000001,0.000028,0.999944,0.000022,4
0.000001,0.000008,0.999987,0.000002,0.000001,0.000001,2
0.000000,0.000000,0.000001,0.000016,0.000003,0.999980,5
0.000136,0.000147,0.999680,0.000002,0.000016,0.000019,2
0.000006,0.000001,0.000004,0.997115,0.002851,0.000023,3
0.000047,0.000006,0.000010,0.999125,0.000692,0.000119,3
0.000000,0.000000,0.999999,0.000000,0.000000,0.000000,2
0.000008,0.000027,0.999960,0.000000,0.000002,0.000002,2
0.000027,0.000007,0.000016,0.999617,0.000098,0.000234,3
0.000204,0.000025,0.000076,0.210895,0.788095,0.000706,4
0.000017,0.000003,0.000009,0.999852,0.000022,0.000098,3
0.000001,0.000000,0.000000,0.000032,0.000000,0.999967,5
0.000008,0.000001,0.000007,0.015347,0.984600,0.000036,4
0.000000,0.000000,0.000000,0.001063,0.000000,0.998936,5
0.000000,0.000000,0.000000,0.000042,0.000004,0.999954,5
0.999819,0.000136,0.000028,0.000002,0.000009,0.000006,0
0.000001,0.999987,0.000011,0.000000,0.000001,0.000001,1
0.000008,0.000003,0.999981,0.000000,0.000005,0.000003,2
0.000000,0.000000,0.000000,0.000022,0.000000,0.999977,5
0.000000,0.000000,0.000000,0.000012,0.000000,0.999987,5
0.000000,0.000000,0.000000,0.000004,0.000004,0.999991,5
0.000000,0.000000,0.000002,0.000324,0.000000,0.999674,5
0.000007,0.000001,0.000006,0.999687,0.000246,0.000052,3
0.000030,0.000005,0.000011,0.000199,0.999608,0.000147,4
0.000003,0.000002,0.000047,0.999897,0.000001,0.000051,3
0.999014,0.000060,0.000792,0.000054,0.000041,0.000039,0
0.000000,0.000000,0.000000,0.000549,0.000000,0.999451,5
0.000000,0.000000,0.000000,0.000061,0.000000,0.999938,5
0.000017,0.999962,0.000003,0.000002,0.000010,0.000006,1
0.000000,0.000001,0.000000,0.000000,0.003145,0.996854,5
0.000041,0.000001,0.000003,0.998517,0.001383,0.000055,3
0.000005,0.000000,0.999994,0.000000,0.000000,0.000001,2
0.000133,0.000035,0.000034,0.200804,0.798627,0.000368,4
0.928766,0.070294,0.000398,0.000045,0.000291,0.000207,0
0.000048,0.999843,0.000072,0.000002,0.000019,0.000017,1
0.000000,0.000000,0.000000,0.000004,0.000001,0.999995,5
0.079157,0.000156,0.920260,0.000015,0.000237,0.000175,2
0.000126,0.999857,0.000002,0.000001,0.000004,0.000010,1
0.000004,0.000002,0.000009,0.999901,0.000003,0.000082,3
0.000004,0.999993,0.000001,0.000001,0.000001,0.000001,1
0.000264,0.999370,0.000298,0.000003,0.000033,0.000032,1
0.000013,0.000005,0.000037,0.999069,0.000711,0.000166,3
0.000003,0.999992,0.000001,0.000000,0.000002,0.000002,1
0.000000,0.000000,0.000002,0.000082,0.000001,0.999916,5
0.000044,0.000005,0.000004,0.000167,0.999679,0.000101,4
0.000002,0.000006,0.000001,0.000018,0.999953,0.000020,4
0.000002,0.000001,0.000001,0.998947,0.001044,0.000006,3
0.999947,0.000007,0.000026,0.000001,0.000012,0.000008,0
0.999962,0.000015,0.000009,0.000001,0.000008,0.000005,0
0.000003,0.000007,0.000002,0.000013,0.999937,0.000038,4
0.000004,0.000001,0.000003,0.999925,0.000044,0.000024,3
0.000035,0.000003,0.999958,0.000001,0.000001,0.000002,2
0.999992,0.000006,0.000000,0.000000,0.000001,0.000001,0
0.000001,0.000000,0.000000,0.000003,0.999993,0.000003,4
0.000003,0.999292,0.000646,0.000009,0.000029,0.000021,1
0.000000,0.000001,0.999998,0.000000,0.000000,0.000000,2
0.000004,0.000000,0.000003,0.999964,0.000019,0.000011,3
0.000003,0.000000,0.000000,0.000036,0.999956,0.000004,4
0.000000,0.000000,0.000000,0.000009,0.000001,0.999990,5
0.999986,0.000002,0.000001,0.000001,0.000006,0.000003,0
0.000002,0.000002,0.000002,0.000033,0.999934,0.000026,4
0.000001,0.000000,0.000000,0.000079,0.000008,0.999913,5
0.000048,0.000445,0.999335,0.000048,0.000050,0.000075,2
0.000044,0.999697,0.000225,0.000002,0.000016,0.000016,1
0.000003,0.000001,0.000021,0.999910,0.000007,0.000059,3
0.000001,0.000000,0.000000,0.000008,0.999990,0.000002,4
0.998851,0.001143,0.000000,0.000001,0.000001,0.000003,0
0.000003,0.000000,0.000003,0.999923,0.000054,0.000018,3
0.000000,0.000000,0.000000,0.000062,0.000002,0.999935,5
0.000003,0.000001,0.000000,0.000105,0.999879,0.000011,4
0.000000,0.000000,0.000000,0.000176,0.000001,0.999822,5
0.999962,0.000005,0.000009,0.000013,0.000006,0.000005,0
0.999928,0.000048,0.000015,0.000001,0.000005,0.000003,0
0.996223,0.002593,0.000285,0.000499,0.000100,0.000301,0
0.000043,0.000017,0.999934,0.000001,0.000003,0.000003,2
0.000001,0.000084,0.000019,0.999872,0.000013,0.000011,3
0.999995,0.000001,0.000001,0.000000,0.000002,0.000001,0
0.999752,0.000036,0.000138,0.000019,0.000024,0.000032,0
0.999993,0.000000,0.000006,0.000000,0.000001,0.000000,0
0.000000,0.000000,0.000000,0.000121,0.000000,0.999878,5
0.000000,0.000000,0.000000,0.000029,0.000001,0.999969,5
0.000002,0.000001,0.000001,0.999968,0.000004,0.000024,3
0.999937,0.000029,0.000008,0.000011,0.000006,0.000009,0
0.000004,0.000477,0.999481,0.000004,0.000016,0.000016,2
0.000000,0.000000,0.000000,0.000010,0.000001,0.999989,5
0.000077,0.000018,0.999864,0.000023,0.000010,0.000008,2
0.998965,0.000372,0.000573,0.000013,0.000043,0.000035,0
0.000388,0.000135,0.000060,0.926613,0.071227,0.001577,3
0.000002,0.000000,0.000002,0.000441,0.999546,0.000009,4
0.999978,0.000004,0.000001,0.000007,0.000005,0.000005,0
0.999991,0.000001,0.000003,0.000003,0.000000,0.000001,0
0.000122,0.000035,0.999788,0.000047,0.000002,0.000006,2
0.000496,0.000095,0.999357,0.000005,0.000027,0.000020,2
0.000001,0.000000,0.000000,0.000050,0.000000,0.999949,5
0.000004,0.999763,0.000195,0.000004,0.000016,0.000018,1
0.000007,0.999480,0.000240,0.000071,0.000128,0.000074,1
0.000035,0.000005,0.000020,0.071271,0.928456,0.000213,4
0.000002,0.000001,0.000000,0.000003,0.999980,0.000014,4
0.000003,0.000903,0.999060,0.000007,0.000013,0.000013,2
0.000001,0.000000,0.000000,0.999995,0.000001,0.000003,3
0.985156,0.000042,0.014660,0.000036,0.000058,0.000048,0
0.000014,0.000002,0.000002,0.991310,0.008631,0.000040,3
0.001437,0.000023,0.998507,0.000002,0.000016,0.000015,2
0.000000,0.000000,0.000000,0.000000,0.999999,0.000000,4
0.999997,0.000001,0.000001,0.000001,0.000000,0.000001,0
0.000010,0.000001,0.000002,0.999952,0.000008,0.000028,3
0.000014,0.000015,0.000002,0.000372,0.999554,0.000044,4
0.000000,0.000000,0.000012,0.999981,0.000001,0.000005,3
0.000000,0.000000,0.000000,0.000020,0.000000,0.999980,5
0.000001,0.000000,0.000000,0.999992,0.000005,0.000002,3
0.000004,0.000002,0.000002,0.000012,0.999958,0.000022,4
0.000000,0.000000,0.000000,0.000041,0.000000,0.999958,5
0.000003,0.000000,0.000001,0.999972,0.000018,0.000006,3
0.993047,0.000044,0.006875,0.000002,0.000017,0.000014,0
0.999797,0.000044,0.000105,0.000006,0.000024,0.000023,0
0.999959,0.000024,0.000005,0.000001,0.000005,0.000006,0
0.000371,0.000137,0.999440,0.000003,0.000030,0.000019,2
0.000001,0.000000,0.000000,0.000188,0.000001,0.999811,5
0.000083,0.735688,0.260929,0.000855,0.001321,0.001124,1
0.000036,0.999952,0.000003,0.000003,0.000002,0.000004,1
0.000061,0.999934,0.000001,0.000001,0.000001,0.000003,1
0.000000,0.000001,0.999998,0.000000,0.000000,0.000000,2
0.999988,0.000001,0.000001,0.000002,0.000004,0.000003,0
0.000000,0.000000,0.000004,0.999734,0.000257,0.000004,3
0.000004,0.999988,0.000003,0.000000,0.000002,0.000003,1
0.114293,0.000504,0.884728,0.000075,0.000225,0.000176,2
0.000349,0.000027,0.000040,0.199033,0.799972,0.000579,4
0.000000,0.000000,0.000000,0.000003,0.000056,0.999940,5
0.000000,0.000000,0.000000,0.000012,0.000001,0.999986,5
0.000031,0.000018,0.000007,0.999672,0.000136,0.000136,3
0.000000,0.000000,0.000000,0.000120,0.000012,0.999867,5
0.000001,0.000006,0.000001,0.000006,0.999971,0.000015,4
0.000000,0.000000,0.000000,0.000000,0.999999,0.000001,4
0.000203,0.999684,0.000088,0.000001,0.000014,0.000010,1
0.000004,0.000001,0.000001,0.000082,0.999899,0.000014,4
0.000012,0.997419,0.002410,0.000009,0.000102,0.000048,1
0.000012,0.000013,0.999965,0.000006,0.000002,0.000002,2
0.000000,0.999999,0.000000,0.000000,0.000000,0.000000,1
0.000003,0.000000,0.000000,0.000011,0.999976,0.000009,4
0.000005,0.000002,0.000022,0.999736,0.000191,0.000044,3
0.000522,0.000020,0.000254,0.000620,0.998072,0.000512,4
0.000000,0.000000,0.000000,0.000095,0.000000,0.999904,5
0.000105,0.000019,0.000012,0.000267,0.999364,0.000233,4
0.000001,0.000002,0.999995,0.000000,0.000001,0.000001,2
0.000000,0.000000,0.000000,0.000014,0.000003,0.999982,5
0.000005,0.000002,0.000001,0.000051,0.999919,0.000021,4
0.000000,0.000000,0.000000,0.000054,0.000001,0.999945,5
0.000003,0.000000,0.000000,0.000013,0.999981,0.000003,4
0.000000,0.000000,0.000001,0.999971,0.000025,0.000002,3
0.000031,0.000034,0.000015,0.000158,0.999611,0.000151,4
0.000014,0.999700,0.000236,0.000002,0.000030,0.000018,1
0.000008,0.999939,0.000026,0.000001,0.000014,0.000012,1
0.000001,0.000000,0.000003,0.000181,0.999804,0.000010,4
0.998692,0.001128,0.000055,0.000015,0.000049,0.000062,0
0.000135,0.996115,0.000574,0.000351,0.001983,0.000842,1
0.000081,0.000004,0.999886,0.000009,0.000008,0.000012,2
0.000000,0.000000,0.000000,0.000296,0.000001,0.999703,5
0.000003,0.999988,0.000003,0.000000,0.000004,0.000003,1
0.000012,0.000005,0.000002,0.000118,0.999826,0.000038,4
0.000002,0.000011,0.000045,0.000145,0.999730,0.000068,4
0.999964,0.000001,0.000030,0.000001,0.000001,0.000003,0
0.000046,0.000006,0.000009,0.006918,0.992902,0.000118,4
0.000002,0.999945,0.000003,0.000009,0.000032,0.000008,1
0.000000,0.000000,0.000001,0.000684,0.000000,0.999315,5
0.000008,0.000003,0.000022,0.999861,0.000013,0.000092,3
0.000000,0.000000,0.000000,0.000033,0.000001,0.999966,5
0.000001,0.000000,0.000000,0.000008,0.000007,0.999984,5
0.002507,0.995424,0.001881,0.000006,0.000093,0.000088,1
0.000025,0.000005,0.000005,0.995605,0.004279,0.000083,3
0.999998,0.000000,0.000001,0.000000,0.000001,0.000001,0
0.000023,0.000004,0.999970,0.000000,0.000002,0.000001,2
0.000019,0.999659,0.000204,0.000007,0.000072,0.000040,1
0.000002,0.000000,0.000000,0.000018,0.999970,0.000009,4
0.000067,0.000009,0.000020,0.999047,0.000646,0.000212,3
0.000012,0.000001,0.000007,0.000174,0.999777,0.000029,4
0.000000,0.000000,0.000001,0.000155,0.000000,0.999844,5
0.999586,0.000119,0.000110,0.000130,0.000019,0.000035,0
0.001525,0.997662,0.000746,0.000020,0.000021,0.000026,1
0.000051,0.000061,0.000306,0.016568,0.982402,0.000611,4
0.000069,0.000030,0.000013,0.998851,0.000472,0.000565,3
0.000001,0.000084,0.999912,0.000000,0.000002,0.000002,2
0.000000,0.000123,0.999868,0.000001,0.000003,0.000004,2
0.000011,0.999977,0.000002,0.000001,0.000006,0.000003,1
0.000000,0.000196,0.999793,0.000001,0.000005,0.000005,2
0.000017,0.000006,0.000007,0.001332,0.998569,0.000070,4
0.000000,0.000000,0.000000,0.000000,0.999998,0.000002,4
0.000057,0.000272,0.001326,0.859871,0.137257,0.001217,3
0.000000,0.000000,0.000000,0.000106,0.000000,0.999893,5
0.000000,0.000000,0.000002,0.001543,0.000000,0.998455,5
0.000418,0.999452,0.000022,0.000006,0.000050,0.000053,1
0.000000,0.000000,0.000001,0.999978,0.000016,0.000004,3
0.000001,0.000001,0.000000,0.999934,0.000058,0.000006,3
0.000037,0.000005,0.999928,0.000005,0.000014,0.000011,2
0.000126,0.000010,0.000036,0.300855,0.698649,0.000323,4
0.000000,0.000000,0.000008,0.999983,0.000004,0.000005,3
0.000001,0.999886,0.000094,0.000001,0.000010,0.000009,1
0.000025,0.999928,0.000029,0.000001,0.000008,0.000009,1
0.000000,0.000000,0.000000,0.000033,0.000001,0.999965,5
0.000074,0.000014,0.000107,0.005102,0.994445,0.000258,4
0.000000,0.000000,0.000001,0.000083,0.000000,0.999915,5
0.000004,0.000005,0.000005,0.998556,0.001378,0.000052,3
0.000000,0.000022,0.999973,0.000001,0.000002,0.000002,2
0.000052,0.000003,0.000138,0.001655,0.998034,0.000118,4
0.000670,0.999318,0.000008,0.000000,0.000001,0.000003,1
0.000002,0.999928,0.000059,0.000001,0.000007,0.000004,1
0.000000,0.000058,0.999936,0.000000,0.000004,0.000002,2
0.998678,0.000041,0.001039,0.000184,0.000016,0.000042,0
0.000000,0.000000,0.000000,0.000048,0.000006,0.999945,5
0.999504,0.000446,0.000013,0.000002,0.000019,0.000016,0
0.998912,0.001062,0.000009,0.000004,0.000007,0.000007,0
0.999828,0.000069,0.000053,0.000008,0.000022,0.000021,0
0.000043,0.000023,0.999895,0.000022,0.000007,0.000009,2
0.000005,0.000000,0.000000,0.999834,0.000151,0.000010,3
0.000014,0.000001,0.000002,0.004620,0.995315,0.000049,4
0.000851,0.002612,0.000186,0.662155,0.331626,0.002570,3
0.000021,0.000019,0.000004,0.000368,0.999434,0.000154,4
0.000000,0.000000,0.000000,0.000036,0.000000,0.999963,5
0.000026,0.999189,0.000431,0.000318,0.000005,0.000031,1
0.000009,0.000001,0.000001,0.998490,0.001475,0.000024,3
0.000002,0.000001,0.000003,0.998596,0.001374,0.000023,3
0.000002,0.000001,0.000001,0.999957,0.000031,0.000008,3
0.000025,0.000018,0.000015,0.998600,0.001128,0.000214,3
0.000000,0.000000,0.000000,0.000000,0.999999,0.000001,4
0.000001,0.000001,0.000000,0.000002,0.999990,0.000007,4
0.999978,0.000002,0.000014,0.000002,0.000002,0.000003,0
0.000010,0.000001,0.000004,0.999931,0.000003,0.000051,3
0.000239,0.000144,0.000112,0.000111,0.998636,0.000757,4
0.999997,0.000000,0.000001,0.000001,0.000001,0.000001,0
0.999942,0.000054,0.000001,0.000000,0.000001,0.000002,0
0.000159,0.999138,0.000126,0.000054,0.000262,0.000262,1
0.000001,0.000002,0.000001,0.000022,0.999966,0.000009,4
0.999995,0.000001,0.000001,0.000001,0.000001,0.000001,0
0.000002,0.000000,0.000002,0.999965,0.000011,0.000020,3
0.999979,0.000005,0.000010,0.000002,0.000002,0.000001,0
0.000005,0.000004,0.999988,0.000000,0.000002,0.000001,2
0.000006,0.000000,0.000002,0.999972,0.000005,0.000015,3
0.999749,0.000165,0.000038,0.000006,0.000019,0.000023,0
0.000011,0.999985,0.000001,0.000000,0.000001,0.000001,1
0.999856,0.000133,0.000001,0.000001,0.000004,0.000005,0
0.000001,0.999900,0.000089,0.000003,0.000004,0.000004,1
