score0,score1,class
0.000623,0.999377,1
0.999996,0.000004,0
0.999863,0.000137,0
0.999546,0.000454,0
0.999743,0.000257,0
0.000054,0.999946,1
0.999897,0.000103,0
0.999995,0.000005,0
0.000033,0.999967,1
0.000155,0.999845,1
0.999955,0.000045,0
0.999819,0.000181,0
0.999664,0.000336,0
0.000291,0.999709,1
0.000070,0.999930,1
0.000024,0.999976,1
0.999677,0.000323,0
0.999931,0.000069,0
0.000031,0.999969,1
0.000011,0.999989,1
0.000000,1.000000,1
0.000091,0.999909,1
0.999942,0.000058,0
0.000035,0.999965,1
0.999917,0.000083,0
0.999972,0.000028,0
0.000000,1.000000,1
0.000194,0.999806,1
0.999938,0.000062,0
0.998924,0.001076,0
0.000019,0.999981,1
0.999604,0.000396,0
0.000284,0.999716,1
0.000029,0.999971,1
0.000002,0.999998,1
0.000001,0.999999,1
0.000221,0.999779,1
0.999776,0.000224,0
0.000012,0.999988,1
0.000397,0.999603,1
0.000120,0.999880,1
0.000219,0.999781,1
0.000132,0.999868,1
0.999870,0.000130,0
0.999996,0.000004,0
0.999966,0.000034,0
0.000440,0.999560,1
0.000171,0.999829,1
0.999945,0.000055,0
0.000028,0.999972,1
0.000397,0.999603,1
0.000154,0.999846,1
0.999929,0.000071,0
0.999950,0.000050,0
0.000032,0.999968,1
0.000221,0.999779,1
0.999927,0.000073,0
0.000072,0.999928,1
0.000001,0.999999,1
0.000055,0.999945,1
0.000045,0.999955,1
0.000330,0.999670,1
0.999974,0.000026,0
0.999959,0.000041,0
0.999557,0.000443,0
0.999967,0.000033,0
0.000269,0.999731,1
0.000037,0.999963,1
0.999971,0.000029,0
0.999636,0.000364,0
0.000038,0.999962,1
0.999935,0.000065,0
0.000470,0.999530,1
0.999867,0.000133,0
0.998262,0.001738,0
0.000003,0.999997,1
0.999423,0.000577,0
0.999879,0.000121,0
0.000097,0.999903,1
0.999724,0.000276,0
0.999532,0.000468,0
0.000186,0.999814,1
0.000176,0.999824,1
0.000000,1.000000,1
0.000590,0.999410,1
0.999614,0.000386,0
0.000402,0.999598,1
0.999882,0.000118,0
0.000049,0.999951,1
0.000017,0.999983,1
0.999930,0.000070,0
0.999993,0.000007,0
0.000000,1.000000,1
0.000013,0.999987,1
0.000136,0.999864,1
0.999880,0.000120,0
0.000062,0.999938,1
0.000264,0.999736,1
0.001302,0.998698,1
0.999997,0.000003,0
0.000124,0.999876,1
0.000000,1.000000,1
0.999996,0.000004,0
0.000015,0.999985,1
0.999933,0.000067,0
0.999962,0.000038,0
0.000024,0.999976,1
0.009070,0.990930,1
0.999991,0.000009,0
0.000031,0.999969,1
0.000001,0.999999,1
0.999961,0.000039,0
0.000001,0.999999,1
0.999540,0.000460,0
0.001030,0.998970,1
0.000243,0.999757,1
0.999349,0.000651,0
0.999999,0.000001,0
0.999871,0.000129,0
0.999785,0.000215,0
0.999998,0.000002,0
0.999616,0.000384,0
0.000089,0.999911,1
0.000005,0.999995,1
0.999951,0.000049,0
0.999974,0.000026,0
0.999860,0.000140,0
0.000083,0.999917,1
0.999913,0.000087,0
0.999905,0.000095,0
0.999989,0.000011,0
0.999982,0.000018,0
0.000448,0.999552,1
0.000402,0.999598,1
0.000476,0.999524,1
0.999903,0.000097,0
0.000008,0.999992,1
0.997739,0.002261,0
0.000002,0.999998,1
0.000000,1.000000,1
0.999958,0.000042,0
0.999761,0.000239,0
0.000218,0.999782,1
0.000004,0.999996,1
0.999946,0.000054,0
0.999967,0.000033,0
0.000195,0.999805,1
0.999959,0.000041,0
0.000029,0.999971,1
0.999614,0.000386,0
0.999835,0.000165,0
0.999992,0.000008,0
0.001043,0.998957,1
0.001349,0.998651,1
0.000197,0.999803,1
0.999933,0.000067,0
0.000053,0.999947,1
0.000011,0.999989,1
0.000061,0.999939,1
0.000024,0.999976,1
0.000003,0.999997,1
0.999944,0.000056,0
0.999988,0.000012,0
0.000612,0.999388,1
0.000074,0.999926,1
0.000000,1.000000,1
0.000198,0.999802,1
0.999998,0.000002,0
0.000103,0.999897,1
0.000011,0.999989,1
0.000755,0.999245,1
0.999988,0.000012,0
0.000000,1.000000,1
0.000453,0.999547,1
0.999972,0.000028,0
0.999609,0.000391,0
0.999996,0.000004,0
0.999985,0.000015,0
0.001211,0.998789,1
0.999980,0.000020,0
0.000970,0.999030,1
0.999951,0.000049,0
0.000201,0.999799,1
0.999993,0.000007,0
0.999969,0.000031,0
0.999860,0.000140,0
0.999969,0.000031,0
0.999879,0.000121,0
0.999840,0.000160,0
0.999961,0.000039,0
0.000042,0.999958,1
0.999847,0.000153,0
0.000782,0.999218,1
0.000702,0.999298,1
0.000114,0.999886,1
0.000187,0.999813,1
0.999991,0.000009,0
0.999977,0.000023,0
0.000104,0.999896,1
0.000145,0.999855,1
0.000006,0.999994,1
0.000029,0.999971,1
0.000000,1.000000,1
0.000830,0.999170,1
0.000130,0.999870,1
0.001674,0.998326,1
0.999975,0.000025,0
0.000022,0.999978,1
0.000266,0.999734,1
0.998757,0.001243,0
0.000009,0.999991,1
0.999970,0.000030,0
0.999738,0.000262,0
0.999836,0.000164,0
0.000033,0.999967,1
0.999938,0.000062,0
0.999994,0.000006,0
0.999870,0.000130,0
0.000478,0.999522,1
0.000276,0.999724,1
0.999253,0.000747,0
0.000042,0.999958,1
0.000007,0.999993,1
0.999968,0.000032,0
0.000196,0.999804,1
0.001853,0.998147,1
0.000004,0.999996,1
0.000166,0.999834,1
0.000060,0.999940,1
0.000130,0.999870,1
0.999984,0.000016,0
0.000009,0.999991,1
0.000039,0.999961,1
0.000024,0.999976,1
0.999607,0.000393,0
0.000005,0.999995,1
0.999943,0.000057,0
0.999876,0.000124,0
0.000154,0.999846,1
0.000287,0.999713,1
0.000066,0.999934,1
0.000326,0.999674,1
0.999963,0.000037,0
0.999923,0.000077,0
0.000017,0.999983,1
0.000063,0.999937,1
0.000003,0.999997,1
0.000008,0.999992,1
0.000144,0.999856,1
0.999975,0.000025,0
0.999977,0.000023,0
0.000019,0.999981,1
0.000000,1.000000,1
0.999992,0.000008,0
0.000067,0.999933,1
0.998110,0.001890,0
0.000168,0.999832,1
0.000000,1.000000,1
0.000011,0.999989,1
0.000004,0.999996,1
0.999908,0.000092,0
0.000011,0.999989,1
0.999952,0.000048,0
0.999995,0.000005,0
0.999826,0.000174,0
0.999916,0.000084,0
0.000246,0.999754,1
0.999943,0.000057,0
0.000043,0.999957,1
0.999917,0.000083,0
0.000002,0.999998,1
0.000010,0.999990,1
0.000133,0.999867,1
0.999988,0.000012,0
0.000556,0.999444,1
0.999965,0.000035,0
0.999990,0.000010,0
0.000012,0.999988,1
0.999714,0.000286,0
0.999976,0.000024,0
0.999779,0.000221,0
0.000009,0.999991,1
0.000065,0.999935,1
0.000303,0.999697,1
0.000078,0.999922,1
0.000114,0.999886,1
0.999927,0.000073,0
0.000087,0.999913,1
0.999996,0.000004,0
0.000002,0.999998,1
0.000004,0.999996,1
0.999526,0.000474,0
0.000724,0.999276,1
0.999826,0.000174,0
0.000032,0.999968,1
0.000004,0.999996,1
0.000015,0.999985,1
0.999985,0.000015,0
0.000012,0.999988,1
0.999975,0.000025,0
0.000029,0.999971,1
0.000359,0.999641,1
0.999965,0.000035,0
0.000078,0.999922,1
0.998891,0.001109,0
0.000166,0.999834,1
0.000020,0.999980,1
0.999993,0.000007,0
0.999944,0.000056,0
0.000222,0.999778,1
0.999855,0.000145,0
0.999842,0.000158,0
0.000424,0.999576,1
0.999987,0.000013,0
0.999954,0.000046,0
0.999975,0.000025,0
0.999933,0.000067,0
0.000018,0.999982,1
0.999964,0.000036,0
0.000228,0.999772,1
0.999993,0.000007,0
0.000037,0.999963,1
0.999875,0.000125,0
0.000155,0.999845,1
0.999951,0.000049,0
0.999985,0.000015,0
0.000150,0.999850,1
0.999900,0.000100,0
0.999987,0.000013,0
0.999923,0.000077,0
0.000113,0.999887,1
0.000008,0.999992,1
0.999991,0.000009,0
0.999909,0.000091,0
0.000132,0.999868,1
0.000010,0.999990,1
0.000336,0.999664,1
0.999937,0.000063,0
0.001309,0.998691,1
0.000038,0.999962,1
0.000100,0.999900,1
0.000008,0.999992,1
0.000072,0.999928,1
0.999993,0.000007,0
0.999730,0.000270,0
0.000041,0.999959,1
0.999998,0.000002,0
0.999705,0.000295,0
0.000034,0.999966,1
0.000116,0.999884,1
0.999288,0.000712,0
0.999994,0.000006,0
0.000012,0.999988,1
0.999977,0.000023,0
0.000021,0.999979,1
0.000035,0.999965,1
0.998273,0.001727,0
0.000000,1.000000,1
0.000053,0.999947,1
0.999954,0.000046,0
0.999976,0.000024,0
0.000005,0.999995,1
0.000009,0.999991,1
0.002686,0.997314,1
0.000004,0.999996,1
0.000009,0.999991,1
0.999976,0.000024,0
0.000008,0.999992,1
0.999948,0.000052,0
0.000062,0.999938,1
0.999888,0.000112,0
0.000028,0.999972,1
0.999951,0.000049,0
0.999977,0.000023,0
0.999814,0.000186,0
0.999575,0.000425,0
0.000409,0.999591,1
0.000028,0.999972,1
0.999985,0.000015,0
0.000133,0.999867,1
0.000003,0.999997,1
0.000026,0.999974,1
0.000055,0.999945,1
0.999981,0.000019,0
0.999861,0.000139,0
0.999953,0.000047,0
0.000194,0.999806,1
0.000170,0.999830,1
0.000042,0.999958,1
0.000017,0.999983,1
0.999856,0.000144,0
0.000027,0.999973,1
0.999991,0.000009,0
0.000053,0.999947,1
0.000059,0.999941,1
0.999322,0.000678,0
0.000003,0.999997,1
0.999878,0.000122,0
0.000009,0.999991,1
0.999988,0.000012,0
0.000145,0.999855,1
0.000755,0.999245,1
0.999893,0.000107,0
0.000011,0.999989,1
0.000001,0.999999,1
0.000006,0.999994,1
0.000006,0.999994,1
0.999949,0.000051,0
0.999966,0.000034,0
0.000083,0.999917,1
0.999775,0.000225,0
0.000419,0.999581,1
0.999916,0.000084,0
0.999938,0.000062,0
0.000028,0.999972,1
0.999945,0.000055,0
0.999937,0.000063,0
0.000001,0.999999,1
0.000035,0.999965,1
0.000332,0.999668,1
0.000005,0.999995,1
0.000072,0.999928,1
0.999983,0.000017,0
0.000737,0.999263,1
0.999945,0.000055,0
0.998757,0.001243,0
0.999936,0.000064,0
0.000039,0.999961,1
0.000042,0.999958,1
0.000000,1.000000,1
0.000060,0.999940,1
0.000138,0.999862,1
0.013818,0.986182,1
0.999907,0.000093,0
0.999971,0.000029,0
0.000099,0.999901,1
0.999851,0.000149,0
0.999922,0.000078,0
0.999811,0.000189,0
0.999982,0.000018,0
0.000012,0.999988,1
0.999840,0.000160,0
0.000077,0.999923,1
0.999816,0.000184,0
0.000109,0.999891,1
0.999681,0.000319,0
0.000036,0.999964,1
0.999943,0.000057,0
0.000040,0.999960,1
0.999911,0.000089,0
0.000068,0.999932,1
0.000017,0.999983,1
0.000573,0.999427,1
0.999979,0.000021,0
0.999901,0.000099,0
0.999662,0.000338,0
0.999899,0.000101,0
0.999972,0.000028,0
0.999973,0.000027,0
0.000014,0.999986,1
0.000027,0.999973,1
0.000114,0.999886,1
0.000000,1.000000,1
0.000755,0.999245,1
0.000597,0.999403,1
0.000000,1.000000,1
0.999938,0.000062,0
0.999992,0.000008,0
0.000209,0.999791,1
0.000005,0.999995,1
0.999683,0.000317,0
0.000009,0.999991,1
0.999998,0.000002,0
0.999951,0.000049,0
0.000081,0.999919,1
0.000141,0.999859,1
0.999972,0.000028,0
0.999916,0.000084,0
0.999959,0.000041,0
0.999978,0.000022,0
0.999702,0.000298,0
0.000036,0.999964,1
0.000116,0.999884,1
0.999998,0.000002,0
0.999922,0.000078,0
0.000006,0.999994,1
0.001450,0.998550,1
0.000003,0.999997,1
0.999977,0.000023,0
0.000060,0.999940,1
0.000065,0.999935,1
0.999395,0.000605,0
0.000053,0.999947,1
0.000004,0.999996,1
0.999994,0.000006,0
0.999971,0.000029,0
0.000183,0.999817,1
0.999950,0.000050,0
0.999989,0.000011,0
0.000079,0.999921,1
0.999950,0.000050,0
0.999870,0.000130,0
0.999010,0.000990,0
0.999775,0.000225,0
0.000005,0.999995,1
0.000008,0.999992,1
0.000108,0.999892,1
0.999997,0.000003,0
0.999968,0.000032,0
0.999981,0.000019,0
0.999833,0.000167,0
0.000372,0.999628,1
0.000005,0.999995,1
0.999995,0.000005,0
0.000085,0.999915,1
0.999645,0.000355,0
0.000003,0.999997,1
0.999985,0.000015,0
0.000067,0.999933,1
0.000049,0.999951,1
0.000030,0.999970,1
0.999997,0.000003,0
0.000063,0.999937,1
0.999913,0.000087,0
0.999275,0.000725,0
0.000093,0.999907,1
0.999540,0.000460,0
0.000759,0.999241,1
0.999971,0.000029,0
0.000000,1.000000,1
0.000002,0.999998,1
0.000007,0.999993,1
0.999928,0.000072,0
0.999912,0.000088,0
0.000013,0.999987,1
0.000030,0.999970,1
0.999928,0.000072,0
0.999997,0.000003,0
0.999908,0.000092,0
0.999995,0.000005,0
0.000059,0.999941,1
0.999952,0.000048,0
0.999955,0.000045,0
0.999999,0.000001,0
0.000357,0.999643,1
0.000006,0.999994,1
0.000038,0.999962,1
0.000066,0.999934,1
0.000088,0.999912,1
0.000368,0.999632,1
0.999894,0.000106,0
0.000015,0.999985,1
0.000010,0.999990,1
0.000015,0.999985,1
0.000006,0.999994,1
0.000424,0.999576,1
0.000039,0.999961,1
0.999790,0.000210,0
0.000435,0.999565,1
0.000009,0.999991,1
0.000182,0.999818,1
0.999616,0.000384,0
0.000005,0.999995,1
0.999880,0.000120,0
0.000001,0.999999,1
0.000018,0.999982,1
0.000024,0.999976,1
0.000042,0.999958,1
0.000271,0.999729,1
0.997162,0.002838,0
0.999883,0.000117,0
0.999934,0.000066,0
0.999976,0.000024,0
0.000006,0.999994,1
0.999999,0.000001,0
0.999767,0.000233,0
0.999995,0.000005,0
0.000008,0.999992,1
0.999999,0.000001,0
0.999983,0.000017,0
0.000111,0.999889,1
0.999966,0.000034,0
0.000092,0.999908,1
0.999971,0.000029,0
0.000024,0.999976,1
0.000004,0.999996,1
0.000302,0.999698,1
0.000240,0.999760,1
0.999982,0.000018,0
0.000119,0.999881,1
0.999768,0.000232,0
0.999823,0.000177,0
0.999960,0.000040,0
0.000397,0.999603,1
0.999977,0.000023,0
0.999755,0.000245,0
0.000031,0.999969,1
0.000052,0.999948,1
0.999951,0.000049,0
0.999173,0.000827,0
0.999787,0.000213,0
0.999998,0.000002,0
0.000011,0.999989,1
0.999993,0.000007,0
0.001162,0.998838,1
0.999749,0.000251,0
0.000004,0.999996,1
0.999729,0.000271,0
0.999920,0.000080,0
0.000417,0.999583,1
0.999867,0.000133,0
0.000035,0.999965,1
0.000587,0.999413,1
0.999636,0.000364,0
0.999978,0.000022,0
0.999951,0.000049,0
0.999888,0.000112,0
0.999623,0.000377,0
0.000035,0.999965,1
0.000033,0.999967,1
0.999850,0.000150,0
0.000159,0.999841,1
0.001512,0.998488,1
0.999984,0.000016,0
0.999927,0.000073,0
0.999971,0.000029,0
0.000000,1.000000,1
0.999919,0.000081,0
0.000006,0.999994,1
0.999963,0.000037,0
0.999949,0.000051,0
0.999913,0.000087,0
0.999810,0.000190,0
0.999924,0.000076,0
0.000019,0.999981,1
0.000006,0.999994,1
0.999952,0.000048,0
0.000000,1.000000,1
0.000277,0.999723,1
0.999790,0.000210,0
0.000120,0.999880,1
0.999964,0.000036,0
0.000001,0.999999,1
0.999988,0.000012,0
0.999983,0.000017,0
0.000059,0.999941,1
0.999888,0.000112,0
0.999997,0.000003,0
0.000026,0.999974,1
0.999946,0.000054,0
0.000320,0.999680,1
0.000088,0.999912,1
0.999896,0.000104,0
0.999982,0.000018,0
0.000091,0.999909,1
0.999928,0.000072,0
0.000511,0.999489,1
0.999792,0.000208,0
0.999991,0.000009,0
0.000011,0.999989,1
0.999985,0.000015,0
0.999804,0.000196,0
0.000146,0.999854,1
0.000112,0.999888,1
0.999710,0.000290,0
0.999916,0.000084,0
0.000075,0.999925,1
0.000039,0.999961,1
0.999447,0.000553,0
0.000006,0.999994,1
0.000240,0.999760,1
0.999957,0.000043,0
0.000013,0.999987,1
0.999956,0.000044,0
0.000741,0.999259,1
0.000083,0.999917,1
0.000067,0.999933,1
0.999946,0.000054,0
0.000484,0.999516,1
0.000008,0.999992,1
0.999532,0.000468,0
0.999985,0.000015,0
0.000001,0.999999,1
0.998548,0.001452,0
0.999972,0.000028,0
0.999943,0.000057,0
0.000030,0.999970,1
0.000008,0.999992,1
0.999998,0.000002,0
0.000005,0.999995,1
0.999984,0.000016,0
0.002191,0.997809,1
0.000104,0.999896,1
0.999970,0.000030,0
0.000002,0.999998,1
0.999249,0.000751,0
0.999997,0.000003,0
0.000000,1.000000,1
0.000063,0.999937,1
0.998871,0.001129,0
0.000108,0.999892,1
0.000019,0.999981,1
0.999983,0.000017,0
0.000314,0.999686,1
0.999395,0.000605,0
0.000028,0.999972,1
0.000032,0.999968,1
0.000049,0.999951,1
0.999998,0.000002,0
0.000001,0.999999,1
0.000047,0.999953,1
0.000205,0.999795,1
0.000302,0.999698,1
0.999973,0.000027,0
0.000001,0.999999,1
0.000109,0.999891,1
0.999969,0.000031,0
0.000019,0.999981,1
0.000067,0.999933,1
0.999662,0.000338,0
0.000001,0.999999,1
0.999691,0.000309,0
0.000001,0.999999,1
0.000487,0.999513,1
0.000017,0.999983,1
0.999996,0.000004,0
0.998099,0.001901,0
0.000871,0.999129,1
0.000043,0.999957,1
0.000037,0.999963,1
0.999972,0.000028,0
0.000045,0.999955,1
0.000003,0.999997,1
0.000003,0.999997,1
0.999996,0.000004,0
0.000002,0.999998,1
0.998917,0.001083,0
0.000046,0.999954,1
0.999765,0.000235,0
0.999909,0.000091,0
0.000000,1.000000,1
0.000020,0.999980,1
0.000094,0.999906,1
0.999986,0.000014,0
0.999949,0.000051,0
0.000017,0.999983,1
0.000037,0.999963,1
0.000000,1.000000,1
0.000016,0.999984,1
0.000017,0.999983,1
0.000017,0.999983,1
0.999990,0.000010,0
0.999959,0.000041,0
0.000017,0.999983,1
0.000095,0.999905,1
0.000145,0.999855,1
0.999997,0.000003,0
0.999997,0.000003,0
0.000021,0.999979,1
0.000037,0.999963,1
0.999954,0.000046,0
0.999945,0.000055,0
0.000008,0.999992,1
0.000101,0.999899,1
0.000028,0.999972,1
0.999987,0.000013,0
0.999984,0.000016,0
0.000029,0.999971,1
0.999968,0.000032,0
0.000309,0.999691,1
0.000028,0.999972,1
0.000091,0.999909,1
0.000137,0.999863,1
0.000003,0.999997,1
0.000020,0.999980,1
0.000000,1.000000,1
0.999698,0.000302,0
0.999532,0.000468,0
0.999958,0.000042,0
0.000001,0.999999,1
0.999957,0.000043,0
0.000017,0.999983,1
0.001684,0.998316,1
0.000023,0.999977,1
0.999942,0.000058,0
0.992711,0.007289,0
0.000204,0.999796,1
0.999972,0.000028,0
0.999946,0.000054,0
0.000116,0.999884,1
0.000063,0.999937,1
0.000003,0.999997,1
0.999292,0.000708,0
0.000505,0.999495,1
0.999540,0.000460,0
0.000014,0.999986,1
0.999938,0.000062,0
0.000046,0.999954,1
0.000462,0.999538,1
0.999908,0.000092,0
0.999985,0.000015,0
0.999685,0.000315,0
0.000199,0.999801,1
0.998917,0.001083,0
0.999899,0.000101,0
0.000000,1.000000,1
0.000006,0.999994,1
0.999986,0.000014,0
0.999970,0.000030,0
0.999748,0.000252,0
0.999940,0.000060,0
0.999943,0.000057,0
0.000088,0.999912,1
0.000066,0.999934,1
0.000000,1.000000,1
0.000012,0.999988,1
0.000028,0.999972,1
0.999705,0.000295,0
0.000110,0.999890,1
0.000048,0.999952,1
0.000569,0.999431,1
0.000000,1.000000,1
0.999944,0.000056,0
0.999969,0.000031,0
0.000064,0.999936,1
0.999993,0.000007,0
0.001278,0.998722,1
0.000007,0.999993,1
0.000000,1.000000,1
0.000011,0.999989,1
0.000002,0.999998,1
0.000026,0.999974,1
0.000764,0.999236,1
0.999549,0.000451,0
0.000087,0.999913,1
0.000903,0.999097,1
0.000005,0.999995,1
0.999951,0.000049,0
0.999997,0.000003,0
0.999915,0.000085,0
0.999977,0.000023,0
0.000004,0.999996,1
0.999993,0.000007,0
0.999963,0.000037,0
0.000018,0.999982,1
0.999716,0.000284,0
0.999999,0.000001,0
0.000015,0.999985,1
0.000074,0.999926,1
0.000113,0.999887,1
0.999974,0.000026,0
0.000000,1.000000,1
0.000160,0.999840,1
0.999999,0.000001,0
0.000106,0.999894,1
0.999960,0.000040,0
0.999960,0.000040,0
0.000098,0.999902,1
0.000109,0.999891,1
0.000018,0.999982,1
0.000000,1.000000,1
0.000039,0.999961,1
0.999978,0.000022,0
0.000291,0.999709,1
0.999922,0.000078,0
0.000082,0.999918,1
0.999934,0.000066,0
0.000517,0.999483,1
0.000168,0.999832,1
0.000015,0.999985,1
0.000000,1.000000,1
0.999912,0.000088,0
0.000049,0.999951,1
0.000326,0.999674,1
0.999888,0.000112,0
0.999968,0.000032,0
0.000316,0.999684,1
0.000000,1.000000,1
0.999988,0.000012,0
0.000931,0.999069,1
0.999919,0.000081,0
0.000039,0.999961,1
0.000559,0.999441,1
0.000108,0.999892,1
0.999916,0.000084,0
0.000202,0.999798,1
0.999999,0.000001,0
0.999963,0.000037,0
0.000237,0.999763,1
0.999866,0.000134,0
0.998681,0.001319,0
0.000044,0.999956,1
0.999974,0.000026,0
0.000001,0.999999,1
0.999112,0.000888,0
0.999967,0.000033,0
0.000009,0.999991,1
0.999871,0.000129,0
0.000052,0.999948,1
0.999875,0.000125,0
0.000390,0.999610,1
0.999577,0.000423,0
0.000021,0.999979,1
0.000097,0.999903,1
0.000559,0.999441,1
0.999349,0.000651,0
0.000493,0.999507,1
0.000000,1.000000,1
0.000063,0.999937,1
0.000040,0.999960,1
0.000026,0.999974,1
0.999964,0.000036,0
0.999831,0.000169,0
0.999607,0.000393,0
0.000261,0.999739,1
0.999716,0.000284,0
0.999645,0.000355,0
0.999719,0.000281,0
0.000059,0.999941,1
0.000127,0.999873,1
0.001317,0.998683,1
0.000015,0.999985,1
0.999965,0.000035,0
0.999819,0.000181,0
0.000098,0.999902,1
0.999998,0.000002,0
0.000005,0.999995,1
0.000028,0.999972,1
0.000127,0.999873,1
0.000476,0.999524,1
0.000017,0.999983,1
0.999535,0.000465,0
0.999783,0.000217,0
0.999996,0.000004,0
0.000011,0.999989,1
0.000011,0.999989,1
0.000012,0.999988,1
0.011637,0.988363,1
0.000320,0.999680,1
0.999998,0.000002,0
0.000006,0.999994,1
0.999886,0.000114,0
0.999937,0.000063,0
0.000180,0.999820,1
0.000001,0.999999,1
0.000050,0.999950,1
0.999950,0.000050,0
0.000000,1.000000,1
0.999904,0.000096,0
0.999479,0.000521,0
0.000010,0.999990,1
0.000236,0.999764,1
0.999980,0.000020,0
0.000000,1.000000,1
0.000205,0.999795,1
0.999949,0.000051,0
0.999226,0.000774,0
0.000111,0.999889,1
0.000006,0.999994,1
0.000137,0.999863,1
0.000026,0.999974,1
0.000001,0.999999,1
0.000026,0.999974,1
0.999735,0.000265,0
0.000168,0.999832,1
0.000005,0.999995,1
0.999926,0.000074,0
0.000965,0.999035,1
0.000003,0.999997,1
0.000047,0.999953,1
0.999893,0.000107,0
0.999714,0.000286,0
0.000405,0.999595,1
0.000168,0.999832,1
0.999916,0.000084,0
0.998088,0.001912,0
0.999749,0.000251,0
0.999815,0.000185,0
0.000014,0.999986,1
0.999288,0.000712,0
0.000141,0.999859,1
0.000015,0.999985,1
0.000011,0.999989,1
0.000001,0.999999,1
0.000236,0.999764,1
0.000013,0.999987,1
0.999992,0.000008,0
0.001286,0.998714,1
0.999888,0.000112,0
0.000003,0.999997,1
0.999997,0.000003,0
0.999996,0.000004,0
0.000006,0.999994,1
0.000025,0.999975,1
0.999941,0.000059,0
0.000008,0.999992,1
0.000003,0.999997,1
0.008804,0.991196,1
0.999991,0.000009,0
0.000003,0.999997,1
0.000239,0.999761,1
0.999976,0.000024,0
0.999772,0.000228,0
0.999772,0.000228,0
