score0,score1,score2,score3,score4,score5,class
0.000058,0.000028,0.000019,0.000276,0.999546,0.000073,4
0.000002,0.000001,0.000002,0.000493,0.000004,0.999499,5
0.000004,0.000005,0.000003,0.999928,0.000050,0.000011,3
0.000005,0.000005,0.000007,0.000357,0.999608,0.000018,4
0.000002,0.000001,0.000002,0.000217,0.000005,0.999772,5
0.000050,0.999919,0.000011,0.000006,0.000007,0.000007,1
0.000042,0.000024,0.999909,0.000005,0.000012,0.000010,2
0.000024,0.000012,0.000011,0.000228,0.999677,0.000048,4
0.000010,0.000010,0.000006,0.997019,0.002926,0.000029,3
0.000015,0.000007,0.000008,0.995154,0.004772,0.000044,3
0.001403,0.667791,0.328740,0.000248,0.001359,0.000459,1
0.000043,0.000549,0.999353,0.000004,0.000035,0.000017,2
0.976294,0.000355,0.023101,0.000013,0.000155,0.000081,0
0.000002,0.000001,0.000001,0.000356,0.000002,0.999638,5
0.996842,0.002358,0.000301,0.000041,0.000268,0.000190,0
0.001857,0.001696,0.000538,0.011220,0.982039,0.002650,4
0.000023,0.000035,0.999922,0.000006,0.000006,0.000007,2
0.000073,0.000031,0.000030,0.005568,0.994196,0.000103,4
0.999683,0.000094,0.000148,0.000029,0.000017,0.000028,0
0.000002,0.000009,0.000008,0.999973,0.000001,0.000008,3
0.000001,0.000001,0.000002,0.000176,0.000002,0.999818,5
0.000017,0.999968,0.000004,0.000002,0.000004,0.000005,1
0.000314,0.000535,0.000718,0.479891,0.517471,0.001071,4
0.000001,0.000002,0.000003,0.000519,0.000036,0.999439,5
0.000126,0.000073,0.000058,0.000994,0.998509,0.000240,4
0.000002,0.999948,0.000022,0.000006,0.000014,0.000009,1
0.999925,0.000028,0.000016,0.000016,0.000005,0.000010,0
0.000002,0.000001,0.000001,0.000433,0.000013,0.999550,5
0.999944,0.000025,0.000012,0.000002,0.000010,0.000007,0
0.000005,0.000224,0.999753,0.000001,0.000010,0.000007,2
0.000013,0.000037,0.999923,0.000001,0.000021,0.000004,2
0.001350,0.001897,0.000244,0.001005,0.994634,0.000870,4
0.000003,0.000001,0.000001,0.000007,0.000230,0.999759,5
0.000030,0.000031,0.000024,0.000230,0.999611,0.000074,4
0.000003,0.000001,0.000001,0.000908,0.000001,0.999086,5
0.998699,0.000203,0.000858,0.000058,0.000084,0.000098,0
0.000010,0.999935,0.000024,0.000005,0.000016,0.000010,1
0.000003,0.000016,0.999968,0.000003,0.000005,0.000004,2
0.000087,0.000021,0.000110,0.999617,0.000079,0.000086,3
0.999150,0.000499,0.000079,0.000087,0.000096,0.000088,0
0.000019,0.999421,0.000521,0.000005,0.000012,0.000021,1
0.000021,0.999537,0.000329,0.000016,0.000056,0.000040,1
0.999442,0.000234,0.000080,0.000081,0.000083,0.000080,0
0.000027,0.999764,0.000108,0.000017,0.000038,0.000045,1
0.000003,0.000001,0.000001,0.000139,0.000007,0.999850,5
0.000003,0.000002,0.000002,0.000015,0.999969,0.000009,4
0.000001,0.000001,0.000001,0.000266,0.000002,0.999729,5
0.000020,0.000023,0.999937,0.000004,0.000008,0.000008,2
0.001704,0.081267,0.915055,0.000153,0.001115,0.000705,2
0.000039,0.000075,0.000021,0.999297,0.000457,0.000110,3
0.000819,0.000485,0.000787,0.954295,0.041722,0.001892,3
0.000029,0.000018,0.999927,0.000008,0.000007,0.000011,2
0.000001,0.000001,0.000001,0.000278,0.000021,0.999699,5
0.006590,0.000181,0.992592,0.000198,0.000188,0.000251,2
0.002338,0.996918,0.000095,0.000256,0.000140,0.000252,1
0.993915,0.005950,0.000063,0.000014,0.000022,0.000036,0
0.000005,0.000009,0.000002,0.000062,0.999913,0.000008,4
0.000078,0.000014,0.000089,0.024926,0.974801,0.000092,4
0.000071,0.999891,0.000016,0.000003,0.000006,0.000013,1
0.000008,0.000004,0.000004,0.000008,0.999960,0.000016,4
0.000093,0.000054,0.999806,0.000005,0.000026,0.000016,2
0.000063,0.000018,0.000015,0.999517,0.000311,0.000076,3
0.000002,0.000001,0.000001,0.000190,0.000008,0.999799,5
0.000137,0.000096,0.999739,0.000002,0.000014,0.000012,2
0.999055,0.000748,0.000144,0.000008,0.000026,0.000019,0
0.000027,0.000039,0.999909,0.000001,0.000014,0.000010,2
0.000002,0.000002,0.000001,0.000455,0.000006,0.999533,5
0.000018,0.000012,0.000014,0.999904,0.000008,0.000044,3
0.998985,0.000781,0.000165,0.000012,0.000031,0.000026,0
0.000004,0.000001,0.000002,0.000832,0.000002,0.999160,5
0.000027,0.000043,0.999905,0.000001,0.000016,0.000007,2
0.000055,0.000021,0.000056,0.021832,0.977915,0.000121,4
0.000005,0.000001,0.000001,0.000284,0.000002,0.999708,5
0.000001,0.000001,0.000001,0.000365,0.000003,0.999629,5
0.000002,0.000014,0.000003,0.001072,0.000006,0.998904,5
0.000001,0.000001,0.000001,0.000139,0.000004,0.999854,5
0.000250,0.000095,0.000138,0.004967,0.994268,0.000282,4
0.000184,0.999287,0.000259,0.000098,0.000067,0.000105,1
0.000122,0.999176,0.000678,0.000002,0.000012,0.000010,1
0.000003,0.000001,0.000002,0.999979,0.000005,0.000009,3
0.000631,0.999136,0.000125,0.000027,0.000041,0.000039,1
0.000866,0.998777,0.000221,0.000038,0.000038,0.000060,1
0.999658,0.000028,0.000273,0.000004,0.000023,0.000015,0
0.999536,0.000407,0.000021,0.000006,0.000015,0.000014,0
0.000034,0.000006,0.000007,0.000264,0.999664,0.000025,4
0.000264,0.000031,0.000035,0.016514,0.983008,0.000147,4
0.000082,0.999637,0.000137,0.000021,0.000059,0.000063,1
0.000029,0.999626,0.000061,0.000163,0.000061,0.000060,1
0.000033,0.000381,0.999560,0.000006,0.000010,0.000010,2
0.000017,0.000006,0.000009,0.002061,0.997870,0.000036,4
0.000001,0.000001,0.000001,0.000510,0.000007,0.999480,5
0.000020,0.000013,0.000024,0.999262,0.000623,0.000057,3
0.000010,0.000010,0.000007,0.000120,0.999825,0.000028,4
0.999923,0.000012,0.000043,0.000010,0.000005,0.000007,0
0.000523,0.000139,0.999255,0.000012,0.000038,0.000033,2
0.000101,0.999666,0.000171,0.000010,0.000023,0.000028,1
0.999895,0.000031,0.000026,0.000014,0.000019,0.000015,0
0.000085,0.999695,0.000094,0.000022,0.000059,0.000045,1
0.000581,0.999070,0.000093,0.000113,0.000056,0.000086,1
0.000007,0.000009,0.000007,0.999950,0.000004,0.000023,3
0.997106,0.001886,0.000763,0.000081,0.000065,0.000099,0
0.000008,0.000906,0.999054,0.000001,0.000020,0.000010,2
0.000012,0.000006,0.000010,0.000631,0.999305,0.000036,4
0.000008,0.000004,0.000013,0.999931,0.000030,0.000015,3
0.008380,0.947794,0.042340,0.000323,0.000543,0.000620,1
0.000012,0.000006,0.000004,0.000049,0.999907,0.000021,4
0.000565,0.994030,0.003927,0.000383,0.000627,0.000469,1
0.998820,0.000025,0.001102,0.000007,0.000023,0.000022,0
0.998625,0.000688,0.000545,0.000047,0.000037,0.000058,0
0.000001,0.000001,0.000001,0.000051,0.000002,0.999943,5
0.000001,0.000001,0.000001,0.000138,0.000003,0.999856,5
0.000005,0.000001,0.000002,0.000008,0.999976,0.000008,4
0.000002,0.000001,0.000001,0.000407,0.000002,0.999587,5
0.002608,0.000881,0.996105,0.000015,0.000294,0.000098,2
0.000130,0.000062,0.000042,0.018244,0.981365,0.000157,4
0.999911,0.000016,0.000017,0.000018,0.000025,0.000013,0
0.000032,0.000020,0.000044,0.995073,0.004721,0.000111,3
0.003268,0.991364,0.004653,0.000149,0.000352,0.000214,1
0.000031,0.000021,0.000022,0.043825,0.955998,0.000104,4
0.028783,0.003984,0.966009,0.000626,0.000206,0.000391,2
0.000025,0.999636,0.000095,0.000090,0.000059,0.000094,1
0.000001,0.000001,0.000001,0.000295,0.000004,0.999698,5
0.000006,0.000007,0.000006,0.998277,0.001688,0.000017,3
0.000002,0.000001,0.000001,0.000006,0.999985,0.000005,4
0.000914,0.000575,0.998381,0.000026,0.000067,0.000037,2
0.000054,0.000010,0.000032,0.999778,0.000056,0.000070,3
0.699315,0.079395,0.208405,0.000425,0.009390,0.003070,0
0.000005,0.000003,0.000002,0.999950,0.000027,0.000012,3
0.000015,0.000009,0.000024,0.997411,0.002485,0.000056,3
0.000001,0.000001,0.000004,0.000035,0.000009,0.999949,5
0.000001,0.000001,0.000002,0.000243,0.000002,0.999752,5
0.000663,0.000142,0.999014,0.000030,0.000057,0.000093,2
0.999505,0.000275,0.000119,0.000024,0.000047,0.000030,0
0.000211,0.000080,0.000365,0.995402,0.003515,0.000427,3
0.000053,0.000075,0.000079,0.999402,0.000208,0.000185,3
0.000020,0.000012,0.000014,0.000176,0.999737,0.000040,4
0.000119,0.999695,0.000029,0.000067,0.000036,0.000053,1
0.000026,0.999861,0.000072,0.000009,0.000016,0.000016,1
0.001035,0.000135,0.000571,0.104454,0.892707,0.001097,4
0.000039,0.999744,0.000163,0.000013,0.000021,0.000020,1
0.000127,0.000045,0.000078,0.991915,0.007542,0.000292,3
0.000001,0.000001,0.000001,0.000086,0.000008,0.999903,5
0.999936,0.000011,0.000036,0.000004,0.000005,0.000008,0
0.000048,0.999915,0.000013,0.000008,0.000008,0.000008,1
0.004542,0.024165,0.008020,0.065232,0.889721,0.008320,4
0.000033,0.000061,0.000037,0.000483,0.999260,0.000125,4
0.999471,0.000138,0.000290,0.000011,0.000053,0.000038,0
0.000086,0.000074,0.999768,0.000035,0.000019,0.000018,2
0.000013,0.000018,0.000009,0.000038,0.999889,0.000032,4
0.000014,0.000069,0.999896,0.000002,0.000009,0.000010,2
0.000001,0.000001,0.000002,0.000047,0.000011,0.999938,5
0.000371,0.000380,0.999147,0.000005,0.000073,0.000025,2
0.000126,0.000022,0.000057,0.991753,0.007890,0.000151,3
0.000041,0.000023,0.000035,0.995970,0.003809,0.000123,3
0.000006,0.000007,0.999979,0.000002,0.000002,0.000003,2
0.000209,0.000755,0.998919,0.000027,0.000051,0.000038,2
0.000020,0.000012,0.000013,0.999782,0.000134,0.000038,3
0.000200,0.000140,0.000221,0.047144,0.951661,0.000634,4
0.000096,0.000037,0.000071,0.999040,0.000519,0.000237,3
0.000002,0.000001,0.000001,0.000253,0.000003,0.999740,5
0.000038,0.000017,0.000074,0.006264,0.993525,0.000082,4
0.000001,0.000002,0.000003,0.000520,0.000018,0.999456,5
0.000002,0.000002,0.000001,0.000035,0.000019,0.999942,5
0.998602,0.001178,0.000139,0.000007,0.000046,0.000028,0
0.000026,0.999841,0.000085,0.000006,0.000031,0.000011,1
0.000109,0.000022,0.999816,0.000005,0.000039,0.000010,2
0.000002,0.000000,0.000001,0.000048,0.000001,0.999947,5
0.000001,0.000001,0.000001,0.000033,0.000005,0.999959,5
0.000001,0.000001,0.000003,0.000012,0.000029,0.999954,5
0.000001,0.000001,0.000002,0.001093,0.000001,0.998903,5
0.000009,0.000008,0.000011,0.999107,0.000833,0.000031,3
0.001077,0.000812,0.000954,0.003008,0.992496,0.001653,4
0.000012,0.000005,0.000037,0.999904,0.000006,0.000036,3
0.994653,0.001370,0.003699,0.000042,0.000143,0.000092,0
0.000004,0.000001,0.000001,0.001928,0.000000,0.998065,5
0.000001,0.000001,0.000001,0.000229,0.000002,0.999765,5
0.000059,0.999870,0.000021,0.000014,0.000015,0.000021,1
0.000001,0.000001,0.000001,0.000004,0.003642,0.996350,5
0.000033,0.000005,0.000010,0.996545,0.003371,0.000036,3
0.000097,0.000018,0.999850,0.000003,0.000024,0.000009,2
0.000465,0.000418,0.000377,0.113275,0.884352,0.001113,4
0.965975,0.029920,0.003157,0.000236,0.000251,0.000460,0
0.000564,0.998415,0.000890,0.000026,0.000042,0.000063,1
0.000001,0.000001,0.000001,0.000086,0.000020,0.999891,5
0.107214,0.006448,0.885253,0.000153,0.000409,0.000523,2
0.001983,0.997889,0.000055,0.000021,0.000019,0.000033,1
0.000013,0.000009,0.000014,0.999902,0.000017,0.000045,3
0.000016,0.999960,0.000006,0.000002,0.000009,0.000007,1
0.000359,0.998887,0.000688,0.000005,0.000027,0.000034,1
0.000062,0.000090,0.000153,0.999054,0.000443,0.000198,3
0.000076,0.999859,0.000016,0.000008,0.000023,0.000018,1
0.000001,0.000001,0.000003,0.000538,0.000004,0.999453,5
0.000126,0.000080,0.000063,0.000359,0.999158,0.000214,4
0.000029,0.000029,0.000009,0.000389,0.999491,0.000053,4
0.000075,0.000032,0.000066,0.974355,0.025348,0.000124,3
0.999509,0.000041,0.000374,0.000008,0.000036,0.000032,0
0.998870,0.000574,0.000313,0.000013,0.000168,0.000062,0
0.000016,0.000017,0.000012,0.000102,0.999807,0.000047,4
0.000023,0.000018,0.000016,0.999818,0.000065,0.000059,3
0.000519,0.000031,0.999416,0.000009,0.000008,0.000017,2
0.999859,0.000109,0.000004,0.000008,0.000010,0.000010,0
0.000004,0.000002,0.000003,0.000034,0.999945,0.000012,4
0.000058,0.997479,0.002203,0.000013,0.000161,0.000085,1
0.000019,0.000036,0.999920,0.000001,0.000018,0.000006,2
0.000037,0.000007,0.000028,0.999410,0.000450,0.000067,3
0.000067,0.000013,0.000017,0.005725,0.994108,0.000070,4
0.000001,0.000001,0.000001,0.000025,0.000005,0.999967,5
0.999862,0.000040,0.000038,0.000018,0.000018,0.000024,0
0.000021,0.000015,0.000024,0.000307,0.999583,0.000050,4
0.000002,0.000000,0.000001,0.000029,0.000057,0.999910,5
0.000469,0.001009,0.998238,0.000026,0.000114,0.000143,2
0.000362,0.995085,0.004257,0.000072,0.000096,0.000128,1
0.000036,0.000015,0.000049,0.999746,0.000071,0.000082,3
0.000007,0.000010,0.000005,0.000350,0.999605,0.000024,4
0.998607,0.001301,0.000033,0.000006,0.000027,0.000026,0
0.000026,0.000019,0.000044,0.998152,0.001677,0.000082,3
0.000001,0.000002,0.000001,0.000146,0.000011,0.999839,5
0.000008,0.000010,0.000004,0.000269,0.999684,0.000026,4
0.000002,0.000002,0.000002,0.000241,0.000012,0.999741,5
0.999734,0.000048,0.000116,0.000015,0.000058,0.000029,0
0.999602,0.000247,0.000070,0.000002,0.000064,0.000015,0
0.985175,0.009474,0.002412,0.002237,0.000230,0.000472,0
0.000282,0.000111,0.999547,0.000005,0.000036,0.000019,2
0.000019,0.000278,0.000344,0.998812,0.000449,0.000099,3
0.999939,0.000010,0.000022,0.000008,0.000010,0.000011,0
0.998738,0.000126,0.000990,0.000009,0.000086,0.000052,0
0.999938,0.000002,0.000040,0.000006,0.000009,0.000006,0
0.000001,0.000001,0.000001,0.000179,0.000012,0.999806,5
0.000001,0.000002,0.000001,0.000055,0.000028,0.999914,5
0.000043,0.000012,0.000017,0.999805,0.000048,0.000075,3
0.999463,0.000241,0.000163,0.000048,0.000025,0.000060,0
0.000168,0.007754,0.991565,0.000082,0.000247,0.000184,2
0.000001,0.000000,0.000001,0.000023,0.000008,0.999966,5
0.000446,0.000052,0.999444,0.000017,0.000019,0.000022,2
0.998726,0.000479,0.000498,0.000062,0.000134,0.000101,0
0.000753,0.000576,0.000350,0.892954,0.104034,0.001332,3
0.000013,0.000006,0.000021,0.000424,0.999494,0.000042,4
0.999913,0.000041,0.000017,0.000004,0.000011,0.000014,0
0.999910,0.000027,0.000045,0.000005,0.000003,0.000011,0
0.000353,0.000101,0.999441,0.000072,0.000012,0.000022,2
0.012694,0.001386,0.984841,0.000292,0.000428,0.000358,2
0.000003,0.000001,0.000001,0.000046,0.000012,0.999937,5
0.000257,0.989406,0.009555,0.000178,0.000269,0.000335,1
0.000085,0.997391,0.002170,0.000105,0.000094,0.000155,1
0.000241,0.000103,0.000169,0.197549,0.801247,0.000690,4
0.000007,0.000017,0.000005,0.000073,0.999871,0.000027,4
0.000261,0.001895,0.997633,0.000015,0.000127,0.000070,2
0.000003,0.000001,0.000001,0.999977,0.000011,0.000007,3
0.987762,0.000239,0.011756,0.000093,0.000050,0.000100,0
0.000022,0.000008,0.000015,0.995608,0.004287,0.000060,3
0.001878,0.000505,0.997532,0.000017,0.000028,0.000040,2
0.000006,0.000001,0.000002,0.000009,0.999975,0.000007,4
0.999927,0.000021,0.000016,0.000020,0.000008,0.000009,0
0.000041,0.000017,0.000026,0.999784,0.000043,0.000090,3
0.000129,0.000153,0.000054,0.002571,0.996855,0.000239,4
0.000003,0.000008,0.000027,0.999942,0.000007,0.000013,3
0.000001,0.000001,0.000001,0.000106,0.000005,0.999887,5
0.000003,0.000004,0.000002,0.999902,0.000082,0.000008,3
0.000014,0.000010,0.000011,0.000010,0.999916,0.000039,4
0.000001,0.000001,0.000001,0.000163,0.000003,0.999831,5
0.000024,0.000004,0.000013,0.999407,0.000518,0.000033,3
0.996063,0.000085,0.003761,0.000011,0.000042,0.000038,0
0.998761,0.000184,0.000813,0.000029,0.000122,0.000090,0
0.999552,0.000259,0.000124,0.000024,0.000011,0.000030,0
0.000317,0.000597,0.998997,0.000014,0.000040,0.000035,2
0.000007,0.000001,0.000001,0.000067,0.000033,0.999891,5
0.000699,0.624913,0.370243,0.002179,0.000757,0.001210,1
0.000200,0.999726,0.000027,0.000014,0.000017,0.000015,1
0.000342,0.999600,0.000017,0.000001,0.000027,0.000013,1
0.000007,0.000029,0.999940,0.000005,0.000012,0.000008,2
0.999910,0.000024,0.000027,0.000011,0.000013,0.000014,0
0.000010,0.000014,0.000125,0.994800,0.005013,0.000038,3
0.000848,0.998788,0.000250,0.000015,0.000060,0.000040,1
0.072944,0.001407,0.924647,0.000038,0.000631,0.000333,2
0.000302,0.000088,0.000175,0.615092,0.383760,0.000583,3
0.000003,0.000001,0.000001,0.000018,0.000193,0.999784,5
0.000001,0.000001,0.000001,0.000033,0.000016,0.999948,5
0.000101,0.000090,0.000061,0.997903,0.001588,0.000257,3
0.000002,0.000001,0.000001,0.000252,0.000007,0.999738,5
0.000026,0.000088,0.000018,0.000063,0.999729,0.000075,4
0.000004,0.000002,0.000004,0.000006,0.999973,0.000011,4
0.001064,0.997957,0.000714,0.000031,0.000131,0.000104,1
0.000029,0.000006,0.000012,0.000237,0.999670,0.000046,4
0.000215,0.984475,0.014818,0.000128,0.000183,0.000181,1
0.000350,0.000087,0.999485,0.000044,0.000013,0.000021,2
0.000005,0.999945,0.000021,0.000002,0.000017,0.000010,1
0.000011,0.000005,0.000008,0.000052,0.999893,0.000031,4
0.000020,0.000010,0.000045,0.998853,0.001013,0.000058,3
0.000173,0.000028,0.000071,0.000208,0.999397,0.000122,4
0.000001,0.000000,0.000001,0.000097,0.000003,0.999896,5
0.000170,0.000066,0.000040,0.000212,0.999363,0.000149,4
0.000028,0.000024,0.999919,0.000003,0.000017,0.000009,2
0.000003,0.000002,0.000001,0.000051,0.000016,0.999927,5
0.000036,0.000008,0.000010,0.000513,0.999386,0.000046,4
0.000001,0.000001,0.000001,0.000110,0.000010,0.999876,5
0.000005,0.000002,0.000002,0.000146,0.999836,0.000009,4
0.000006,0.000014,0.000014,0.999807,0.000138,0.000021,3
0.000175,0.000133,0.000102,0.000250,0.999032,0.000308,4
0.000312,0.997699,0.001578,0.000091,0.000183,0.000137,1
0.000101,0.999569,0.000213,0.000013,0.000052,0.000052,1
0.000011,0.000009,0.000017,0.001011,0.998913,0.000038,4
0.988254,0.009752,0.001440,0.000068,0.000196,0.000290,0
0.000122,0.998241,0.000540,0.000383,0.000413,0.000300,1
0.000253,0.000071,0.999531,0.000009,0.000087,0.000049,2
0.000002,0.000001,0.000003,0.000389,0.000012,0.999593,5
0.000076,0.999773,0.000091,0.000006,0.000028,0.000026,1
0.000047,0.000022,0.000018,0.000298,0.999542,0.000072,4
0.000022,0.000051,0.000153,0.000683,0.999010,0.000080,4
0.999908,0.000022,0.000039,0.000008,0.000010,0.000013,0
0.000200,0.000191,0.000119,0.086287,0.912739,0.000464,4
0.000154,0.999223,0.000200,0.000167,0.000124,0.000132,1
0.000002,0.000001,0.000003,0.000756,0.000003,0.999235,5
0.000053,0.000050,0.000053,0.999521,0.000169,0.000155,3
0.000002,0.000001,0.000001,0.000118,0.000007,0.999871,5
0.000002,0.000001,0.000001,0.000016,0.000045,0.999934,5
0.008732,0.962398,0.027764,0.000115,0.000429,0.000563,1
0.000075,0.000025,0.000058,0.967869,0.031774,0.000200,3
0.999965,0.000007,0.000013,0.000001,0.000009,0.000006,0
0.000306,0.000099,0.999554,0.000003,0.000023,0.000015,2
0.000244,0.998276,0.001303,0.000031,0.000066,0.000079,1
0.000018,0.000009,0.000011,0.000422,0.999488,0.000051,4
0.000235,0.000210,0.000155,0.976908,0.021951,0.000541,3
0.000078,0.000048,0.000092,0.002565,0.997025,0.000191,4
0.000001,0.000001,0.000002,0.000663,0.000001,0.999332,5
0.997918,0.000695,0.000767,0.000387,0.000088,0.000146,0
0.001603,0.990211,0.007980,0.000027,0.000069,0.000109,1
0.000248,0.000329,0.001865,0.027255,0.969505,0.000798,4
0.000090,0.000030,0.000036,0.998280,0.001390,0.000173,3
0.000010,0.000310,0.999650,0.000001,0.000020,0.000009,2
0.000006,0.003705,0.996237,0.000007,0.000025,0.000019,2
0.000023,0.999877,0.000062,0.000009,0.000014,0.000015,1
0.000082,0.003313,0.996461,0.000013,0.000091,0.000040,2
0.000117,0.000071,0.000135,0.036065,0.963292,0.000321,4
0.000002,0.000002,0.000001,0.000009,0.999981,0.000006,4
0.000533,0.001364,0.001580,0.349113,0.646437,0.000973,4
0.000001,0.000001,0.000001,0.000930,0.000002,0.999066,5
0.000001,0.000002,0.000002,0.001376,0.000004,0.998615,5
0.000298,0.999528,0.000100,0.000008,0.000034,0.000032,1
0.000017,0.000005,0.000022,0.999336,0.000583,0.000038,3
0.000005,0.000004,0.000003,0.999761,0.000213,0.000015,3
0.000227,0.000126,0.999533,0.000027,0.000044,0.000041,2
0.000181,0.000025,0.000089,0.873720,0.125718,0.000267,3
0.000008,0.000010,0.000106,0.999677,0.000167,0.000032,3
0.000029,0.999749,0.000142,0.000021,0.000025,0.000035,1
0.000066,0.999810,0.000092,0.000010,0.000009,0.000013,1
0.000001,0.000002,0.000001,0.000142,0.000101,0.999753,5
0.000056,0.000017,0.000064,0.000914,0.998875,0.000075,4
0.000001,0.000001,0.000001,0.000487,0.000004,0.999506,5
0.000016,0.000016,0.000022,0.992885,0.007001,0.000059,3
0.000033,0.000334,0.999559,0.000011,0.000042,0.000020,2
0.000282,0.000029,0.000546,0.017110,0.981843,0.000189,4
0.003752,0.995904,0.000236,0.000019,0.000041,0.000048,1
0.000011,0.999411,0.000534,0.000012,0.000012,0.000020,1
0.000039,0.000924,0.998992,0.000011,0.000016,0.000018,2
0.995196,0.000286,0.004043,0.000269,0.000094,0.000112,0
0.000002,0.000003,0.000004,0.000128,0.000012,0.999852,5
0.998096,0.001502,0.000260,0.000036,0.000038,0.000067,0
0.998666,0.000767,0.000360,0.000090,0.000055,0.000061,0
0.999406,0.000113,0.000364,0.000012,0.000047,0.000057,0
0.000325,0.000168,0.999425,0.000033,0.000024,0.000025,2
0.000007,0.000003,0.000004,0.998936,0.001031,0.000019,3
0.000033,0.000013,0.000018,0.015568,0.984279,0.000090,4
0.005807,0.011822,0.001208,0.758797,0.217531,0.004836,3
0.000028,0.000049,0.000015,0.000095,0.999737,0.000076,4
0.000002,0.000000,0.000001,0.000102,0.000002,0.999892,5
0.002313,0.994680,0.001985,0.000883,0.000018,0.000121,1
0.000065,0.000031,0.000043,0.978428,0.021240,0.000192,3
0.000061,0.000059,0.000051,0.993119,0.006551,0.000159,3
0.000008,0.000011,0.000006,0.999502,0.000446,0.000027,3
0.000021,0.000025,0.000021,0.996750,0.003120,0.000063,3
0.000003,0.000001,0.000002,0.000004,0.999981,0.000009,4
0.000007,0.000007,0.000004,0.000159,0.999804,0.000019,4
0.999834,0.000043,0.000084,0.000004,0.000016,0.000019,0
0.000056,0.000014,0.000027,0.999739,0.000074,0.000091,3
0.000795,0.000349,0.000276,0.000371,0.997701,0.000508,4
0.999934,0.000028,0.000017,0.000007,0.000006,0.000009,0
0.999828,0.000119,0.000029,0.000002,0.000012,0.000009,0
0.000127,0.998873,0.000373,0.000119,0.000254,0.000253,1
0.000013,0.000014,0.000013,0.000140,0.999770,0.000049,4
0.999949,0.000011,0.000013,0.000003,0.000016,0.000008,0
0.000029,0.000014,0.000019,0.999820,0.000039,0.000079,3
0.999737,0.000130,0.000098,0.000010,0.000012,0.000013,0
0.000048,0.000081,0.999838,0.000002,0.000021,0.000009,2
0.000043,0.000008,0.000019,0.999835,0.000039,0.000057,3
0.998336,0.001378,0.000189,0.000020,0.000033,0.000044,0
0.000376,0.999554,0.000042,0.000010,0.000006,0.000012,1
0.999418,0.000483,0.000028,0.000030,0.000015,0.000026,0
0.000034,0.998285,0.001589,0.000011,0.000035,0.000047,1
