score0,score1,class
0.003629,0.996371,1
0.003876,0.996124,1
0.000781,0.999219,1
0.031197,0.968803,1
0.024273,0.975727,1
0.001205,0.998795,1
0.001661,0.998339,1
0.020730,0.979270,1
0.812109,0.187891,0
0.152859,0.847141,1
0.843486,0.156514,0
0.048125,0.951875,1
0.015437,0.984563,1
0.126691,0.873309,1
0.097623,0.902377,1
0.250748,0.749252,1
0.602929,0.397071,0
0.000009,0.999991,1
0.053390,0.946610,1
0.015527,0.984473,1
0.003277,0.996723,1
0.000302,0.999698,1
0.010574,0.989426,1
0.000005,0.999995,1
0.001623,0.998377,1
0.004418,0.995582,1
0.079126,0.920874,1
0.000449,0.999551,1
0.003234,0.996766,1
0.062043,0.937957,1
0.000652,0.999348,1
0.774778,0.225222,0
0.000550,0.999450,1
0.000585,0.999415,1
0.021363,0.978637,1
0.013342,0.986658,1
0.000800,0.999200,1
0.045253,0.954747,1
0.422795,0.577205,1
0.005728,0.994272,1
0.002870,0.997130,1
0.021288,0.978712,1
0.248812,0.751188,1
0.008911,0.991089,1
0.000009,0.999991,1
0.837064,0.162936,0
0.009410,0.990590,1
0.008507,0.991493,1
0.225320,0.774680,1
0.006338,0.993662,1
0.009913,0.990087,1
0.025210,0.974790,1
0.284070,0.715930,1
0.133234,0.866766,1
0.006459,0.993541,1
0.985170,0.014830,0
0.423769,0.576231,1
0.050377,0.949623,1
0.200221,0.799779,1
0.099725,0.900275,1
0.000579,0.999421,1
0.000151,0.999849,1
0.000558,0.999442,1
0.025752,0.974248,1
0.169715,0.830285,1
0.018794,0.981206,1
0.000557,0.999443,1
0.050786,0.949214,1
0.003673,0.996327,1
0.926653,0.073347,0
0.000127,0.999873,1
0.016388,0.983612,1
0.112796,0.887204,1
0.004125,0.995875,1
0.464851,0.535149,1
0.001706,0.998294,1
0.000688,0.999312,1
0.540098,0.459902,0
0.006256,0.993744,1
0.000349,0.999651,1
0.829164,0.170836,0
0.003926,0.996074,1
0.839700,0.160300,0
0.609165,0.390835,0
0.358745,0.641255,1
0.124687,0.875313,1
0.009639,0.990361,1
0.045796,0.954204,1
0.003696,0.996304,1
0.070025,0.929975,1
0.001574,0.998426,1
0.190143,0.809857,1
0.285624,0.714376,1
0.001477,0.998523,1
0.008041,0.991959,1
0.000306,0.999694,1
0.001264,0.998736,1
0.465877,0.534123,1
0.002622,0.997378,1
0.008417,0.991583,1
0.698465,0.301535,0
0.000060,0.999940,1
0.080230,0.919770,1
0.008816,0.991184,1
0.000576,0.999424,1
0.005300,0.994700,1
0.499072,0.500928,1
0.861069,0.138931,0
0.002291,0.997709,1
0.030553,0.969447,1
0.000382,0.999618,1
0.002524,0.997476,1
0.013390,0.986610,1
0.002831,0.997169,1
0.018449,0.981551,1
0.281609,0.718391,1
0.015779,0.984221,1
0.108330,0.891670,1
0.007493,0.992507,1
0.018926,0.981074,1
0.000467,0.999533,1
0.000189,0.999811,1
0.000780,0.999220,1
0.313339,0.686661,1
0.229578,0.770422,1
0.187351,0.812649,1
0.028248,0.971752,1
0.005742,0.994258,1
0.062703,0.937297,1
0.000596,0.999404,1
0.025112,0.974888,1
0.023476,0.976524,1
0.001829,0.998171,1
0.995035,0.004965,0
0.197089,0.802911,1
0.032258,0.967742,1
0.000058,0.999942,1
0.196245,0.803755,1
0.108887,0.891113,1
0.000755,0.999245,1
0.098602,0.901398,1
0.267149,0.732851,1
0.000021,0.999979,1
0.009386,0.990614,1
0.025660,0.974340,1
0.003810,0.996190,1
0.049744,0.950256,1
0.839874,0.160126,0
0.000458,0.999542,1
0.024395,0.975605,1
0.583533,0.416467,0
0.000658,0.999342,1
0.058805,0.941195,1
0.098107,0.901893,1
0.779756,0.220244,0
0.002393,0.997607,1
0.950341,0.049659,0
0.013082,0.986918,1
0.220207,0.779793,1
0.004248,0.995752,1
0.012878,0.987122,1
0.002411,0.997589,1
0.102559,0.897441,1
0.246026,0.753974,1
0.008575,0.991425,1
0.010526,0.989474,1
0.000558,0.999442,1
0.000654,0.999346,1
0.014184,0.985816,1
0.016677,0.983323,1
0.012891,0.987109,1
0.060444,0.939556,1
0.001476,0.998524,1
0.320200,0.679800,1
0.026797,0.973203,1
0.003867,0.996133,1
0.550027,0.449973,0
0.004948,0.995052,1
0.000465,0.999535,1
0.949538,0.050462,0
0.094046,0.905954,1
0.951617,0.048383,0
0.387255,0.612745,1
0.002430,0.997570,1
0.000108,0.999892,1
0.003403,0.996597,1
0.000518,0.999482,1
0.031583,0.968417,1
0.006393,0.993607,1
0.009738,0.990262,1
0.001414,0.998586,1
0.000021,0.999979,1
0.366315,0.633685,1
0.000999,0.999001,1
0.001393,0.998607,1
0.350571,0.649429,1
0.070576,0.929424,1
0.000402,0.999598,1
0.282172,0.717828,1
0.431868,0.568132,1
0.036951,0.963049,1
0.001201,0.998799,1
0.249119,0.750881,1
0.148524,0.851476,1
0.000419,0.999581,1
0.668933,0.331067,0
0.011471,0.988529,1
0.561778,0.438222,0
0.018525,0.981475,1
0.136096,0.863904,1
0.001626,0.998374,1
0.323105,0.676895,1
0.281201,0.718799,1
0.003692,0.996308,1
0.270984,0.729016,1
0.002068,0.997932,1
0.001051,0.998949,1
0.106429,0.893571,1
0.003957,0.996043,1
0.018536,0.981464,1
0.012759,0.987241,1
0.000403,0.999597,1
0.018915,0.981085,1
0.001694,0.998306,1
0.106057,0.893943,1
0.000026,0.999974,1
0.000994,0.999006,1
0.413828,0.586172,1
0.000419,0.999581,1
0.352876,0.647124,1
0.000073,0.999927,1
0.013610,0.986390,1
0.447581,0.552419,1
0.605181,0.394819,0
0.000221,0.999779,1
0.053877,0.946123,1
0.002505,0.997495,1
0.007212,0.992788,1
0.000645,0.999355,1
0.000739,0.999261,1
0.081741,0.918259,1
0.008786,0.991214,1
0.003285,0.996715,1
0.081550,0.918450,1
0.005946,0.994054,1
0.034295,0.965705,1
0.161125,0.838875,1
0.005376,0.994624,1
0.005047,0.994953,1
0.685820,0.314180,0
0.128474,0.871526,1
0.088924,0.911076,1
0.560670,0.439330,0
0.008861,0.991139,1
0.872322,0.127678,0
0.000082,0.999918,1
0.017079,0.982921,1
0.003824,0.996176,1
0.001794,0.998206,1
0.004424,0.995576,1
0.020881,0.979119,1
0.000358,0.999642,1
0.001309,0.998691,1
0.678778,0.321222,0
0.000469,0.999531,1
0.801234,0.198766,0
0.513211,0.486789,0
0.014709,0.985291,1
0.012445,0.987555,1
0.000217,0.999783,1
0.754581,0.245419,0
0.000185,0.999815,1
0.014021,0.985979,1
0.000132,0.999868,1
0.006025,0.993975,1
0.000292,0.999708,1
0.794780,0.205220,0
0.133280,0.866720,1
0.455417,0.544583,1
0.273194,0.726806,1
0.016004,0.983996,1
0.087461,0.912539,1
0.001609,0.998391,1
0.123185,0.876815,1
0.003068,0.996932,1
0.951376,0.048624,0
0.003269,0.996731,1
0.015717,0.984283,1
0.702050,0.297950,0
0.002631,0.997369,1
0.411489,0.588511,1
0.004570,0.995430,1
0.000749,0.999251,1
0.010315,0.989685,1
0.277684,0.722316,1
0.002806,0.997194,1
0.040911,0.959089,1
0.002035,0.997965,1
0.000054,0.999946,1
0.000136,0.999864,1
0.055622,0.944378,1
0.187836,0.812164,1
0.031831,0.968169,1
0.051138,0.948862,1
0.000289,0.999711,1
0.163413,0.836587,1
0.004664,0.995336,1
0.019315,0.980685,1
0.004865,0.995135,1
0.002138,0.997862,1
0.011253,0.988747,1
0.143232,0.856768,1
0.002382,0.997618,1
0.000322,0.999678,1
0.185717,0.814283,1
0.000174,0.999826,1
0.041847,0.958153,1
0.014144,0.985856,1
0.046045,0.953955,1
0.002485,0.997515,1
0.001616,0.998384,1
0.013340,0.986660,1
0.878479,0.121521,0
0.176410,0.823590,1
0.670085,0.329915,0
0.699912,0.300088,0
0.809528,0.190472,0
0.415580,0.584420,1
0.000269,0.999731,1
0.001039,0.998961,1
0.034645,0.965355,1
0.197211,0.802789,1
0.000511,0.999489,1
0.706309,0.293691,0
0.000345,0.999655,1
0.006253,0.993747,1
0.104498,0.895502,1
0.000620,0.999380,1
0.001320,0.998680,1
0.920857,0.079143,0
0.974616,0.025384,0
0.880281,0.119719,0
0.979336,0.020664,0
0.183338,0.816662,1
0.864126,0.135874,0
0.093654,0.906346,1
0.210281,0.789719,1
0.130714,0.869286,1
0.000176,0.999824,1
0.001629,0.998371,1
0.000362,0.999638,1
0.015666,0.984334,1
0.006162,0.993838,1
0.512877,0.487123,0
0.028784,0.971216,1
0.005350,0.994650,1
0.001504,0.998496,1
0.521039,0.478961,0
0.000005,0.999995,1
0.580032,0.419968,0
0.004498,0.995502,1
0.007790,0.992210,1
0.089747,0.910253,1
0.000340,0.999660,1
0.055588,0.944412,1
0.022362,0.977638,1
0.296889,0.703111,1
0.023447,0.976553,1
0.001593,0.998407,1
0.002656,0.997344,1
0.003750,0.996250,1
0.003036,0.996964,1
0.004853,0.995147,1
0.020215,0.979785,1
0.000805,0.999195,1
0.000424,0.999576,1
0.135834,0.864166,1
0.082855,0.917145,1
0.001595,0.998405,1
0.003230,0.996770,1
0.010482,0.989518,1
0.018995,0.981005,1
0.055320,0.944680,1
0.895302,0.104698,0
0.003569,0.996431,1
0.259411,0.740589,1
0.000588,0.999412,1
0.009508,0.990492,1
0.000093,0.999907,1
0.000009,0.999991,1
0.001857,0.998143,1
0.000627,0.999373,1
0.000606,0.999394,1
0.018708,0.981292,1
0.109667,0.890333,1
0.005642,0.994358,1
0.002775,0.997225,1
0.003141,0.996859,1
0.039603,0.960397,1
0.000087,0.999913,1
0.001919,0.998081,1
0.863595,0.136405,0
0.817233,0.182767,0
0.003467,0.996533,1
0.000619,0.999381,1
0.098582,0.901418,1
0.008681,0.991319,1
0.039979,0.960021,1
0.063105,0.936895,1
0.005235,0.994765,1
0.359779,0.640221,1
0.002265,0.997735,1
0.942930,0.057070,0
0.021494,0.978506,1
0.020924,0.979076,1
0.003062,0.996938,1
0.027297,0.972703,1
0.142539,0.857461,1
0.003607,0.996393,1
0.626689,0.373311,0
0.937013,0.062987,0
0.000014,0.999986,1
0.373828,0.626172,1
0.030175,0.969825,1
0.000078,0.999922,1
0.000749,0.999251,1
0.734536,0.265464,0
0.126843,0.873157,1
0.074766,0.925234,1
0.335469,0.664531,1
0.000733,0.999267,1
0.395941,0.604059,1
0.002584,0.997416,1
0.003663,0.996337,1
0.000876,0.999124,1
0.029600,0.970400,1
0.000858,0.999142,1
0.000217,0.999783,1
0.824709,0.175291,0
0.001284,0.998716,1
0.043327,0.956673,1
0.741123,0.258877,0
0.902247,0.097753,0
0.087117,0.912883,1
0.531899,0.468101,0
0.004912,0.995088,1
0.000337,0.999663,1
0.868055,0.131945,0
0.005585,0.994415,1
0.000084,0.999916,1
0.174232,0.825768,1
0.000015,0.999985,1
0.019605,0.980395,1
0.309829,0.690171,1
0.073378,0.926622,1
0.003136,0.996864,1
0.084886,0.915114,1
0.002150,0.997850,1
0.003283,0.996717,1
0.242923,0.757077,1
0.000214,0.999786,1
0.459772,0.540228,1
0.035207,0.964793,1
0.002297,0.997703,1
0.043139,0.956861,1
0.025268,0.974732,1
0.714746,0.285254,0
0.014698,0.985302,1
0.007475,0.992525,1
0.808745,0.191255,0
0.000675,0.999325,1
0.055808,0.944192,1
0.960365,0.039635,0
0.039464,0.960536,1
0.014970,0.985030,1
0.100730,0.899270,1
0.008275,0.991725,1
0.318837,0.681163,1
0.001000,0.999000,1
0.000536,0.999464,1
0.926764,0.073236,0
0.000953,0.999047,1
0.035850,0.964150,1
0.432687,0.567313,1
0.004308,0.995692,1
0.001262,0.998738,1
0.002075,0.997925,1
0.158096,0.841904,1
0.003069,0.996931,1
0.010636,0.989364,1
0.427605,0.572395,1
0.196638,0.803362,1
0.011576,0.988424,1
0.001697,0.998303,1
0.971112,0.028888,0
0.536545,0.463455,0
0.001646,0.998354,1
0.018695,0.981305,1
0.006716,0.993284,1
0.000350,0.999650,1
0.018001,0.981999,1
0.006144,0.993856,1
0.001498,0.998502,1
0.018830,0.981170,1
0.012310,0.987690,1
0.473469,0.526531,1
0.001574,0.998426,1
0.024072,0.975928,1
0.000711,0.999289,1
0.006184,0.993816,1
0.007568,0.992432,1
0.006410,0.993590,1
0.046396,0.953604,1
0.803955,0.196045,0
0.002807,0.997193,1
0.000002,0.999998,1
0.011075,0.988925,1
0.000397,0.999603,1
0.003416,0.996584,1
0.027276,0.972724,1
0.001129,0.998871,1
0.000974,0.999026,1
0.020081,0.979919,1
0.402099,0.597901,1
0.008427,0.991573,1
0.461118,0.538882,1
0.016531,0.983469,1
0.002323,0.997677,1
0.037079,0.962921,1
0.963608,0.036392,0
0.009313,0.990687,1
0.347525,0.652475,1
0.006209,0.993791,1
0.024164,0.975836,1
0.000360,0.999640,1
0.013103,0.986897,1
0.992360,0.007640,0
0.005509,0.994491,1
0.013336,0.986664,1
0.010963,0.989037,1
0.189984,0.810016,1
0.026687,0.973313,1
0.002883,0.997117,1
0.001201,0.998799,1
0.001571,0.998429,1
0.003550,0.996450,1
0.150308,0.849692,1
0.199185,0.800815,1
0.002965,0.997035,1
0.477534,0.522466,1
0.831993,0.168007,0
0.009072,0.990928,1
0.031037,0.968963,1
0.007514,0.992486,1
0.013941,0.986059,1
0.002227,0.997773,1
0.064816,0.935184,1
0.000585,0.999415,1
0.004177,0.995823,1
0.196900,0.803100,1
0.001600,0.998400,1
0.900014,0.099986,0
0.194453,0.805547,1
0.962959,0.037041,0
0.313392,0.686608,1
0.921988,0.078012,0
0.079622,0.920378,1
0.033832,0.966168,1
0.039455,0.960545,1
0.621255,0.378745,0
0.000023,0.999977,1
0.047091,0.952909,1
0.026925,0.973075,1
0.276124,0.723876,1
0.020145,0.979855,1
0.021935,0.978065,1
0.001026,0.998974,1
0.499982,0.500018,1
0.000194,0.999806,1
0.008701,0.991299,1
0.013144,0.986856,1
0.000705,0.999295,1
0.003152,0.996848,1
0.621722,0.378278,0
0.070946,0.929054,1
0.000155,0.999845,1
0.014379,0.985621,1
0.019849,0.980151,1
0.008259,0.991741,1
0.001305,0.998695,1
0.011994,0.988006,1
0.002021,0.997979,1
0.001379,0.998621,1
0.001542,0.998458,1
0.780575,0.219425,0
0.088975,0.911025,1
0.594437,0.405563,0
0.001770,0.998230,1
0.020695,0.979305,1
0.882878,0.117122,0
0.217714,0.782286,1
0.000097,0.999903,1
0.015271,0.984729,1
0.000948,0.999052,1
0.000008,0.999992,1
0.040931,0.959069,1
0.035467,0.964533,1
0.300797,0.699203,1
0.059855,0.940145,1
0.094625,0.905375,1
0.866749,0.133251,0
0.185963,0.814037,1
0.012433,0.987567,1
0.296399,0.703601,1
0.000129,0.999871,1
0.003294,0.996706,1
0.018774,0.981226,1
0.972589,0.027411,0
0.310786,0.689214,1
0.004893,0.995107,1
0.002372,0.997628,1
0.001043,0.998957,1
0.065468,0.934532,1
0.870032,0.129968,0
0.010939,0.989061,1
0.112733,0.887267,1
0.010763,0.989237,1
0.000851,0.999149,1
0.104388,0.895612,1
0.004719,0.995281,1
0.110459,0.889541,1
0.790926,0.209074,0
0.000482,0.999518,1
0.890654,0.109346,0
0.029209,0.970791,1
0.190324,0.809676,1
0.048540,0.951460,1
0.157274,0.842726,1
0.002468,0.997532,1
0.011047,0.988953,1
0.167693,0.832307,1
0.000033,0.999967,1
0.889756,0.110244,0
0.072480,0.927520,1
0.003065,0.996935,1
0.000438,0.999562,1
0.020719,0.979281,1
0.264373,0.735627,1
0.041005,0.958995,1
0.060557,0.939443,1
0.000896,0.999104,1
0.005993,0.994007,1
0.014782,0.985218,1
0.099972,0.900028,1
0.292200,0.707800,1
0.008659,0.991341,1
0.180103,0.819897,1
0.004875,0.995125,1
0.042044,0.957956,1
0.492697,0.507303,1
0.002693,0.997307,1
0.030022,0.969978,1
0.065602,0.934398,1
0.051040,0.948960,1
0.000667,0.999333,1
0.019724,0.980276,1
0.036339,0.963661,1
0.019608,0.980392,1
0.000118,0.999882,1
0.007059,0.992941,1
0.000634,0.999366,1
0.000438,0.999562,1
0.002514,0.997486,1
0.004770,0.995230,1
0.069964,0.930036,1
0.036065,0.963935,1
0.003150,0.996850,1
0.000054,0.999946,1
0.000408,0.999592,1
0.670318,0.329682,0
0.040459,0.959541,1
0.811617,0.188383,0
0.679839,0.320161,0
0.063447,0.936553,1
0.003792,0.996208,1
0.065741,0.934259,1
0.012394,0.987606,1
0.000096,0.999904,1
0.803447,0.196553,0
0.000691,0.999309,1
0.951513,0.048487,0
0.168518,0.831482,1
0.850896,0.149104,0
0.009800,0.990200,1
0.033586,0.966414,1
0.008056,0.991944,1
0.408076,0.591924,1
0.003374,0.996626,1
0.001871,0.998129,1
0.728844,0.271156,0
0.211990,0.788010,1
0.484134,0.515866,1
0.534589,0.465411,0
0.186172,0.813828,1
0.000574,0.999426,1
0.014526,0.985474,1
0.004580,0.995420,1
0.000898,0.999102,1
0.000411,0.999589,1
0.566275,0.433725,0
0.005673,0.994327,1
0.808747,0.191253,0
0.001108,0.998892,1
0.002309,0.997691,1
0.995324,0.004676,0
0.005890,0.994110,1
0.001890,0.998110,1
0.002268,0.997732,1
0.010687,0.989313,1
0.043361,0.956639,1
0.000285,0.999715,1
0.860327,0.139673,0
0.006536,0.993464,1
0.489255,0.510745,1
0.019454,0.980546,1
0.001612,0.998388,1
0.042919,0.957081,1
0.004324,0.995676,1
0.000109,0.999891,1
0.010234,0.989766,1
0.007203,0.992797,1
0.049622,0.950378,1
0.796085,0.203915,0
0.000612,0.999388,1
0.000251,0.999749,1
0.004356,0.995644,1
0.041260,0.958740,1
0.000900,0.999100,1
0.000026,0.999974,1
0.366933,0.633067,1
0.954392,0.045608,0
0.043991,0.956009,1
0.000159,0.999841,1
0.212034,0.787966,1
0.027056,0.972944,1
0.025909,0.974091,1
0.480461,0.519539,1
0.013132,0.986868,1
0.369527,0.630473,1
0.004417,0.995583,1
0.190147,0.809853,1
0.098262,0.901738,1
0.006676,0.993324,1
0.605892,0.394108,0
0.096100,0.903900,1
0.072648,0.927352,1
0.351339,0.648661,1
0.000686,0.999314,1
0.000083,0.999917,1
0.003947,0.996053,1
0.002060,0.997940,1
0.000212,0.999788,1
0.037312,0.962688,1
0.000127,0.999873,1
0.076623,0.923377,1
0.000015,0.999985,1
0.830356,0.169644,0
0.095158,0.904842,1
0.460896,0.539104,1
0.001797,0.998203,1
0.019073,0.980927,1
0.056706,0.943294,1
0.002449,0.997551,1
0.000179,0.999821,1
0.151107,0.848893,1
0.005654,0.994346,1
0.000146,0.999854,1
0.001169,0.998831,1
0.439902,0.560098,1
0.001261,0.998739,1
0.000877,0.999123,1
0.000087,0.999913,1
0.004911,0.995089,1
0.019999,0.980001,1
0.010238,0.989762,1
0.029756,0.970244,1
0.491294,0.508706,1
0.005524,0.994476,1
0.247956,0.752044,1
0.439302,0.560698,1
0.103554,0.896446,1
0.960371,0.039629,0
0.796938,0.203062,0
0.043636,0.956364,1
0.024713,0.975287,1
0.013994,0.986006,1
0.000002,0.999998,1
0.005711,0.994289,1
0.020183,0.979817,1
0.121563,0.878437,1
0.006081,0.993919,1
0.301868,0.698132,1
0.000215,0.999785,1
0.003634,0.996366,1
0.005037,0.994963,1
0.003574,0.996426,1
0.012310,0.987690,1
0.763487,0.236513,0
0.010077,0.989923,1
0.006377,0.993623,1
0.000633,0.999367,1
0.000340,0.999660,1
0.000481,0.999519,1
0.001760,0.998240,1
0.005121,0.994879,1
0.773140,0.226860,0
0.665164,0.334836,0
0.000255,0.999745,1
0.001914,0.998086,1
0.526538,0.473462,0
0.000679,0.999321,1
0.277252,0.722748,1
0.150404,0.849596,1
0.053364,0.946636,1
0.008192,0.991808,1
0.068330,0.931670,1
0.015284,0.984716,1
0.013638,0.986362,1
0.139109,0.860891,1
0.606100,0.393900,0
0.842765,0.157235,0
0.295991,0.704009,1
0.002555,0.997445,1
0.000779,0.999221,1
0.000110,0.999890,1
0.014952,0.985048,1
0.002470,0.997530,1
0.009746,0.990254,1
0.192616,0.807384,1
0.022451,0.977549,1
0.005585,0.994415,1
0.925085,0.074915,0
0.347012,0.652988,1
0.000414,0.999586,1
0.208301,0.791699,1
0.025328,0.974672,1
0.002538,0.997462,1
0.036155,0.963845,1
0.007606,0.992394,1
0.000580,0.999420,1
0.083894,0.916106,1
0.002451,0.997549,1
0.001712,0.998288,1
0.000521,0.999479,1
0.875162,0.124838,0
0.347450,0.652550,1
0.992780,0.007220,0
0.997367,0.002633,0
0.443794,0.556206,1
0.001271,0.998729,1
0.765561,0.234439,0
0.014737,0.985263,1
0.002579,0.997421,1
0.347804,0.652196,1
0.007868,0.992132,1
0.207690,0.792310,1
0.001897,0.998103,1
0.000037,0.999963,1
0.961660,0.038340,0
0.894634,0.105366,0
0.364427,0.635573,1
0.000707,0.999293,1
0.004604,0.995396,1
0.003071,0.996929,1
0.039209,0.960791,1
0.001330,0.998670,1
0.064187,0.935813,1
0.039783,0.960217,1
0.000376,0.999624,1
0.098924,0.901076,1
0.685469,0.314531,0
0.591063,0.408937,0
0.435036,0.564964,1
0.000042,0.999958,1
0.227187,0.772813,1
0.084941,0.915059,1
0.047650,0.952350,1
0.004314,0.995686,1
0.034231,0.965769,1
0.766377,0.233623,0
0.162321,0.837679,1
0.025357,0.974643,1
0.000232,0.999768,1
0.000422,0.999578,1
0.166699,0.833301,1
0.007104,0.992896,1
0.066240,0.933760,1
0.939782,0.060218,0
0.001377,0.998623,1
0.297092,0.702908,1
0.022417,0.977583,1
0.067158,0.932842,1
0.000007,0.999993,1
0.002621,0.997379,1
0.001107,0.998893,1
0.056269,0.943731,1
0.000833,0.999167,1
0.092772,0.907228,1
0.042351,0.957649,1
0.005946,0.994054,1
0.011526,0.988474,1
0.002992,0.997008,1
0.028225,0.971775,1
0.000305,0.999695,1
0.007580,0.992420,1
0.001401,0.998599,1
0.002542,0.997458,1
0.006487,0.993513,1
0.831220,0.168780,0
0.000201,0.999799,1
0.000691,0.999309,1
0.005200,0.994800,1
0.012195,0.987805,1
0.028600,0.971400,1
0.246345,0.753655,1
0.003237,0.996763,1
0.021891,0.978109,1
0.001726,0.998274,1
0.298926,0.701074,1
0.108468,0.891532,1
0.556791,0.443209,0
0.001257,0.998743,1
0.088372,0.911628,1
0.551596,0.448404,0
0.226798,0.773202,1
0.030433,0.969567,1
0.508962,0.491038,0
0.183409,0.816591,1
0.028072,0.971928,1
0.686982,0.313018,0
0.017455,0.982545,1
0.000076,0.999924,1
0.005456,0.994544,1
0.539408,0.460592,0
0.609196,0.390804,0
0.008411,0.991589,1
0.034044,0.965956,1
0.011137,0.988863,1
0.055324,0.944676,1
0.019741,0.980259,1
0.014738,0.985262,1
0.036815,0.963185,1
0.007958,0.992042,1
0.000749,0.999251,1
0.000414,0.999586,1
0.076358,0.923642,1
0.743799,0.256201,0
0.002832,0.997168,1
0.003202,0.996798,1
0.004128,0.995872,1
0.000819,0.999181,1
0.027262,0.972738,1
0.019430,0.980570,1
0.005190,0.994810,1
0.042535,0.957465,1
0.009692,0.990308,1
0.005371,0.994629,1
0.004202,0.995798,1
0.024862,0.975138,1
0.296166,0.703834,1
0.094439,0.905561,1
0.215839,0.784161,1
0.284721,0.715279,1
0.870411,0.129589,0
0.001640,0.998360,1
0.000978,0.999022,1
0.001062,0.998938,1
0.070327,0.929673,1
0.169291,0.830709,1
0.944307,0.055693,0
0.001291,0.998709,1
0.000049,0.999951,1
0.002263,0.997737,1
0.010839,0.989161,1
0.004467,0.995533,1
0.017973,0.982027,1
0.104336,0.895664,1
0.029093,0.970907,1
0.000479,0.999521,1
0.728115,0.271885,0
0.003782,0.996218,1
0.130609,0.869391,1
0.593380,0.406620,0
0.033104,0.966896,1
