score0,score1,score2,score3,score4,score5,class
0.000010,0.000005,0.000008,0.018500,0.981426,0.000052,4
0.000004,0.000000,0.000001,0.000148,0.000000,0.999846,5
0.000001,0.000000,0.000001,0.000124,0.000001,0.999873,5
0.000002,0.000003,0.000005,0.000259,0.000007,0.999726,5
0.000001,0.000000,0.000001,0.000057,0.000001,0.999941,5
0.000075,0.000010,0.000027,0.000995,0.998776,0.000118,4
0.000007,0.999895,0.000021,0.000020,0.000036,0.000021,1
0.000011,0.999946,0.000040,0.000000,0.000001,0.000002,1
0.000001,0.000000,0.000000,0.999996,0.000001,0.000002,3
0.000175,0.999774,0.000016,0.000010,0.000009,0.000016,1
0.000294,0.999656,0.000027,0.000004,0.000004,0.000015,1
0.999915,0.000006,0.000067,0.000001,0.000006,0.000005,0
0.999956,0.000036,0.000003,0.000001,0.000001,0.000003,0
0.000006,0.000001,0.000001,0.000044,0.999941,0.000007,4
0.000217,0.000009,0.000016,0.008314,0.991314,0.000130,4
0.000005,0.999975,0.000004,0.000006,0.000003,0.000008,1
0.000004,0.999959,0.000006,0.000011,0.000009,0.000011,1
0.000003,0.000106,0.999878,0.000005,0.000003,0.000004,2
0.000006,0.000002,0.000003,0.000766,0.999200,0.000024,4
0.000001,0.000000,0.000001,0.000265,0.000001,0.999732,5
0.000046,0.000010,0.000031,0.999265,0.000449,0.000199,3
0.000009,0.000004,0.000004,0.000035,0.999911,0.000037,4
0.999976,0.000009,0.000012,0.000001,0.000001,0.000002,0
0.000080,0.000006,0.999910,0.000000,0.000001,0.000003,2
0.000013,0.999937,0.000022,0.000002,0.000010,0.000015,1
0.999986,0.000004,0.000002,0.000002,0.000002,0.000003,0
0.000012,0.999935,0.000010,0.000005,0.000011,0.000027,1
0.000031,0.999916,0.000007,0.000018,0.000010,0.000017,1
0.000011,0.000012,0.000011,0.999855,0.000020,0.000092,3
0.999471,0.000429,0.000072,0.000007,0.000004,0.000017,0
0.000001,0.000224,0.999764,0.000000,0.000007,0.000004,2
0.000005,0.000002,0.000005,0.000192,0.999771,0.000025,4
0.000002,0.000001,0.000003,0.999983,0.000002,0.000009,3
0.000788,0.995894,0.003237,0.000017,0.000015,0.000050,1
0.000003,0.000001,0.000001,0.000011,0.999975,0.000009,4
0.000017,0.999381,0.000497,0.000012,0.000038,0.000054,1
0.999597,0.000008,0.000386,0.000000,0.000002,0.000007,0
0.999371,0.000374,0.000143,0.000040,0.000023,0.000050,0
0.000001,0.000000,0.000001,0.000020,0.000000,0.999978,5
0.000001,0.000000,0.000000,0.000052,0.000001,0.999946,5
0.000002,0.000000,0.000001,0.000001,0.999993,0.000003,4
0.000001,0.000000,0.000000,0.000249,0.000000,0.999748,5
0.000654,0.000941,0.998291,0.000007,0.000024,0.000083,2
0.000104,0.000021,0.000017,0.009932,0.989790,0.000136,4
0.999985,0.000002,0.000002,0.000002,0.000004,0.000005,0
0.000023,0.000006,0.000013,0.997341,0.002540,0.000078,3
0.000483,0.998688,0.000503,0.000071,0.000096,0.000159,1
0.000006,0.000003,0.000003,0.031144,0.968815,0.000029,4
0.003816,0.001102,0.994945,0.000034,0.000021,0.000083,2
0.000002,0.999919,0.000044,0.000007,0.000010,0.000018,1
0.000001,0.000000,0.000001,0.000087,0.000002,0.999910,5
0.000002,0.000002,0.000001,0.999833,0.000154,0.000009,3
0.000000,0.000000,0.000000,0.000000,0.999998,0.000001,4
0.000214,0.000079,0.999680,0.000004,0.000009,0.000016,2
0.000071,0.000006,0.000025,0.999694,0.000048,0.000156,3
0.442791,0.170025,0.373470,0.000245,0.008943,0.004526,0
0.000000,0.000000,0.000000,0.999996,0.000002,0.000001,3
0.000002,0.000002,0.000002,0.999693,0.000284,0.000017,3
0.000001,0.000001,0.000004,0.000008,0.000004,0.999983,5
0.000001,0.000000,0.000001,0.000188,0.000000,0.999809,5
0.000133,0.000032,0.999748,0.000008,0.000033,0.000046,2
0.999917,0.000032,0.000023,0.000008,0.000005,0.000014,0
0.000395,0.000075,0.000509,0.996482,0.001345,0.001193,3
0.000009,0.000018,0.000032,0.999837,0.000016,0.000089,3
0.000005,0.000002,0.000003,0.000003,0.999966,0.000020,4
0.000022,0.999937,0.000005,0.000019,0.000003,0.000013,1
0.000004,0.999986,0.000004,0.000001,0.000002,0.000003,1
0.000295,0.000023,0.000097,0.013220,0.985876,0.000488,4
0.000001,0.999968,0.000028,0.000000,0.000001,0.000002,1
0.000119,0.000027,0.000055,0.989647,0.009661,0.000492,3
0.000001,0.000000,0.000000,0.000021,0.000009,0.999969,5
0.999966,0.000003,0.000025,0.000001,0.000002,0.000003,0
0.000008,0.999974,0.000006,0.000003,0.000004,0.000005,1
0.003490,0.013318,0.002037,0.033277,0.939812,0.008065,4
0.000003,0.000009,0.000003,0.000020,0.999946,0.000020,4
0.999909,0.000017,0.000056,0.000002,0.000004,0.000012,0
0.000010,0.000007,0.999971,0.000007,0.000003,0.000003,2
0.000003,0.000002,0.000002,0.000007,0.999971,0.000015,4
0.000003,0.000013,0.999979,0.000001,0.000001,0.000003,2
0.000000,0.000001,0.000001,0.000026,0.000005,0.999967,5
0.000042,0.000095,0.999836,0.000000,0.000018,0.000010,2
0.000019,0.000003,0.000007,0.997407,0.002517,0.000048,3
0.000029,0.000008,0.000015,0.998794,0.001037,0.000118,3
0.000002,0.000003,0.999991,0.000002,0.000000,0.000001,2
0.000260,0.000171,0.999514,0.000007,0.000017,0.000032,2
0.000008,0.000003,0.000004,0.999937,0.000017,0.000031,3
0.000125,0.000044,0.000069,0.136325,0.862915,0.000523,4
0.000055,0.000015,0.000036,0.999640,0.000039,0.000215,3
0.000002,0.000000,0.000001,0.000034,0.000001,0.999962,5
0.000032,0.000014,0.000057,0.011283,0.988455,0.000159,4
0.000001,0.000001,0.000002,0.000197,0.000009,0.999789,5
0.000001,0.000001,0.000001,0.000022,0.000003,0.999972,5
0.999808,0.000149,0.000033,0.000000,0.000003,0.000006,0
0.000037,0.999855,0.000073,0.000003,0.000018,0.000015,1
0.000066,0.000024,0.999885,0.000001,0.000014,0.000010,2
0.000001,0.000000,0.000001,0.000053,0.000000,0.999945,5
0.000001,0.000000,0.000001,0.000019,0.000001,0.999978,5
0.000001,0.000000,0.000003,0.000006,0.000003,0.999987,5
0.000001,0.000000,0.000001,0.000168,0.000000,0.999830,5
0.000004,0.000002,0.000002,0.999799,0.000174,0.000019,3
0.001601,0.000548,0.001220,0.002292,0.991518,0.002820,4
0.000005,0.000002,0.000016,0.999937,0.000002,0.000037,3
0.999388,0.000100,0.000451,0.000009,0.000019,0.000033,0
0.000003,0.000000,0.000001,0.000506,0.000000,0.999490,5
0.000002,0.000000,0.000001,0.000061,0.000001,0.999936,5
0.000010,0.999963,0.000010,0.000003,0.000005,0.000009,1
0.000001,0.000001,0.000001,0.000002,0.002382,0.997613,5
0.000023,0.000001,0.000005,0.997170,0.002771,0.000030,3
0.000023,0.000008,0.999958,0.000002,0.000004,0.000005,2
0.000113,0.000108,0.000050,0.041707,0.957593,0.000428,4
0.980652,0.015028,0.003849,0.000048,0.000117,0.000308,0
0.000234,0.999518,0.000181,0.000018,0.000010,0.000040,1
0.000002,0.000000,0.000000,0.000061,0.000008,0.999928,5
0.034760,0.005244,0.959363,0.000076,0.000120,0.000437,2
0.000253,0.999736,0.000004,0.000002,0.000000,0.000004,1
0.000004,0.000003,0.000004,0.999958,0.000003,0.000029,3
0.000005,0.999982,0.000003,0.000001,0.000005,0.000004,1
0.000038,0.999696,0.000250,0.000001,0.000003,0.000013,1
0.000017,0.000022,0.000033,0.999669,0.000106,0.000153,3
0.000021,0.999953,0.000008,0.000003,0.000006,0.000009,1
0.000001,0.000000,0.000001,0.000079,0.000001,0.999919,5
0.000020,0.000005,0.000008,0.000064,0.999864,0.000039,4
0.000008,0.000006,0.000004,0.000034,0.999918,0.000030,4
0.000080,0.000040,0.000025,0.945876,0.053799,0.000181,3
0.999932,0.000013,0.000036,0.000002,0.000003,0.000013,0
0.999889,0.000024,0.000050,0.000001,0.000026,0.000010,0
0.000005,0.000002,0.000004,0.000008,0.999962,0.000019,4
0.000010,0.000005,0.000006,0.999916,0.000012,0.000050,3
0.000106,0.000005,0.999882,0.000002,0.000001,0.000003,2
0.999935,0.000058,0.000001,0.000001,0.000002,0.000003,0
0.000001,0.000000,0.000001,0.000003,0.999989,0.000006,4
0.000010,0.999580,0.000331,0.000006,0.000039,0.000033,1
0.000005,0.000009,0.999980,0.000000,0.000004,0.000002,2
0.000020,0.000002,0.000007,0.999656,0.000271,0.000045,3
0.000021,0.000002,0.000005,0.000523,0.999424,0.000026,4
0.000001,0.000000,0.000001,0.000009,0.000001,0.999988,5
0.999950,0.000006,0.000022,0.000002,0.000004,0.000015,0
0.000003,0.000002,0.000006,0.000113,0.999857,0.000018,4
0.000002,0.000000,0.000001,0.000036,0.000021,0.999940,5
0.000061,0.000030,0.999818,0.000008,0.000027,0.000056,2
0.000056,0.999121,0.000738,0.000011,0.000026,0.000048,1
0.000024,0.000010,0.000060,0.999750,0.000016,0.000140,3
0.000006,0.000003,0.000004,0.000023,0.999938,0.000027,4
0.998979,0.000986,0.000011,0.000003,0.000007,0.000015,0
0.000001,0.000001,0.000001,0.999969,0.000020,0.000008,3
0.000000,0.000001,0.000000,0.000023,0.000010,0.999965,5
0.000001,0.000000,0.000000,0.000008,0.999989,0.000002,4
0.000001,0.000001,0.000001,0.000073,0.000008,0.999915,5
0.999878,0.000009,0.000077,0.000006,0.000011,0.000020,0
0.999940,0.000023,0.000022,0.000000,0.000010,0.000005,0
0.995431,0.003435,0.000576,0.000207,0.000123,0.000228,0
0.000070,0.000064,0.999851,0.000001,0.000004,0.000009,2
0.000002,0.000083,0.000006,0.999808,0.000089,0.000012,3
0.999974,0.000006,0.000009,0.000002,0.000003,0.000006,0
0.999828,0.000020,0.000134,0.000001,0.000005,0.000012,0
0.999989,0.000000,0.000007,0.000001,0.000001,0.000002,0
0.000001,0.000000,0.000001,0.000247,0.000002,0.999749,5
0.000001,0.000000,0.000001,0.000014,0.000004,0.999980,5
0.000023,0.000005,0.000009,0.999874,0.000012,0.000077,3
0.999513,0.000307,0.000037,0.000060,0.000008,0.000074,0
0.000182,0.003389,0.996001,0.000060,0.000169,0.000198,2
0.000001,0.000000,0.000001,0.000012,0.000002,0.999984,5
0.000171,0.000023,0.999767,0.000014,0.000005,0.000020,2
0.999739,0.000079,0.000132,0.000005,0.000022,0.000022,0
0.000185,0.000237,0.000102,0.978280,0.020499,0.000696,3
0.000002,0.000001,0.000002,0.000130,0.999848,0.000017,4
0.999989,0.000004,0.000001,0.000001,0.000001,0.000004,0
0.999974,0.000011,0.000007,0.000003,0.000001,0.000004,0
0.000083,0.000014,0.999884,0.000014,0.000002,0.000003,2
0.002757,0.000269,0.996670,0.000018,0.000186,0.000100,2
0.000003,0.000000,0.000001,0.000011,0.000003,0.999982,5
0.000072,0.998519,0.001207,0.000046,0.000028,0.000128,1
0.000082,0.991769,0.007656,0.000065,0.000097,0.000330,1
0.000071,0.000021,0.000041,0.073057,0.926455,0.000356,4
0.000010,0.000007,0.000007,0.000007,0.999923,0.000048,4
0.000052,0.001023,0.998881,0.000004,0.000009,0.000030,2
0.000000,0.000000,0.000000,0.999998,0.000000,0.000001,3
0.996919,0.000087,0.002875,0.000049,0.000010,0.000060,0
0.000002,0.000000,0.000001,0.999952,0.000038,0.000007,3
0.004647,0.001287,0.994017,0.000004,0.000008,0.000038,2
0.000002,0.000000,0.000001,0.000001,0.999993,0.000004,4
0.999985,0.000002,0.000002,0.000006,0.000003,0.000003,0
0.000136,0.000029,0.000047,0.999225,0.000154,0.000409,3
0.000004,0.000003,0.000002,0.000089,0.999891,0.000012,4
0.000001,0.000003,0.000005,0.999977,0.000001,0.000013,3
0.000001,0.000000,0.000001,0.000029,0.000001,0.999968,5
0.000002,0.000002,0.000002,0.999971,0.000016,0.000008,3
0.000005,0.000003,0.000005,0.000004,0.999961,0.000022,4
0.000001,0.000000,0.000001,0.000065,0.000001,0.999932,5
0.000004,0.000000,0.000002,0.999958,0.000025,0.000010,3
0.997424,0.000022,0.002528,0.000002,0.000009,0.000015,0
0.999770,0.000066,0.000129,0.000003,0.000006,0.000025,0
0.999755,0.000209,0.000011,0.000008,0.000002,0.000014,0
0.000148,0.000305,0.999520,0.000002,0.000009,0.000015,2
0.000005,0.000000,0.000001,0.000042,0.000036,0.999915,5
0.000055,0.330689,0.668634,0.000193,0.000116,0.000313,2
0.000019,0.999936,0.000019,0.000007,0.000005,0.000013,1
0.000055,0.999930,0.000004,0.000001,0.000004,0.000006,1
0.000001,0.000003,0.999990,0.000001,0.000001,0.000003,2
0.999983,0.000003,0.000003,0.000003,0.000001,0.000007,0
0.000002,0.000003,0.000010,0.998814,0.001153,0.000018,3
0.000120,0.999812,0.000036,0.000003,0.000013,0.000016,1
0.025444,0.000699,0.973597,0.000016,0.000066,0.000178,2
0.000324,0.000048,0.000112,0.583469,0.415078,0.000969,3
0.000002,0.000001,0.000001,0.000004,0.000037,0.999956,5
0.000001,0.000000,0.000001,0.000023,0.000001,0.999975,5
0.000035,0.000027,0.000017,0.999476,0.000289,0.000157,3
0.000001,0.000000,0.000001,0.000057,0.000002,0.999938,5
0.000003,0.000008,0.000003,0.000023,0.999947,0.000016,4
0.000000,0.000000,0.000000,0.000000,0.999996,0.000002,4
0.000101,0.999742,0.000119,0.000007,0.000008,0.000023,1
0.000010,0.000002,0.000004,0.000042,0.999920,0.000022,4
0.000013,0.999097,0.000832,0.000009,0.000012,0.000039,1
0.000382,0.000041,0.999512,0.000045,0.000003,0.000015,2
0.000002,0.999989,0.000003,0.000000,0.000001,0.000004,1
0.000005,0.000002,0.000003,0.000002,0.999965,0.000022,4
0.000004,0.000003,0.000003,0.999948,0.000024,0.000019,3
0.000040,0.000016,0.000050,0.000058,0.999728,0.000108,4
0.000001,0.000000,0.000001,0.000055,0.000000,0.999942,5
0.000032,0.000036,0.000012,0.000039,0.999818,0.000063,4
0.000007,0.000007,0.999984,0.000000,0.000001,0.000001,2
0.000002,0.000002,0.000001,0.000015,0.000005,0.999976,5
0.000009,0.000002,0.000002,0.000048,0.999927,0.000014,4
0.000001,0.000000,0.000001,0.000038,0.000003,0.999956,5
0.000001,0.000000,0.000000,0.000020,0.999976,0.000002,4
0.000002,0.000007,0.000004,0.999881,0.000093,0.000014,3
0.000022,0.000090,0.000035,0.000030,0.999722,0.000102,4
0.000031,0.999448,0.000479,0.000003,0.000009,0.000030,1
0.000027,0.999841,0.000090,0.000003,0.000011,0.000028,1
0.000002,0.000002,0.000003,0.000435,0.999542,0.000017,4
0.997281,0.002327,0.000222,0.000011,0.000043,0.000116,0
0.000050,0.998877,0.000622,0.000131,0.000111,0.000209,1
0.000126,0.000005,0.999848,0.000003,0.000008,0.000011,2
0.000001,0.000001,0.000001,0.000220,0.000005,0.999772,5
0.000010,0.999953,0.000018,0.000001,0.000005,0.000012,1
0.000010,0.000004,0.000004,0.000029,0.999926,0.000026,4
0.000050,0.000203,0.000171,0.000228,0.999117,0.000230,4
0.999967,0.000008,0.000009,0.000004,0.000002,0.000010,0
0.000040,0.000018,0.000023,0.030451,0.969305,0.000163,4
0.000017,0.999886,0.000045,0.000013,0.000016,0.000022,1
0.000002,0.000000,0.000004,0.000227,0.000002,0.999765,5
0.000006,0.000004,0.000007,0.999929,0.000008,0.000047,3
0.000001,0.000001,0.000001,0.000044,0.000005,0.999949,5
0.000001,0.000001,0.000001,0.000010,0.000003,0.999984,5
0.013948,0.984254,0.001597,0.000021,0.000033,0.000147,1
0.000039,0.000009,0.000019,0.987422,0.012358,0.000153,3
0.999995,0.000000,0.000001,0.000000,0.000001,0.000002,0
0.000049,0.000020,0.999925,0.000000,0.000001,0.000005,2
0.000019,0.999781,0.000155,0.000010,0.000007,0.000028,1
0.000005,0.000001,0.000002,0.000064,0.999914,0.000014,4
0.000051,0.000022,0.000024,0.996435,0.003253,0.000214,3
0.000003,0.000002,0.000002,0.000240,0.999731,0.000021,4
0.000001,0.000000,0.000002,0.000298,0.000000,0.999699,5
0.997698,0.001228,0.000353,0.000418,0.000103,0.000199,0
0.001190,0.998436,0.000318,0.000007,0.000009,0.000040,1
0.000080,0.000067,0.000149,0.012752,0.986614,0.000338,4
0.000034,0.000009,0.000021,0.999744,0.000032,0.000160,3
0.000002,0.000027,0.999967,0.000000,0.000002,0.000002,2
0.000001,0.000287,0.999703,0.000000,0.000005,0.000004,2
0.000069,0.999890,0.000015,0.000003,0.000012,0.000011,1
0.000003,0.000068,0.999914,0.000001,0.000008,0.000006,2
0.000149,0.000158,0.000193,0.035533,0.962820,0.001148,4
0.000001,0.000000,0.000000,0.000000,0.999996,0.000003,4
0.000122,0.000691,0.000308,0.335499,0.662929,0.000451,4
0.000001,0.000000,0.000001,0.000087,0.000001,0.999911,5
0.000000,0.000001,0.000002,0.000592,0.000001,0.999404,5
0.000382,0.999488,0.000069,0.000002,0.000030,0.000029,1
0.000001,0.000000,0.000001,0.999971,0.000023,0.000004,3
0.000003,0.000001,0.000001,0.999952,0.000032,0.000011,3
0.000045,0.000009,0.999929,0.000004,0.000003,0.000011,2
0.000356,0.000031,0.000104,0.784334,0.214253,0.000922,3
0.000001,0.000002,0.000005,0.999978,0.000005,0.000008,3
0.000004,0.999944,0.000020,0.000004,0.000007,0.000022,1
0.000012,0.999954,0.000018,0.000005,0.000003,0.000008,1
0.000001,0.000001,0.000001,0.000177,0.000019,0.999802,5
0.000011,0.000002,0.000010,0.000078,0.999873,0.000027,4
0.000001,0.000000,0.000001,0.000071,0.000000,0.999926,5
0.000014,0.000018,0.000024,0.989787,0.010024,0.000132,3
0.000002,0.000062,0.999930,0.000001,0.000003,0.000004,2
0.000038,0.000002,0.000024,0.000828,0.999073,0.000034,4
0.000466,0.999508,0.000016,0.000001,0.000003,0.000007,1
0.000004,0.999897,0.000086,0.000003,0.000002,0.000009,1
0.000005,0.000185,0.999797,0.000001,0.000003,0.000008,2
0.998978,0.000261,0.000646,0.000062,0.000009,0.000045,0
0.000002,0.000002,0.000005,0.000107,0.000003,0.999880,5
0.999471,0.000464,0.000036,0.000003,0.000006,0.000020,0
0.999381,0.000488,0.000067,0.000030,0.000011,0.000022,0
0.999776,0.000093,0.000088,0.000002,0.000013,0.000028,0
0.000173,0.000042,0.999743,0.000017,0.000009,0.000015,2
0.000002,0.000001,0.000001,0.999838,0.000151,0.000008,3
0.000027,0.000009,0.000013,0.035428,0.964412,0.000110,4
0.001120,0.001991,0.000403,0.647489,0.347886,0.001110,3
0.000012,0.000017,0.000005,0.000046,0.999868,0.000053,4
0.000001,0.000000,0.000001,0.000065,0.000001,0.999932,5
0.000020,0.999440,0.000210,0.000300,0.000004,0.000026,1
0.000006,0.000002,0.000002,0.999312,0.000652,0.000026,3
0.000009,0.000004,0.000005,0.999136,0.000805,0.000041,3
0.000002,0.000002,0.000001,0.999909,0.000074,0.000011,3
0.000021,0.000021,0.000015,0.997798,0.002028,0.000117,3
0.000001,0.000000,0.000001,0.000001,0.999993,0.000004,4
0.000002,0.000004,0.000002,0.000023,0.999960,0.000010,4
0.999976,0.000004,0.000007,0.000004,0.000002,0.000006,0
0.000036,0.000007,0.000020,0.999820,0.000015,0.000102,3
0.001303,0.000178,0.000487,0.000200,0.996931,0.000902,4
0.999991,0.000001,0.000002,0.000004,0.000000,0.000002,0
0.999957,0.000028,0.000010,0.000001,0.000001,0.000004,0
0.000020,0.999814,0.000052,0.000018,0.000031,0.000064,1
0.000005,0.000003,0.000003,0.000081,0.999886,0.000022,4
0.999993,0.000002,0.000001,0.000000,0.000002,0.000002,0
0.000006,0.000002,0.000004,0.999953,0.000003,0.000032,3
0.999927,0.000029,0.000017,0.000008,0.000008,0.000011,0
0.000012,0.000030,0.999951,0.000000,0.000002,0.000004,2
0.000032,0.000003,0.000010,0.999879,0.000009,0.000067,3
0.999608,0.000198,0.000076,0.000016,0.000039,0.000063,0
0.000021,0.999970,0.000004,0.000002,0.000000,0.000003,1
0.999934,0.000048,0.000003,0.000004,0.000001,0.000010,0
0.000008,0.999625,0.000305,0.000006,0.000016,0.000039,1
